hgnc_symbol,ensembl_gene_id,entrezgene_id,mgi_symbol,ensembl_gene_id_mouse,entrezgene_id_mouse
SLC18A2,ENSG00000165646,6571,Slc18a2,ENSMUSG00000025094,214084
GTF2A1,ENSG00000165417,2957,Gtf2a1,ENSMUSG00000020962,83602
SUGT1,ENSG00000165416,10910,Sugt1,ENSMUSG00000022024,67955
VCP,ENSG00000165280,7415,Vcp,ENSMUSG00000028452,269523
ATP7A,ENSG00000165240,538,Atp7a,ENSMUSG00000033792,11977
CYBB,ENSG00000165168,1536,Cybb,ENSMUSG00000015340,13058
ALDH1A1,ENSG00000165092,216,Aldh1a1,ENSMUSG00000053279,11668
FXN,ENSG00000165060,2395,Fxn,ENSMUSG00000059363,14297
ABCA1,ENSG00000165029,19,Abca1,ENSMUSG00000015243,11303
MYORG,ENSG00000164976,57462,AI464131,ENSMUSG00000046312,329828
MYORG,ENSG00000164976,57462,Myorg,ENSMUSG00000046312,329828
YWHAZ,ENSG00000164924,7534,Ywhaz,ENSMUSG00000022285,22631
CDK5,ENSG00000164885,1020,Cdk5,ENSMUSG00000028969,12568
NOS3,ENSG00000164867,4846,Nos3,ENSMUSG00000028978,18127
OXR1,ENSG00000164830,55074,Oxr1,ENSMUSG00000022307,170719
ORC5,ENSG00000164815,5001,Orc5,ENSMUSG00000029012,26429
KCNV1,ENSG00000164794,27012,Kcnv1,ENSMUSG00000022342,67498
TNFRSF11B,ENSG00000164761,4982,Tnfrsf11b,ENSMUSG00000063727,18383
ADCY1,ENSG00000164742,107,Adcy1,ENSMUSG00000020431,432530
CTSB,ENSG00000164733,1508,Ctsb,ENSMUSG00000021939,13030
SHH,ENSG00000164690,6469,Shh,ENSMUSG00000002633,20423
FABP5,ENSG00000164687,2171,Fabp5,ENSMUSG00000027533,16592
SLU7,ENSG00000164609,10569,Slu7,ENSMUSG00000020409,193116
HCN1,ENSG00000164588,348980,Hcn1,ENSMUSG00000021730,15165
GRIK2,ENSG00000164418,2898,Grik2,ENSMUSG00000056073,14806
TLR3,ENSG00000164342,7098,Tlr3,ENSMUSG00000031639,142980
CASP3,ENSG00000164305,836,Casp3,ENSMUSG00000031628,12367
ABCE1,ENSG00000164163,6059,Abce1,ENSMUSG00000058355,24015
MAD2L1,ENSG00000164109,4085,Mad2l1,ENSMUSG00000029910,56150
GRM2,ENSG00000164082,2912,Grm2,ENSMUSG00000023192,108068
SLC9B2,ENSG00000164038,133308,Slc9b2,ENSMUSG00000037994,97086
EMCN,ENSG00000164035,51705,Emcn,ENSMUSG00000054690,59308
PRKCD,ENSG00000163932,5580,Prkcd,ENSMUSG00000021948,18753
POLR2H,ENSG00000163882,5437,Polr2h,ENSMUSG00000021018,245841
MEAF6,ENSG00000163875,64769,Meaf6,ENSMUSG00000028863,70088
CPA3,ENSG00000163751,1359,Cpa3,ENSMUSG00000001865,12873
PTX3,ENSG00000163661,5806,Ptx3,ENSMUSG00000027832,19288
PSMD6,ENSG00000163636,9861,Psmd6,ENSMUSG00000021737,66413
ATXN7,ENSG00000163635,6314,Atxn7,ENSMUSG00000021738,246103
CDS1,ENSG00000163624,1040,Cds1,ENSMUSG00000029330,74596
CADPS,ENSG00000163618,8618,Cadps,ENSMUSG00000054423,27062
CD200R1,ENSG00000163606,131450,Cd200r1,ENSMUSG00000022667,57781
PPM1L,ENSG00000163590,151742,Ppm1l,ENSMUSG00000027784,242083
PRKCI,ENSG00000163558,5584,Prkci,ENSMUSG00000037643,18759
SERPINI1,ENSG00000163536,5274,Serpini1,ENSMUSG00000027834,20713
TRAT1,ENSG00000163519,50852,Trat1,ENSMUSG00000030775,77647
EOMES,ENSG00000163508,8320,Eomes,ENSMUSG00000032446,13813
ADORA1,ENSG00000163485,134,Adora1,ENSMUSG00000042429,11539
ARPC2,ENSG00000163466,10109,Arpc2,ENSMUSG00000006304,76709
TRIM46,ENSG00000163462,80128,Trim46,ENSMUSG00000042766,360213
ATP1A1,ENSG00000163399,476,Atp1a1,ENSMUSG00000033161,11928
HPGDS,ENSG00000163106,27306,Hpgds,ENSMUSG00000029919,54486
INHBB,ENSG00000163083,3625,Inhbb,ENSMUSG00000037035,16324
NOSTRIN,ENSG00000163072,115677,Nostrin,ENSMUSG00000034738,329416
TRIM17,ENSG00000162931,51127,Trim17,ENSMUSG00000036964,56631
FCRLB,ENSG00000162746,127943,Fcrlb,ENSMUSG00000070524,435653
NLRP3,ENSG00000162711,114548,Nlrp3,ENSMUSG00000032691,216799
CADM3,ENSG00000162706,57863,Cadm3,ENSMUSG00000005338,94332
EXTL2,ENSG00000162694,2135,Extl2,ENSMUSG00000027963,58193
GBP2,ENSG00000162645,2634,Gbp2,ENSMUSG00000028270,14469
NTNG1,ENSG00000162631,22854,Ntng1,ENSMUSG00000059857,80883
ADGRL4,ENSG00000162618,64123,Adgrl4,ENSMUSG00000039167,170757
JAK1,ENSG00000162434,3716,Jak1,ENSMUSG00000028530,16451
PRKAA2,ENSG00000162409,5563,Prkaa2,ENSMUSG00000028518,108079
TAF6L,ENSG00000162227,10629,Taf6l,ENSMUSG00000003680,225895
GNG3,ENSG00000162188,2785,Gng3,ENSMUSG00000071658,14704
SHANK2,ENSG00000162105,22941,Shank2,ENSMUSG00000037541,210274
ADCY9,ENSG00000162104,115,Adcy9,ENSMUSG00000005580,11515
CXCL16,ENSG00000161921,58191,Cxcl16,ENSMUSG00000018920,66102
ITGA5,ENSG00000161638,3678,Itga5,ENSMUSG00000000555,16402
GRIN2C,ENSG00000161509,2905,Grin2c,ENSMUSG00000020734,14813
AP2M1,ENSG00000161203,1173,Ap2m1,ENSMUSG00000022841,11773
PSMC2,ENSG00000161057,5701,Psmc2,ENSMUSG00000028932,19181
SQSTM1,ENSG00000161011,8878,Sqstm1,ENSMUSG00000015837,18412
CCR5,ENSG00000160791,1234,Ccr5,ENSMUSG00000079227,12774
LMNA,ENSG00000160789,4000,Lmna,ENSMUSG00000028063,16905
CRTC2,ENSG00000160741,200186,Crtc2,ENSMUSG00000027936,74343
IL6R,ENSG00000160712,3570,Il6ra,ENSMUSG00000027947,16194
ADAR,ENSG00000160710,103,Adar,ENSMUSG00000027951,56417
CD3G,ENSG00000160654,917,Cd3g,ENSMUSG00000002033,12502
S100B,ENSG00000160307,6285,S100b,ENSMUSG00000033208,20203
ATP6V0D1,ENSG00000159720,9114,Atp6v0d1,ENSMUSG00000013160,11972
ATP13A2,ENSG00000159363,23400,Atp13a2,ENSMUSG00000036622,74772
PLA2G4D,ENSG00000159337,283748,Pla2g4d,ENSMUSG00000070719,78390
GJD2,ENSG00000159248,57369,Gjd2,ENSMUSG00000068615,14617
IFNGR2,ENSG00000159128,3460,Ifngr2,ENSMUSG00000022965,15980
MPZ,ENSG00000158887,4359,Mpz,ENSMUSG00000056569,17528
PINK1,ENSG00000158828,65018,Pink1,ENSMUSG00000028756,68943
PLA2G2F,ENSG00000158786,64600,Pla2g2f,ENSMUSG00000028749,26971
F11R,ENSG00000158769,50848,F11r,ENSMUSG00000038235,16456
NCF1,ENSG00000158517,653361,Ncf1,ENSMUSG00000015950,17969
B4GALT5,ENSG00000158470,9334,B4galt5,ENSMUSG00000017929,56336
KCNB1,ENSG00000158445,3745,Kcnb1,ENSMUSG00000050556,16500
BRAF,ENSG00000157764,673,Braf,ENSMUSG00000002413,109880
MX1,ENSG00000157601,4599,Mx1,ENSMUSG00000000386,17857
ERG,ENSG00000157554,2078,Erg,ENSMUSG00000040732,13876
CACNA2D3,ENSG00000157445,55799,Cacna2d3,ENSMUSG00000021991,12294
CACNA1D,ENSG00000157388,776,Cacna1d,ENSMUSG00000015968,12289
IL34,ENSG00000157368,146433,Il34,ENSMUSG00000031750,76527
MMP14,ENSG00000157227,4323,Mmp14,ENSMUSG00000000957,17387
HTR5A,ENSG00000157219,3361,Htr5a,ENSMUSG00000039106,15563
NRG1,ENSG00000157168,3084,Nrg1,ENSMUSG00000062991,211323
SLC6A1,ENSG00000157103,6529,Slc6a1,ENSMUSG00000030310,232333
MS4A1,ENSG00000156738,931,Ms4a1,ENSMUSG00000024673,12482
MAPK13,ENSG00000156711,5603,Mapk13,ENSMUSG00000004864,26415
NPTN,ENSG00000156642,27020,Nptn,ENSMUSG00000032336,20320
CD109,ENSG00000156535,135228,Cd109,ENSMUSG00000046186,235505
HK1,ENSG00000156515,3098,Hk1,ENSMUSG00000037012,15275
PPP2R2B,ENSG00000156475,5521,Ppp2r2b,ENSMUSG00000024500,72930
PTDSS1,ENSG00000156471,9791,Ptdss1,ENSMUSG00000021518,19210
SORCS3,ENSG00000156395,22986,Sorcs3,ENSMUSG00000063434,66673
TIAM1,ENSG00000156299,7074,Tiam1,ENSMUSG00000002489,21844
TSPAN7,ENSG00000156298,7102,Tspan7,ENSMUSG00000058254,21912
MMP16,ENSG00000156103,4325,Mmp16,ENSMUSG00000028226,17389
GNAQ,ENSG00000156052,2776,Gnaq,ENSMUSG00000024639,14682
ADCY8,ENSG00000155897,114,Adcy8,ENSMUSG00000022376,11514
ELMO1,ENSG00000155849,9844,Elmo1,ENSMUSG00000041112,140580
GRIA1,ENSG00000155511,2890,Gria1,ENSMUSG00000020524,14799
PTPRN2,ENSG00000155093,5799,Ptprn2,ENSMUSG00000056553,19276
CYP2U1,ENSG00000155016,113612,Cyp2u1,ENSMUSG00000027983,71519
CXXC1,ENSG00000154832,30827,Cxxc1,ENSMUSG00000024560,74322
PLCL2,ENSG00000154822,23228,Plcl2,ENSMUSG00000038910,224860
ADAMTS1,ENSG00000154734,9510,Adamts1,ENSMUSG00000022893,11504
NCAM2,ENSG00000154654,4685,Ncam2,ENSMUSG00000022762,17968
ELOC,ENSG00000154582,6921,Eloc,ENSMUSG00000079658,67923
BUB3,ENSG00000154473,9184,Bub3,ENSMUSG00000066979,12237
UCHL1,ENSG00000154277,7345,Uchl1,ENSMUSG00000029223,22223
TOMM70,ENSG00000154174,9868,Tomm70a,ENSMUSG00000022752,28185
THY1,ENSG00000154096,7070,Thy1,ENSMUSG00000032011,21838
PPP2R5E,ENSG00000154001,5529,Ppp2r5e,ENSMUSG00000021051,26932
CACNA2D1,ENSG00000153956,781,Cacna2d1,ENSMUSG00000040118,12293
DGKE,ENSG00000153933,8526,Dgke,ENSMUSG00000000276,56077
DDAH1,ENSG00000153904,23576,Ddah1,ENSMUSG00000028194,69219
CD8A,ENSG00000153563,925,Cd8a,ENSMUSG00000053977,12525
NR4A2,ENSG00000153234,4929,Nr4a2,ENSMUSG00000026826,18227
PTPRR,ENSG00000153233,5801,Ptprr,ENSMUSG00000020151,19279
MERTK,ENSG00000153208,10461,Mertk,ENSMUSG00000014361,17289
CAST,ENSG00000153113,831,Cast,ENSMUSG00000021585,12380
ANAPC1,ENSG00000153107,64682,Anapc1,ENSMUSG00000014355,17222
GRM1,ENSG00000152822,2911,Grm1,ENSMUSG00000019828,14816
GPD1L,ENSG00000152642,23171,Gpd1l,ENSMUSG00000050627,333433
GRIA4,ENSG00000152578,2893,Gria4,ENSMUSG00000025892,14802
HOMER1,ENSG00000152413,9456,Homer1,ENSMUSG00000007617,26556
KCNK13,ENSG00000152315,56659,Kcnk13,ENSMUSG00000045404,217826
RIT2,ENSG00000152214,6014,Rit2,ENSMUSG00000057455,19762
SLC25A4,ENSG00000151729,291,Slc25a4,ENSMUSG00000031633,11739
CACNA1C,ENSG00000151067,775,Cacna1c,ENSMUSG00000051331,12288
ITPR1,ENSG00000150995,3708,Itpr1,ENSMUSG00000030102,16438
IL18,ENSG00000150782,3606,Il18,ENSMUSG00000039217,16173
DLAT,ENSG00000150768,1737,Dlat,ENSMUSG00000000168,235339
GPM6A,ENSG00000150625,2823,Gpm6a,ENSMUSG00000031517,234267
ADRA2A,ENSG00000150594,150,Adra2a,ENSMUSG00000033717,11551
PLCB3,ENSG00000149782,5331,Plcb3,ENSMUSG00000024960,18797
MS4A2,ENSG00000149534,2206,Ms4a2,ENSMUSG00000024680,14126
MTA2,ENSG00000149480,9219,Mta2,ENSMUSG00000071646,23942
ATM,ENSG00000149311,472,Atm,ENSMUSG00000034218,11920
DRD2,ENSG00000149295,1813,Drd2,ENSMUSG00000032259,13489
NCAM1,ENSG00000149294,4684,Ncam1,ENSMUSG00000039542,17967
TENM4,ENSG00000149256,26011,Tenm4,ENSMUSG00000048078,23966
NKX6-2,ENSG00000148826,84504,Nkx6.2,ENSMUSG00000041309,14912
INA,ENSG00000148798,9118,Ina,ENSMUSG00000034336,226180
MKI67,ENSG00000148773,4288,Mki67,ENSMUSG00000031004,17345
CAMK2G,ENSG00000148660,818,Camk2g,ENSMUSG00000021820,12325
CACNA1B,ENSG00000148408,774,Cacna1b,ENSMUSG00000004113,12287
NOTCH1,ENSG00000148400,4851,Notch1,ENSMUSG00000026923,18128
GSN,ENSG00000148180,2934,Gsn,ENSMUSG00000026879,227753
UGCG,ENSG00000148154,7357,Ugcg,ENSMUSG00000028381,22234
SHC3,ENSG00000148082,53358,Shc3,ENSMUSG00000021448,20418
C9orf72,ENSG00000147894,203228,X3110043O21Rik,ENSMUSG00000028300,73205
POLR2K,ENSG00000147669,5440,Polr2k,ENSMUSG00000045996,17749
SYBU,ENSG00000147642,55638,Sybu,ENSMUSG00000022340,319613
CRH,ENSG00000147571,1392,Crh,ENSMUSG00000049796,12918
ATP6V1B2,ENSG00000147416,526,Atp6v1b2,ENSMUSG00000006273,11966
EGFR,ENSG00000146648,1956,Egfr,ENSMUSG00000020122,13649
VIP,ENSG00000146469,7432,Vip,ENSMUSG00000019772,22353
GABRR1,ENSG00000146276,2569,Gabrr1,ENSMUSG00000028280,14408
MMUT,ENSG00000146085,4594,Mmut,ENSMUSG00000023921,17850
TNFRSF21,ENSG00000146072,27242,Tnfrsf21,ENSMUSG00000023915,94185
GABRB2,ENSG00000145864,2561,Gabrb2,ENSMUSG00000007653,14401
ATG12,ENSG00000145782,9140,Atg12,ENSMUSG00000032905,67526
RASA1,ENSG00000145715,5921,Rasa1,ENSMUSG00000021549,218397
GZMA,ENSG00000145649,3001,Gzma,ENSMUSG00000023132,14938
OSMR,ENSG00000145623,9180,Osmr,ENSMUSG00000022146,18414
GLRA3,ENSG00000145451,8001,Glra3,ENSMUSG00000038257,110304
ANK2,ENSG00000145362,287,Ank2,ENSMUSG00000032826,109676
CAMK2D,ENSG00000145349,817,Camk2d,ENSMUSG00000053819,108058
SLC10A6,ENSG00000145283,345274,Slc10a6,ENSMUSG00000029321,75750
EPHA5,ENSG00000145242,2044,Epha5,ENSMUSG00000029245,13839
EIF2B5,ENSG00000145191,8893,Eif2b5,ENSMUSG00000003235,224045
ALDH1L1,ENSG00000144908,10840,Aldh1l1,ENSMUSG00000030088,107747
ARL6IP5,ENSG00000144746,10550,Arl6ip5,ENSMUSG00000035199,65106
DYNC1LI1,ENSG00000144635,51143,Dync1li1,ENSMUSG00000032435,235661
PTH2R,ENSG00000144407,5746,Pth2r,ENSMUSG00000025946,213527
UNC80,ENSG00000144406,285175,Unc80,ENSMUSG00000055567,329178
DLX1,ENSG00000144355,1745,Dlx1,ENSMUSG00000041911,13390
SLC4A10,ENSG00000144290,57282,Slc4a10,ENSMUSG00000026904,94229
SCN1A,ENSG00000144285,6323,Scn1a,ENSMUSG00000064329,20265
GPR17,ENSG00000144230,2840,Gpr17,ENSMUSG00000052229,574402
CALM2,ENSG00000143933,805,Calm2,ENSMUSG00000036438,12314
RHOB,ENSG00000143878,388,Rhob,ENSMUSG00000054364,11852
PSEN2,ENSG00000143801,5664,Psen2,ENSMUSG00000010609,19165
PARP1,ENSG00000143799,142,Parp1,ENSMUSG00000026496,11545
SF3B4,ENSG00000143368,10262,Sf3b4,ENSMUSG00000068856,107701
USP21,ENSG00000143258,27005,Usp21,ENSMUSG00000053483,30941
XCL1,ENSG00000143184,6375,Xcl1,ENSMUSG00000026573,16963
ATP1B1,ENSG00000143153,481,Atp1b1,ENSMUSG00000026576,11931
CTTNBP2NL,ENSG00000143079,55917,Cttnbp2nl,ENSMUSG00000062127,80281
PRKACB,ENSG00000142875,5567,Prkacb,ENSMUSG00000005034,18749
EPHA2,ENSG00000142627,1969,Epha2,ENSMUSG00000006445,13836
SLC2A5,ENSG00000142583,6518,Slc2a5,ENSMUSG00000028976,56485
SLC6A3,ENSG00000142319,6531,Slc6a3,ENSMUSG00000021609,13162
AKT1,ENSG00000142208,207,Akt1,ENSMUSG00000001729,11651
TRPM2,ENSG00000142185,7226,Trpm2,ENSMUSG00000009292,28240
SOD1,ENSG00000142168,6647,Sod1,ENSMUSG00000022982,20655
IFNAR1,ENSG00000142166,3454,Ifnar1,ENSMUSG00000022967,15975
CACNA1A,ENSG00000141837,773,Cacna1a,ENSMUSG00000034656,12286
TNFRSF11A,ENSG00000141655,8792,Tnfrsf11a,ENSMUSG00000026321,21934
TP53,ENSG00000141510,7157,Trp53,ENSMUSG00000059552,22059
ARRB2,ENSG00000141480,409,Arrb2,ENSMUSG00000060216,216869
ADCYAP1,ENSG00000141433,116,Adcyap1,ENSMUSG00000024256,11516
TAF4B,ENSG00000141384,6875,Taf4b,ENSMUSG00000054321,72504
CLTC,ENSG00000141367,1213,Cltc,ENSMUSG00000047126,67300
PDPK1,ENSG00000140992,5170,Pdpk1,ENSMUSG00000024122,18607
IRF8,ENSG00000140968,3394,Irf8,ENSMUSG00000041515,15900
MBTPS1,ENSG00000140943,8720,Mbtps1,ENSMUSG00000031835,56453
MAP1LC3B,ENSG00000140941,81631,Map1lc3b,ENSMUSG00000031812,67443
NOL3,ENSG00000140939,8996,Nol3,ENSMUSG00000014776,78688
ITGAX,ENSG00000140678,3687,Itgax,ENSMUSG00000030789,16411
TPM1,ENSG00000140416,7168,Tpm1,ENSMUSG00000032366,22003
HDC,ENSG00000140287,3067,Hdc,ENSMUSG00000027360,15186
FBLN5,ENSG00000140092,10516,Fbln5,ENSMUSG00000021186,23876
NOVA1,ENSG00000139910,4857,Nova1,ENSMUSG00000021047,664883
LPAR6,ENSG00000139679,10161,Lpar6,ENSMUSG00000033446,67168
GPR84,ENSG00000139572,53831,Gpr84,ENSMUSG00000063234,80910
AMIGO2,ENSG00000139211,347902,Amigo2,ENSMUSG00000048218,105827
PPP3CA,ENSG00000138814,5530,Ppp3ca,ENSMUSG00000028161,19055
EGF,ENSG00000138798,1950,Egf,ENSMUSG00000028017,13645
HADH,ENSG00000138796,3033,Hadh,ENSMUSG00000027984,15107
CASP6,ENSG00000138794,839,Casp6,ENSMUSG00000027997,12368
FGF2,ENSG00000138685,2247,Fgf2,ENSMUSG00000037225,14173
ABI2,ENSG00000138443,10152,Abi2,ENSMUSG00000026782,329165
IDH1,ENSG00000138413,3417,Idh1,ENSMUSG00000025950,15926
ZNF365,ENSG00000138311,22891,Zfp365,ENSMUSG00000037855,216049
ENTPD1,ENSG00000138185,953,Entpd1,ENSMUSG00000048120,12495
STAMBPL1,ENSG00000138134,57559,Stambpl1,ENSMUSG00000024776,76630
RAB1A,ENSG00000138069,5861,Rab1a,ENSMUSG00000020149,19324
GTF2B,ENSG00000137947,2959,Gtf2b,ENSMUSG00000028271,229906
ADAM10,ENSG00000137845,102,Adam10,ENSMUSG00000054693,11487
PLCB2,ENSG00000137841,5330,Plcb2,ENSMUSG00000040061,18796
CASP1,ENSG00000137752,834,Casp1,ENSMUSG00000025888,12362
SORL1,ENSG00000137642,6653,Sorl1,ENSMUSG00000049313,20660
TLR2,ENSG00000137462,7097,Tlr2,ENSMUSG00000027995,24088
PLAA,ENSG00000137055,9373,Plaa,ENSMUSG00000028577,18786
MYC,ENSG00000136997,4609,Myc,ENSMUSG00000022346,17869
ARPC5L,ENSG00000136950,81873,Arpc5l,ENSMUSG00000026755,74192
ATP6V1G1,ENSG00000136888,9550,Atp6v1g1,ENSMUSG00000039105,66290
TLR4,ENSG00000136869,7099,Tlr4,ENSMUSG00000039005,21898
TXN,ENSG00000136810,7295,Txn1,ENSMUSG00000028367,22166
GAD2,ENSG00000136750,2572,Gad2,ENSMUSG00000026787,14417
SMPD4,ENSG00000136699,55627,Smpd4,ENSMUSG00000005899,77626
IL10,ENSG00000136634,3586,Il10,ENSMUSG00000016529,16153
BLK,ENSG00000136573,640,Blk,ENSMUSG00000014453,12143
TBR1,ENSG00000136535,10716,Tbr1,ENSMUSG00000035033,21375
SCN2A,ENSG00000136531,6326,Scn2a1,ENSMUSG00000075318,110876
NDUFB5,ENSG00000136521,4711,Ndufb5,ENSMUSG00000027673,66046
DGKB,ENSG00000136267,1607,Dgkb,ENSMUSG00000036095,217480
IL6,ENSG00000136244,3569,Il6,ENSMUSG00000025746,16193
RAC1,ENSG00000136238,5879,Rac1,ENSMUSG00000001847,19353
GPNMB,ENSG00000136235,10457,Gpnmb,ENSMUSG00000029816,93695
SUCLA2,ENSG00000136143,8803,Sucla2,ENSMUSG00000022110,20916
PLXNC1,ENSG00000136040,10154,Plxnc1,ENSMUSG00000074785,54712
CAB39,ENSG00000135932,51719,Cab39,ENSMUSG00000036707,12283
SERPINE2,ENSG00000135919,5270,Serpine2,ENSMUSG00000026249,20720
RNASEL,ENSG00000135828,6041,Rnasel,ENSMUSG00000066800,24014
GLUL,ENSG00000135821,2752,Glul,ENSMUSG00000026473,14645
ITGA7,ENSG00000135424,3679,Itga7,ENSMUSG00000025348,16404
PHF21A,ENSG00000135365,51317,Phf21a,ENSMUSG00000058318,192285
EPHA7,ENSG00000135333,2045,Epha7,ENSMUSG00000028289,13841
P2RX4,ENSG00000135124,5025,P2rx4,ENSMUSG00000029470,18438
USP30,ENSG00000135093,84749,Usp30,ENSMUSG00000029592,100756
CTSL,ENSG00000135047,1514,Ctsl,ENSMUSG00000021477,13039
UBQLN1,ENSG00000135018,29979,Ubqln1,ENSMUSG00000005312,56085
APC,ENSG00000134982,324,Apc,ENSMUSG00000005871,11789
COL4A2,ENSG00000134871,1284,Col4a2,ENSMUSG00000031503,12827
PDGFRA,ENSG00000134853,5156,Pdgfra,ENSMUSG00000029231,18595
DAGLA,ENSG00000134780,747,Dagla,ENSMUSG00000035735,269060
KLRD1,ENSG00000134539,3824,Klrd1,ENSMUSG00000030165,16643
EMP1,ENSG00000134531,2012,Emp1,ENSMUSG00000030208,13730
CABLES1,ENSG00000134508,91768,Cables1,ENSMUSG00000040957,63955
CCNH,ENSG00000134480,902,Ccnh,ENSMUSG00000021548,66671
IL15RA,ENSG00000134470,3601,Il15ra,ENSMUSG00000023206,16169
ROCK2,ENSG00000134318,9475,Rock2,ENSMUSG00000020580,19878
YWHAQ,ENSG00000134308,10971,Ywhaq,ENSMUSG00000076432,22630
NGF,ENSG00000134259,4803,Ngf,ENSMUSG00000027859,18049
TRIM45,ENSG00000134253,80263,Trim45,ENSMUSG00000033233,229644
CHL1,ENSG00000134121,10752,Chl1,ENSMUSG00000030077,12661
BHLHE40,ENSG00000134107,8553,Bhlhe40,ENSMUSG00000030103,20893
CDK7,ENSG00000134058,1022,Cdk7,ENSMUSG00000069089,12572
CCNB1,ENSG00000134057,891,Ccnb1,ENSMUSG00000041431,268697
EIF2S1,ENSG00000134001,1965,Eif2s1,ENSMUSG00000021116,13665
UNC79,ENSG00000133958,57578,Unc79,ENSMUSG00000021198,217843
HSD17B4,ENSG00000133835,3295,Hsd17b4,ENSMUSG00000024507,15488
ARNTL,ENSG00000133794,406,Arntl,ENSMUSG00000055116,11865
KRAS,ENSG00000133703,3845,Kras,ENSMUSG00000030265,16653
NTS,ENSG00000133636,4922,Nts,ENSMUSG00000019890,67405
MKRN1,ENSG00000133606,23608,Mkrn1,ENSMUSG00000029922,54484
CCNA1,ENSG00000133101,8900,Ccna1,ENSMUSG00000027793,12427
DCLK1,ENSG00000133083,9201,Dclk1,ENSMUSG00000027797,13175
MYH10,ENSG00000133026,4628,Myh10,ENSMUSG00000020900,77579
CASP9,ENSG00000132906,842,Casp9,ENSMUSG00000028914,12371
SYT4,ENSG00000132872,6860,Syt4,ENSMUSG00000024261,20983
SERINC3,ENSG00000132824,10955,Serinc3,ENSMUSG00000017707,26943
MUTYH,ENSG00000132781,4595,Mutyh,ENSMUSG00000028687,70603
NES,ENSG00000132688,10763,Nes,ENSMUSG00000004891,18008
PCNA,ENSG00000132646,5111,Pcna,ENSMUSG00000027342,18538
DLG4,ENSG00000132535,1742,Dlg4,ENSMUSG00000020886,13385
DDC,ENSG00000132437,1644,Ddc,ENSMUSG00000020182,13195
UBE2G1,ENSG00000132388,7326,Ube2g1,ENSMUSG00000020794,67128
IMMT,ENSG00000132305,10989,Immt,ENSMUSG00000052337,76614
EFR3A,ENSG00000132294,23167,Efr3a,ENSMUSG00000015002,76740
RAF1,ENSG00000132155,5894,Raf1,ENSMUSG00000000441,110157
LGALS3,ENSG00000131981,3958,Lgals3,ENSMUSG00000050335,16854
SELENOS,ENSG00000131871,55829,Selenos,ENSMUSG00000075701,109815
PDHA1,ENSG00000131828,5160,Pdha1,ENSMUSG00000031299,18597
PRKAB2,ENSG00000131791,5565,Prkab2,ENSMUSG00000038205,108097
IL13RA1,ENSG00000131724,3597,Il13ra1,ENSMUSG00000017057,16164
UBE2D2,ENSG00000131508,7322,Ube2d2a.b,ENSMUSG00000091896,56550
DIAPH1,ENSG00000131504,1729,Diaph1,ENSMUSG00000024456,13367
ACLY,ENSG00000131473,47,Acly,ENSMUSG00000020917,104112
NAPSA,ENSG00000131400,9476,Napsa,ENSMUSG00000002204,16541
RLIM,ENSG00000131263,51132,Rlim,ENSMUSG00000056537,19820
PPT1,ENSG00000131238,5538,Ppt1,ENSMUSG00000028657,19063
ATP6V1E1,ENSG00000131100,529,Atp6v1e1,ENSMUSG00000019210,11973
GFAP,ENSG00000131095,2670,Gfap,ENSMUSG00000020932,14580
UBE4B,ENSG00000130939,10277,Ube4b,ENSMUSG00000028960,63958
TRIM28,ENSG00000130726,10155,Trim28,ENSMUSG00000005566,21849
ASS1,ENSG00000130707,445,Ass1,ENSMUSG00000076441,11898
TAF4,ENSG00000130699,6874,Taf4,ENSMUSG00000039117,228980
UNC13A,ENSG00000130477,23025,Unc13a,ENSMUSG00000034799,382018
EPO,ENSG00000130427,2056,Epo,ENSMUSG00000029711,13856
NDUFA10,ENSG00000130414,4705,Ndufa10,ENSMUSG00000026260,67273
LSM7,ENSG00000130332,51690,Lsm7,ENSMUSG00000035215,66094
PRKCSH,ENSG00000130175,5589,Prkcsh,ENSMUSG00000003402,19089
GDPD2,ENSG00000130055,54857,Gdpd2,ENSMUSG00000019359,71584
FGF13,ENSG00000129682,2258,Fgf13,ENSMUSG00000031137,14168
REEP5,ENSG00000129625,7905,Reep5,ENSMUSG00000005873,13476
PARP2,ENSG00000129484,10038,Parp2,ENSMUSG00000036023,11546
CD68,ENSG00000129226,968,Cd68,ENSMUSG00000018774,12514
DLL4,ENSG00000128917,54567,Dll4,ENSMUSG00000027314,54485
GAD1,ENSG00000128683,2571,Gad1,ENSMUSG00000070880,14415
LRRC4,ENSG00000128594,64101,Lrrc4,ENSMUSG00000049939,192198
DNAJB9,ENSG00000128590,4189,Dnajb9,ENSMUSG00000014905,27362
LIF,ENSG00000128342,3976,Lif,ENSMUSG00000034394,16878
ATF4,ENSG00000128272,468,Atf4,ENSMUSG00000042406,11911
YWHAH,ENSG00000128245,7533,Ywhah,ENSMUSG00000018965,22629
GAL3ST1,ENSG00000128242,9514,Gal3st1,ENSMUSG00000049721,53897
SGCE,ENSG00000127990,8910,Sgce,ENSMUSG00000004631,20392
GNAI1,ENSG00000127955,2770,Gnai1,ENSMUSG00000057614,14677
POR,ENSG00000127948,5447,Por,ENSMUSG00000005514,18984
GNGT1,ENSG00000127928,2792,Gngt1,ENSMUSG00000029663,14699
PNKD,ENSG00000127838,25953,Pnkd,ENSMUSG00000026179,56695
