cmap_name	entrezgene_id	ensembl_gene_id
CAMKK1	84254	ENSG00000004660
CAMKK2	10645	ENSG00000110931
CAMKV	79012	ENSG00000164076
CAMLG	819	ENSG00000164615
CAMP	820	ENSG00000164047
CAMSAP2	23271	ENSG00000118200
CAMTA2	23125	ENSG00000108509
CAND1	55832	ENSG00000111530
CAND2	23066	ENSG00000144712
CANT1	124583	ENSG00000171302
CANX	821	ENSG00000127022
CAPG	822	ENSG00000042493
CAPN1	823	ENSG00000014216
CAPN15	6650	ENSG00000103326
CAPNS1	826	ENSG00000126247
CAPNS2	84290	ENSG00000256812
CAPRIN1	4076	ENSG00000135387
CAPSL	133690	ENSG00000152611
CARD10	29775	ENSG00000100065
CARD11	84433	ENSG00000198286
CARD14	79092	ENSG00000141527
CARD6	84674	ENSG00000132357
CARD8	22900	ENSG00000105483
CARD8-AS1	100505812	ENSG00000268001
CARD9	64170	ENSG00000187796
CARM1	10498	ENSG00000142453
CARMIL2	146206	ENSG00000159753
CARS	833	ENSG00000110619
CASC2	255082	ENSG00000177640
CASC3	22794	ENSG00000108349
CASD1	64921	ENSG00000127995
CASK	8573	ENSG00000147044
CASP1	834	ENSG00000137752
CASP10	843	ENSG00000003400
CASP14	23581	ENSG00000105141
CASP2	835	ENSG00000106144
CASP3	836	ENSG00000164305
CASP4	837	ENSG00000196954
CASP5	838	ENSG00000137757
CASP6	839	ENSG00000138794
CASP7	840	ENSG00000165806
CASP8	841	ENSG00000064012
CASP9	842	ENSG00000132906
CASR	846	ENSG00000036828
CASS4	57091	ENSG00000087589
CAST	831	ENSG00000153113
CAT	847	ENSG00000121691
CATSPER1	117144	ENSG00000175294
CATSPER2	117155	ENSG00000166762
CATSPER3	347732	ENSG00000152705
CAV1	857	ENSG00000105974
CAV2	858	ENSG00000105971
CAV3	859	ENSG00000182533
CAVIN1	284119	ENSG00000177469
CBFA2T3	863	ENSG00000129993
CBFB	865	ENSG00000067955
CBL	867	ENSG00000110395
CBLB	868	ENSG00000114423
CBLC	23624	ENSG00000142273
CBLL1	79872	ENSG00000105879
CBR1	873	ENSG00000159228
CBR3	874	ENSG00000159231
CBS	875	ENSG00000160200
CBX1	10951	ENSG00000108468
CBX2	84733	ENSG00000173894
CBX3	11335	ENSG00000122565
CBX4	8535	ENSG00000141582
CBX5	23468	ENSG00000094916
CBX6	23466	ENSG00000183741
CBX7	23492	ENSG00000100307
CBX8	57332	ENSG00000141570
CC2D2A	57545	ENSG00000048342
CCDC116	164592	ENSG00000161180
CCDC121	79635	ENSG00000176714
CCDC122	160857	ENSG00000151773
CCDC134	79879	ENSG00000100147
CCDC141	285025	ENSG00000163492
CCDC150	284992	ENSG00000144395
CCDC158	339965	ENSG00000163749
CCDC181	57821	ENSG00000117477
CCDC50	152137	ENSG00000152492
CCDC51	79714	ENSG00000164051
CCDC62	84660	ENSG00000130783
CCDC7	79741	ENSG00000216937
CCDC71	64925	ENSG00000177352
CCDC77	84318	ENSG00000120647
CCDC85B	11007	ENSG00000175602
CCDC86	79080	ENSG00000110104
CCDC92	80212	ENSG00000119242
CCKAR	886	ENSG00000163394
CCKBR	887	ENSG00000110148
CCL1	6346	ENSG00000108702
CCL11	6356	ENSG00000172156
CCL13	6357	ENSG00000181374
CCL17	6361	ENSG00000102970
CCL18	6362	ENSG00000275385
CCL19	6363	ENSG00000172724
CCL2	6347	ENSG00000108691
CCL20	6364	ENSG00000115009
CCL21	6366	ENSG00000137077
CCL22	6367	ENSG00000102962
CCL23	6368	ENSG00000274736
CCL24	6369	ENSG00000106178
CCL28	56477	ENSG00000151882
CCL4	6351	ENSG00000275302
CCL5	6352	ENSG00000271503
CCL7	6354	ENSG00000108688
CCL8	6355	ENSG00000108700
CCM2L	140706	ENSG00000101331
CCNA1	8900	ENSG00000133101
CCNA2	890	ENSG00000145386
CCNB1	891	ENSG00000134057
CCNB2	9133	ENSG00000157456
CCNC	892	ENSG00000112237
CCND1	595	ENSG00000110092
CCND2	894	ENSG00000118971
CCND3	896	ENSG00000112576
CCNE1	898	ENSG00000105173
CCNE2	9134	ENSG00000175305
CCNF	899	ENSG00000162063
CCNG1	900	ENSG00000113328
CCNG2	901	ENSG00000138764
CCNH	902	ENSG00000134480
CCNK	8812	ENSG00000090061
CCNL1	57018	ENSG00000163660
CCNT1	904	ENSG00000129315
CCNT2	905	ENSG00000082258
CCP110	9738	ENSG00000103540
CCR1	1230	ENSG00000163823
CCR2	729230	ENSG00000121807
CCR3	1232	ENSG00000183625
CCR4	1233	ENSG00000183813
CCR5	1234	ENSG00000160791
CCR6	1235	ENSG00000112486
CCR7	1236	ENSG00000126353
CCR9	10803	ENSG00000173585
CCRL2	9034	ENSG00000121797
CCSER1	401145	ENSG00000184305
CCT7	10574	ENSG00000135624
CCT8	10694	ENSG00000156261
CD101	9398	ENSG00000134256
CD109	135228	ENSG00000156535
CD14	929	ENSG00000170458
CD151	977	ENSG00000177697
CD160	11126	ENSG00000117281
CD163	9332	ENSG00000177575
CD177	57126	ENSG00000204936
CD180	4064	ENSG00000134061
CD19	930	ENSG00000177455
CD1A	909	ENSG00000158477
CD1B	910	ENSG00000158485
CD1C	911	ENSG00000158481
CD1D	912	ENSG00000158473
CD1E	913	ENSG00000158488
CD2	914	ENSG00000116824
CD200	4345	ENSG00000091972
CD200R1	131450	ENSG00000163606
CD207	50489	ENSG00000116031
CD209	30835	ENSG00000090659
CD22	933	ENSG00000012124
CD226	10666	ENSG00000150637
CD24	100133941	ENSG00000272398
CD244	51744	ENSG00000122223
CD247	919	ENSG00000198821
CD248	57124	ENSG00000174807
CD27	939	ENSG00000139193
CD274	29126	ENSG00000120217
CD276	80381	ENSG00000103855
CD28	940	ENSG00000178562
CD2AP	23607	ENSG00000198087
CD2BP2	10421	ENSG00000169217
CD300A	11314	ENSG00000167851
CD300C	10871	ENSG00000167850
CD300E	342510	ENSG00000186407
CD300LB	124599	ENSG00000178789
CD300LD	100131439	ENSG00000204345
CD300LF	146722	ENSG00000186074
CD300LG	146894	ENSG00000161649
CD302	9936	ENSG00000241399
CD320	51293	ENSG00000167775
CD33	945	ENSG00000105383
CD34	947	ENSG00000174059
CD36	948	ENSG00000135218
CD37	951	ENSG00000104894
CD38	952	ENSG00000004468
CD3D	915	ENSG00000167286
CD3E	916	ENSG00000198851
CD3G	917	ENSG00000160654
CD4	920	ENSG00000010610
CD40	958	ENSG00000101017
CD40LG	959	ENSG00000102245
CD44	960	ENSG00000026508
CD46	4179	ENSG00000117335
CD47	961	ENSG00000196776
CD48	962	ENSG00000117091
CD5	921	ENSG00000110448
CD52	1043	ENSG00000169442
CD53	963	ENSG00000143119
CD55	1604	ENSG00000196352
CD58	965	ENSG00000116815
CD59	966	ENSG00000085063
CD6	923	ENSG00000013725
CD63	967	ENSG00000135404
CD68	968	ENSG00000129226
CD69	969	ENSG00000110848
CD7	924	ENSG00000173762
CD70	970	ENSG00000125726
CD72	971	ENSG00000137101
CD74	972	ENSG00000019582
CD79A	973	ENSG00000105369
CD79B	974	ENSG00000007312
CD80	941	ENSG00000121594
CD81	975	ENSG00000110651
CD82	3732	ENSG00000085117
CD83	9308	ENSG00000112149
CD84	8832	ENSG00000066294
CD86	942	ENSG00000114013
CD8A	925	ENSG00000153563
CD8B	926	ENSG00000172116
CD9	928	ENSG00000010278
CD93	22918	ENSG00000125810
CD96	10225	ENSG00000153283
CD99	4267	ENSG00000002586
CDA	978	ENSG00000158825
CDC123	8872	ENSG00000151465
CDC14A	8556	ENSG00000079335
CDC20	991	ENSG00000117399
CDC25A	993	ENSG00000164045
CDC25B	994	ENSG00000101224
CDC25C	995	ENSG00000158402
CDC37	11140	ENSG00000105401
CDC42	998	ENSG00000070831
CDC42BPA	8476	ENSG00000143776
CDC42BPB	9578	ENSG00000198752
CDC42BPG	55561	ENSG00000171219
CDC42SE1	56882	ENSG00000197622
CDC42SE2	56990	ENSG00000158985
CDC45	8318	ENSG00000093009
CDC6	990	ENSG00000094804
CDC7	8317	ENSG00000097046
CDCA4	55038	ENSG00000170779
CDCA7	83879	ENSG00000144354
CDCA7L	55536	ENSG00000164649
CDCA8	55143	ENSG00000134690
CDCP1	64866	ENSG00000163814
CDH1	999	ENSG00000039068
CDH11	1009	ENSG00000140937
CDH3	1001	ENSG00000062038
CDH5	1003	ENSG00000179776
CDH6	1004	ENSG00000113361
CDH9	1007	ENSG00000113100
CDHR3	222256	ENSG00000128536
CDHR4	389118	ENSG00000187492
CDIPT	10423	ENSG00000103502
CDK1	983	ENSG00000170312
CDK10	8558	ENSG00000185324
CDK11A	728642	ENSG00000008128
CDK11B	984	ENSG00000248333
CDK12	51755	ENSG00000167258
CDK13	8621	ENSG00000065883
CDK14	5218	ENSG00000058091
CDK15	65061	ENSG00000138395
CDK16	5127	ENSG00000102225
CDK17	5128	ENSG00000059758
CDK18	5129	ENSG00000117266
CDK19	23097	ENSG00000155111
CDK2	1017	ENSG00000123374
CDK20	23552	ENSG00000156345
CDK3	1018	ENSG00000250506
CDK4	1019	ENSG00000135446
CDK5	1020	ENSG00000164885
CDK5R1	8851	ENSG00000176749
CDK5R2	8941	ENSG00000171450
CDK6	1021	ENSG00000105810
CDK7	1022	ENSG00000134058
CDK8	1024	ENSG00000132964
CDK9	1025	ENSG00000136807
CDKAL1	54901	ENSG00000145996
CDKL1	8814	ENSG00000100490
CDKL2	8999	ENSG00000138769
CDKL3	51265	ENSG00000006837
CDKL4	344387	ENSG00000205111
CDKL5	6792	ENSG00000008086
CDKN1A	1026	ENSG00000124762
CDKN1B	1027	ENSG00000111276
CDKN1C	1028	ENSG00000129757
CDKN2A	1029	ENSG00000147889
CDKN2B	1030	ENSG00000147883
CDKN2C	1031	ENSG00000123080
CDO1	1036	ENSG00000129596
CDON	50937	ENSG00000064309
CDR2L	30850	ENSG00000109089
CDT1	81620	ENSG00000167513
CDX1	1044	ENSG00000113722
CDX2	1045	ENSG00000165556
CEACAM1	634	ENSG00000079385
CEACAM16	388551	ENSG00000213892
CEACAM18	729767	ENSG00000213822
CEACAM19	56971	ENSG00000186567
CEACAM20	125931	ENSG00000273777
CEACAM21	90273	ENSG00000007129
CEACAM3	1084	ENSG00000170956
CEACAM4	1089	ENSG00000105352
CEACAM5	1048	ENSG00000105388
CEACAM6	4680	ENSG00000086548
CEACAM7	1087	ENSG00000007306
CEACAM8	1088	ENSG00000124469
CEBPA	1050	ENSG00000245848
CEBPB	1051	ENSG00000172216
CEBPD	1052	ENSG00000221869
CEBPE	1053	ENSG00000092067
CEBPG	1054	ENSG00000153879
CEBPZ	10153	ENSG00000115816
CEL	1056	ENSG00000170835
CELA1	1990	ENSG00000139610
CELA2A	63036	ENSG00000142615
CELA2B	51032	ENSG00000215704
CELF1	10658	ENSG00000149187
CELF4	56853	ENSG00000101489
CELSR2	1952	ENSG00000143126
CELSR3	1951	ENSG00000008300
CENPE	1062	ENSG00000138778
CENPF	1063	ENSG00000117724
CENPU	79682	ENSG00000151725
CEP170	9859	ENSG00000143702
CEP250	11190	ENSG00000126001
CEP55	55165	ENSG00000138180
CEP57	9702	ENSG00000166037
CEP72	55722	ENSG00000112877
CEP83	51134	ENSG00000173588
CEP89	84902	ENSG00000121289
CEPT1	10390	ENSG00000134255
CERK	64781	ENSG00000100422
CERKL	375298	ENSG00000188452
CERS2	29956	ENSG00000143418
CERS3	204219	ENSG00000154227
CERS4	79603	ENSG00000090661
CERS6	253782	ENSG00000172292
CES1	1066	ENSG00000198848
CES2	8824	ENSG00000172831
CETN2	1069	ENSG00000147400
CETN3	1070	ENSG00000153140
CETP	1071	ENSG00000087237
CFAP46	54777	ENSG00000171811
CFB	629	ENSG00000243649
CFD	1675	ENSG00000197766
CFH	3075	ENSG00000000971
CFHR1	3078	ENSG00000244414
CFHR3	10878	ENSG00000116785
CFHR5	81494	ENSG00000134389
CFI	3426	ENSG00000205403
CFL1	1072	ENSG00000172757
CFLAR	8837	ENSG00000003402
CFP	5199	ENSG00000126759
CFTR	1080	ENSG00000001626
CGA	1081	ENSG00000135346
CGREF1	10669	ENSG00000138028
CGRRF1	10668	ENSG00000100532
CH25H	9023	ENSG00000138135
CHAC1	79094	ENSG00000128965
CHAF1B	8208	ENSG00000159259
CHAT	1103	ENSG00000070748
CHCHD4	131474	ENSG00000163528
CHCHD7	79145	ENSG00000170791
CHD1	1105	ENSG00000153922
CHD2	1106	ENSG00000173575
CHD3	1107	ENSG00000170004
CHD4	1108	ENSG00000111642
CHD5	26038	ENSG00000116254
CHD6	84181	ENSG00000124177
CHD7	55636	ENSG00000171316
CHD8	57680	ENSG00000100888
CHD9	80205	ENSG00000177200
CHEK1	1111	ENSG00000149554
CHEK2	11200	ENSG00000183765
CHERP	10523	ENSG00000085872
CHGA	1113	ENSG00000100604
CHI3L1	1116	ENSG00000133048
CHI3L2	1117	ENSG00000064886
CHIA	27159	ENSG00000134216
CHIC2	26511	ENSG00000109220
CHIT1	1118	ENSG00000133063
CHKA	1119	ENSG00000110721
CHKB	1120	ENSG00000100288
CHMP1A	5119	ENSG00000131165
CHMP2A	27243	ENSG00000130724
CHMP2B	25978	ENSG00000083937
CHMP4A	29082	ENSG00000254505
CHMP6	79643	ENSG00000176108
CHN1	1123	ENSG00000128656
CHP1	11261	ENSG00000187446
CHPF	79586	ENSG00000123989
CHRAC1	54108	ENSG00000104472
CHRM1	1128	ENSG00000168539
CHRM2	1129	ENSG00000181072
CHRM3	1131	ENSG00000133019
CHRM5	1133	ENSG00000184984
CHRNA1	1134	ENSG00000138435
CHRNA10	57053	ENSG00000129749
CHRNA2	1135	ENSG00000120903
CHRNA3	1136	ENSG00000080644
CHRNA4	1137	ENSG00000101204
CHRNA5	1138	ENSG00000169684
CHRNA6	8973	ENSG00000147434
CHRNA9	55584	ENSG00000174343
CHRNB1	1140	ENSG00000170175
CHRNB3	1142	ENSG00000147432
CHRNB4	1143	ENSG00000117971
CHRND	1144	ENSG00000135902
CHRNE	1145	ENSG00000108556
CHRNG	1146	ENSG00000196811
CHST1	8534	ENSG00000175264
CHST12	55501	ENSG00000136213
CHST14	113189	ENSG00000169105
CHSY1	22856	ENSG00000131873
CHSY3	337876	ENSG00000198108
CHTF8	54921	ENSG00000168802
CHUK	1147	ENSG00000213341
CIAPIN1	57019	ENSG00000005194
CIB1	10519	ENSG00000185043
CIB4	130106	ENSG00000157884
CIC	23152	ENSG00000079432
CIITA	4261	ENSG00000179583
CILP	8483	ENSG00000138615
CILP2	148113	ENSG00000160161
CIR1	9541	ENSG00000138433
CIRBP	1153	ENSG00000099622
CISD1	55847	ENSG00000122873
CISD2	493856	ENSG00000145354
CISH	1154	ENSG00000114737
CIT	11113	ENSG00000122966
CKB	1152	ENSG00000166165
CKM	1158	ENSG00000104879
CKMT2	1160	ENSG00000131730
CKMT2-AS1	100131067	ENSG00000247572
CKS1B	1163	ENSG00000173207
CKS2	1164	ENSG00000123975
CLASRP	11129	ENSG00000104859
CLC	1178	ENSG00000105205
CLCF1	23529	ENSG00000175505
CLCN1	1180	ENSG00000188037
CLCN2	1181	ENSG00000114859
CLCN3	1182	ENSG00000109572
CLCN5	1184	ENSG00000171365
CLCN7	1186	ENSG00000103249
CLCNKA	1187	ENSG00000186510
CLCNKB	1188	ENSG00000184908
CLDN1	9076	ENSG00000163347
CLDN11	5010	ENSG00000013297
CLDN18	51208	ENSG00000066405
CLDN2	9075	ENSG00000165376
CLDND1	56650	ENSG00000080822
CLEC10A	10462	ENSG00000132514
CLEC11A	6320	ENSG00000105472
CLEC12A	160364	ENSG00000172322
CLEC12B	387837	ENSG00000256660
CLEC16A	23274	ENSG00000038532
CLEC17A	388512	ENSG00000187912
CLEC1A	51267	ENSG00000150048
CLEC1B	51266	ENSG00000165682
CLEC2A	387836	ENSG00000188393
CLEC2D	29121	ENSG00000069493
CLEC4A	50856	ENSG00000111729
CLEC4C	170482	ENSG00000198178
CLEC4D	338339	ENSG00000166527
CLEC4E	26253	ENSG00000166523
CLEC4G	339390	ENSG00000182566
CLEC4M	10332	ENSG00000104938
CLEC5A	23601	ENSG00000258227
CLEC6A	93978	ENSG00000205846
CLEC7A	64581	ENSG00000172243
CLEC9A	283420	ENSG00000197992
CLECL1	160365	ENSG00000184293
CLIC2	1193	ENSG00000155962
CLIC3	9022	ENSG00000169583
CLIC4	25932	ENSG00000169504
CLK1	1195	ENSG00000013441
CLK2	1196	ENSG00000176444
CLK3	1198	ENSG00000179335
CLK4	57396	ENSG00000113240
CLMP	79827	ENSG00000166250
CLN3	1201	ENSG00000188603
CLNK	116449	ENSG00000109684
CLOCK	9575	ENSG00000134852
CLP1	10978	ENSG00000172409
CLPB	81570	ENSG00000162129
CLPP	8192	ENSG00000125656
CLPTM1	1209	ENSG00000104853
CLPX	10845	ENSG00000166855
CLSTN1	22883	ENSG00000171603
CLTA	1211	ENSG00000122705
CLTB	1212	ENSG00000175416
CLTC	1213	ENSG00000141367
CMAS	55907	ENSG00000111726
CMKLR1	1240	ENSG00000174600
CMPK1	51727	ENSG00000162368
CMPK2	129607	ENSG00000134326
CMTM2	146225	ENSG00000140932
CMTM7	112616	ENSG00000153551
CNBD1	168975	ENSG00000176571
CNDP2	55748	ENSG00000133313
CNGA3	1261	ENSG00000144191
CNIH3	149111	ENSG00000143786
CNKSR2	22866	ENSG00000149970
CNNM2	54805	ENSG00000148842
CNOT3	4849	ENSG00000088038
CNOT4	4850	ENSG00000080802
CNOT7	29883	ENSG00000198791
CNOT8	9337	ENSG00000155508
CNPY3	10695	ENSG00000137161
CNR1	1268	ENSG00000118432
CNR2	1269	ENSG00000188822
CNTFR	1271	ENSG00000122756
CNTN1	1272	ENSG00000018236
CNTN3	5067	ENSG00000113805
CNTN4	152330	ENSG00000144619
CNTN5	53942	ENSG00000149972
COASY	80347	ENSG00000068120
COBL	23242	ENSG00000106078
COBLL1	22837	ENSG00000082438
COG2	22796	ENSG00000135775
COG4	25839	ENSG00000103051
COG7	91949	ENSG00000168434
COL13A1	1305	ENSG00000197467
COL18A1	80781	ENSG00000182871
COL1A2	1278	ENSG00000164692
COL4A2	1284	ENSG00000134871
COL4A3	1285	ENSG00000169031
COL4A3BP	10087	ENSG00000113163
COL4A4	1286	ENSG00000081052
COL4A5	1287	ENSG00000188153
COL7A1	1294	ENSG00000114270
COL8A1	1295	ENSG00000144810
COLEC11	78989	ENSG00000118004
COMMD7	149951	ENSG00000149600
COMT	1312	ENSG00000093010
COPA	1314	ENSG00000122218
COPB2	9276	ENSG00000184432
COPE	11316	ENSG00000105669
COPG1	22820	ENSG00000181789
COPS2	9318	ENSG00000166200
COPS4	51138	ENSG00000138663
COPS5	10987	ENSG00000121022
COPS7A	50813	ENSG00000111652
COPZ1	22818	ENSG00000111481
COQ2	27235	ENSG00000173085
COQ3	51805	ENSG00000132423
COQ6	51004	ENSG00000119723
COQ8B	79934	ENSG00000123815
CORO1A	11151	ENSG00000102879
COX4I1	1327	ENSG00000131143
COX5A	9377	ENSG00000178741
COX5B	1329	ENSG00000135940
COX6A2	1339	ENSG00000156885
COX6B1	1340	ENSG00000126267
COX6B2	125965	ENSG00000160471
COX6C	1345	ENSG00000164919
COX7A1	1346	ENSG00000161281
COX7B	1349	ENSG00000131174
COX7C	1350	ENSG00000127184
COX8A	1351	ENSG00000176340
CP	1356	ENSG00000047457
CPD	1362	ENSG00000108582
CPE	1363	ENSG00000109472
CPEB4	80315	ENSG00000113742
CPED1	79974	ENSG00000106034
CPLX1	10815	ENSG00000168993
CPLX2	10814	ENSG00000145920
CPNE3	8895	ENSG00000085719
CPNE7	27132	ENSG00000178773
CPOX	1371	ENSG00000080819
CPS1	1373	ENSG00000021826
CPSF1	29894	ENSG00000071894
CPSF4	10898	ENSG00000160917
CPT1A	1374	ENSG00000110090
CPT1B	1375	ENSG00000205560
CPT2	1376	ENSG00000157184
CPVL	54504	ENSG00000106066
CPXCR1	53336	ENSG00000147183
CPZ	8532	ENSG00000109625
CR1	1378	ENSG00000203710
CR1L	1379	ENSG00000197721
CR2	1380	ENSG00000117322
CRABP1	1381	ENSG00000166426
CRABP2	1382	ENSG00000143320
CRADD	8738	ENSG00000169372
CRAT	1384	ENSG00000095321
CRB1	23418	ENSG00000134376
CRBN	51185	ENSG00000113851
CRCP	27297	ENSG00000241258
CREB1	1385	ENSG00000118260
CREB3	10488	ENSG00000107175
CREB3L1	90993	ENSG00000157613
CREB3L2	64764	ENSG00000182158
CREB3L4	148327	ENSG00000143578
CREB5	9586	ENSG00000146592
CREBBP	1387	ENSG00000005339
CREBL2	1389	ENSG00000111269
CREG1	8804	ENSG00000143162
CRELD2	79174	ENSG00000184164
CREM	1390	ENSG00000095794
CRH	1392	ENSG00000147571
CRHBP	1393	ENSG00000145708
CRHR1	1394	ENSG00000120088
CRIM1	51232	ENSG00000150938
CRIP2	1397	ENSG00000182809
CRISPLD1	83690	ENSG00000121005
CRK	1398	ENSG00000167193
CRKL	1399	ENSG00000099942
CRLF2	64109	ENSG00000205755
CRNDE	101927480	ENSG00000245694
CROT	54677	ENSG00000005469
CRP	1401	ENSG00000132693
CRTAM	56253	ENSG00000109943
CRTAP	10491	ENSG00000170275
CRTC3	64784	ENSG00000140577
CRX	1406	ENSG00000105392
CRY1	1407	ENSG00000008405
CRYAA	1409	ENSG00000160202
CRYBB1	1414	ENSG00000100122
CRYGC	1420	ENSG00000163254
CRYL1	51084	ENSG00000165475
CRYZ	1429	ENSG00000116791
CS	1431	ENSG00000062485
CSAD	51380	ENSG00000139631
CSDC2	27254	ENSG00000172346
CSF1	1435	ENSG00000184371
CSF1R	1436	ENSG00000182578
CSF2	1437	ENSG00000164400
CSF2RA	1438	ENSG00000198223
CSF2RB	1439	ENSG00000100368
CSF3	1440	ENSG00000108342
CSF3R	1441	ENSG00000119535
CSGALNACT1	55790	ENSG00000147408
CSK	1445	ENSG00000103653
CSMD1	64478	ENSG00000183117
CSNK1A1	1452	ENSG00000113712
CSNK1A1L	122011	ENSG00000180138
CSNK1D	1453	ENSG00000141551
CSNK1E	1454	ENSG00000213923
CSNK1G1	53944	ENSG00000169118
CSNK1G2	1455	ENSG00000133275
CSNK1G3	1456	ENSG00000151292
CSNK2A1	1457	ENSG00000101266
CSNK2A2	1459	ENSG00000070770
CSNK2B	1460	ENSG00000204435
CSPG4	1464	ENSG00000173546
CSRP1	1465	ENSG00000159176
CSRP2	1466	ENSG00000175183
CST3	1471	ENSG00000101439
CST6	1474	ENSG00000175315
CST7	8530	ENSG00000077984
CT45A6	541465	ENSG00000278289
CTBP1	1487	ENSG00000159692
CTBP2	1488	ENSG00000175029
CTCF	10664	ENSG00000102974
CTCFL	140690	ENSG00000124092
CTDSP1	58190	ENSG00000144579
CTF1	1489	ENSG00000150281
CTH	1491	ENSG00000116761
CTHRC1	115908	ENSG00000164932
CTIF	9811	ENSG00000134030
CTLA4	1493	ENSG00000163599
CTNNA1	1495	ENSG00000044115
CTNNAL1	8727	ENSG00000119326
CTNNB1	1499	ENSG00000168036
CTNNBIP1	56998	ENSG00000178585
CTNND1	1500	ENSG00000198561
CTNS	1497	ENSG00000040531
CTPS1	1503	ENSG00000171793
CTRB2	440387	ENSG00000168928
CTRC	11330	ENSG00000162438
CTRL	1506	ENSG00000141086
CTSA	5476	ENSG00000064601
CTSB	1508	ENSG00000164733
CTSC	1075	ENSG00000109861
CTSD	1509	ENSG00000117984
CTSE	1510	ENSG00000196188
CTSF	8722	ENSG00000174080
CTSG	1511	ENSG00000100448
CTSH	1512	ENSG00000103811
CTSK	1513	ENSG00000143387
CTSL	1514	ENSG00000135047
CTSS	1520	ENSG00000163131
CTSW	1521	ENSG00000172543
CTTN	2017	ENSG00000085733
CTTNBP2	83992	ENSG00000077063
CTXND1	100996492	ENSG00000259417
CUBN	8029	ENSG00000107611
CUEDC1	404093	ENSG00000180891
CUL1	8454	ENSG00000055130
CUL2	8453	ENSG00000108094
CUL3	8452	ENSG00000036257
CUL4B	8450	ENSG00000158290
CUL5	8065	ENSG00000166266
CX3CL1	6376	ENSG00000006210
CXADR	1525	ENSG00000154639
CXCL1	2919	ENSG00000163739
CXCL10	3627	ENSG00000169245
CXCL11	6373	ENSG00000169248
CXCL12	6387	ENSG00000107562
CXCL13	10563	ENSG00000156234
CXCL2	2920	ENSG00000081041
CXCL3	2921	ENSG00000163734
CXCL5	6374	ENSG00000163735
CXCL6	6372	ENSG00000124875
CXCL8	3576	ENSG00000169429
CXCL9	4283	ENSG00000138755
CXCR1	3577	ENSG00000163464
CXCR2	3579	ENSG00000180871
CXCR3	2833	ENSG00000186810
CXCR4	7852	ENSG00000121966
CXCR5	643	ENSG00000160683
CXCR6	10663	ENSG00000172215
CXXC4	80319	ENSG00000168772
CXXC5	51523	ENSG00000171604
CYB561	1534	ENSG00000008283
CYB561D1	284613	ENSG00000174151
CYB5A	1528	ENSG00000166347
CYB5B	80777	ENSG00000103018
CYB5D1	124637	ENSG00000182224
CYB5R1	51706	ENSG00000159348
CYB5R2	51700	ENSG00000166394
CYB5R3	1727	ENSG00000100243
CYBA	1535	ENSG00000051523
CYBB	1536	ENSG00000165168
CYC1	1537	ENSG00000179091
CYCS	54205	ENSG00000172115
CYLC2	1539	ENSG00000155833
CYLD	1540	ENSG00000083799
CYP11A1	1583	ENSG00000140459
CYP11B1	1584	ENSG00000160882
CYP11B2	1585	ENSG00000179142
CYP17A1	1586	ENSG00000148795
CYP19A1	1588	ENSG00000137869
CYP1A1	1543	ENSG00000140465
CYP1A2	1544	ENSG00000140505
CYP1B1	1545	ENSG00000138061
CYP20A1	57404	ENSG00000119004
CYP21A2	1589	ENSG00000231852
CYP24A1	1591	ENSG00000019186
CYP27B1	1594	ENSG00000111012
CYP2A6	1548	ENSG00000255974
CYP2B6	1555	ENSG00000197408
CYP2C19	1557	ENSG00000165841
CYP2C8	1558	ENSG00000138115
CYP2C9	1559	ENSG00000138109
CYP2D6	1565	ENSG00000100197
CYP2E1	1571	ENSG00000130649
CYP2S1	29785	ENSG00000167600
CYP3A4	1576	ENSG00000160868
CYP3A5	1577	ENSG00000106258
CYP3A7	1551	ENSG00000160870
CYP4A11	1579	ENSG00000187048
CYP4F2	8529	ENSG00000186115
CYP4F3	4051	ENSG00000186529
CYP4V2	285440	ENSG00000145476
CYP51A1	1595	ENSG00000001630
CYSLTR1	10800	ENSG00000173198
CYTH1	9267	ENSG00000108669
CYTH2	9266	ENSG00000105443
CYTH4	27128	ENSG00000100055
CYTIP	9595	ENSG00000115165
DAB2	1601	ENSG00000153071
DACH1	1602	ENSG00000276644
DACH2	117154	ENSG00000126733
DAG1	1605	ENSG00000173402
DAGLA	747	ENSG00000134780
DAGLB	221955	ENSG00000164535
DALRD3	55152	ENSG00000178149
DANCR	57291	ENSG00000226950
DAO	1610	ENSG00000110887
DAP	1611	ENSG00000112977
DAPK1	1612	ENSG00000196730
DAPK2	23604	ENSG00000035664
DAPK3	1613	ENSG00000167657
DAPP1	27071	ENSG00000070190
DARS	1615	ENSG00000115866
DARS2	55157	ENSG00000117593
DAXX	1616	ENSG00000204209
DAZL	1618	ENSG00000092345
DBH	1621	ENSG00000123454
DBI	1622	ENSG00000155368
DCAF13	25879	ENSG00000164934
DCAF4L2	138009	ENSG00000176566
DCAF8	50717	ENSG00000132716
DCAKD	79877	ENSG00000172992
DCANP1	140947	ENSG00000251380
DCK	1633	ENSG00000156136
DCLK1	9201	ENSG00000133083
DCLK2	166614	ENSG00000170390
DCLK3	85443	ENSG00000163673
DCLRE1B	64858	ENSG00000118655
DCLRE1C	64421	ENSG00000152457
DCN	1634	ENSG00000011465
DCP1A	55802	ENSG00000272886
DCPS	28960	ENSG00000110063
DCST1	149095	ENSG00000163357
DCST2	127579	ENSG00000163354
