Geneid	dolloAge	wagnerAge
ENSG00000186732	910	324.5
ENSG00000186765	454.6	454.6
ENSG00000186766	91	0
ENSG00000186767	91	91
ENSG00000186787	91	91
ENSG00000186788	91	91
ENSG00000186790	91	91
ENSG00000186792	0	0
ENSG00000186795	910	910
ENSG00000186803	91	91
ENSG00000186810	454.6	91
ENSG00000186812	91	91
ENSG00000186814	0	0
ENSG00000186815	1628	454.6
ENSG00000186818	91	91
ENSG00000186827	91	91
ENSG00000186831	454.6	454.6
ENSG00000186832	91	91
ENSG00000186834	910	91
ENSG00000186838	91	0
ENSG00000186844	0	0
ENSG00000186847	91	91
ENSG00000186854	324.5	0
ENSG00000186860	0	0
ENSG00000186862	91	0
ENSG00000186866	910	910
ENSG00000186867	454.6	454.6
ENSG00000186868	910	910
ENSG00000186871	1628	454.6
ENSG00000186881	91	91
ENSG00000186889	910	454.6
ENSG00000186891	324.5	324.5
ENSG00000186895	454.6	454.6
ENSG00000186897	454.6	91
ENSG00000186907	454.6	454.6
ENSG00000186908	1628	1628
ENSG00000186910	91	91
ENSG00000186912	454.6	91
ENSG00000186918	910	454.6
ENSG00000186919	0	0
ENSG00000186924	0	0
ENSG00000186925	0	0
ENSG00000186930	0	0
ENSG00000186940	0	0
ENSG00000186943	91	91
ENSG00000186951	454.6	454.6
ENSG00000186952	454.6	0
ENSG00000186960	0	0
ENSG00000186965	0	0
ENSG00000186967	0	0
ENSG00000186970	91	91
ENSG00000186971	91	91
ENSG00000186973	91	91
ENSG00000186976	454.6	454.6
ENSG00000186977	0	0
ENSG00000186980	0	0
ENSG00000186994	91	91
ENSG00000186998	91	91
ENSG00000187003	91	91
ENSG00000187005	0	0
ENSG00000187010	324.5	324.5
ENSG00000187013	0	0
ENSG00000187017	324.5	324.5
ENSG00000187021	910	324.5
ENSG00000187024	4200	4200
ENSG00000187026	0	0
ENSG00000187033	454.6	454.6
ENSG00000187037	454.6	454.6
ENSG00000187045	324.5	324.5
ENSG00000187048	1628	910
ENSG00000187049	910	324.5
ENSG00000187051	324.5	324.5
ENSG00000187054	91	91
ENSG00000187066	0	0
ENSG00000187068	454.6	454.6
ENSG00000187079	910	910
ENSG00000187080	91	91
ENSG00000187082	91	91
ENSG00000187091	1628	1628
ENSG00000187094	454.6	454.6
ENSG00000187097	1628	1368
ENSG00000187098	454.6	454.6
ENSG00000187105	91	0
ENSG00000187109	1628	1368
ENSG00000187116	91	91
ENSG00000187118	910	910
ENSG00000187122	910	910
ENSG00000187123	454.6	454.6
ENSG00000187134	91	91
ENSG00000187135	91	91
ENSG00000187140	910	454.6
ENSG00000187144	91	91
ENSG00000187147	910	454.6
ENSG00000187151	454.6	454.6
ENSG00000187164	454.6	454.6
ENSG00000187166	91	91
ENSG00000187170	0	0
ENSG00000187172	0	0
ENSG00000187173	0	0
ENSG00000187175	0	0
ENSG00000187180	0	0
ENSG00000187187	910	910
ENSG00000187189	91	91
ENSG00000187193	91	91
ENSG00000187210	910	454.6
ENSG00000187223	0	0
ENSG00000187231	910	910
ENSG00000187238	0	0
ENSG00000187239	1628	910
ENSG00000187240	1628	1368
ENSG00000187242	324.5	324.5
ENSG00000187243	0	0
ENSG00000187244	910	91
ENSG00000187257	324.5	324.5
ENSG00000187258	910	324.5
ENSG00000187260	91	0
ENSG00000187266	454.6	91
ENSG00000187268	0	0
ENSG00000187272	91	91
ENSG00000187288	454.6	91
ENSG00000187323	910	910
ENSG00000187325	1628	1628
ENSG00000187372	454.6	454.6
ENSG00000187391	910	910
ENSG00000187398	454.6	454.6
ENSG00000187416	454.6	91
ENSG00000187446	910	910
ENSG00000187474	0	0
ENSG00000187475	91	91
ENSG00000187479	324.5	324.5
ENSG00000187483	0	0
ENSG00000187486	454.6	91
ENSG00000187492	91	91
ENSG00000187498	910	910
ENSG00000187510	455	227.3
ENSG00000187513	324.5	324.5
ENSG00000187514	324.5	324.5
ENSG00000187516	91	91
ENSG00000187522	454.6	454.6
ENSG00000187527	1628	1368
ENSG00000187531	910	454.6
ENSG00000187533	0	0
ENSG00000187535	910	910
ENSG00000187537	0	0
ENSG00000187545	91	91
ENSG00000187546	1628	91
ENSG00000187550	454.6	454.6
ENSG00000187553	324.5	324.5
ENSG00000187554	454.6	454.6
ENSG00000187555	1628	1628
ENSG00000187556	454.6	91
ENSG00000187559	91	91
ENSG00000187566	324.5	324.5
ENSG00000187569	91	91
ENSG00000187581	91	91
ENSG00000187583	91	91
ENSG00000187595	324.5	324.5
ENSG00000187600	91	91
ENSG00000187601	91	91
ENSG00000187605	454.6	91
ENSG00000187607	91	91
ENSG00000187608	454.6	91
ENSG00000187609	1628	910
ENSG00000187612	91	91
ENSG00000187616	454.6	454.6
ENSG00000187621	0	0
ENSG00000187624	91	91
ENSG00000187626	91	91
ENSG00000187627	454.6	454.6
ENSG00000187630	0	0
ENSG00000187634	324.5	324.5
ENSG00000187642	91	91
ENSG00000187650	454.6	91
ENSG00000187653	0	0
ENSG00000187658	91	91
ENSG00000187664	454.6	91
ENSG00000187672	910	910
ENSG00000187676	910	324.5
ENSG00000187678	454.6	454.6
ENSG00000187682	91	91
ENSG00000187688	910	910
ENSG00000187689	91	91
ENSG00000187690	91	0
ENSG00000187699	324.5	324.5
ENSG00000187701	0	0
ENSG00000187713	910	910
ENSG00000187714	910	454.6
ENSG00000187715	454.6	454.6
ENSG00000187720	910	454.6
ENSG00000187726	1628	1368
ENSG00000187730	454.6	454.6
ENSG00000187733	910	910
ENSG00000187735	1628	1368
ENSG00000187736	454.6	454.6
ENSG00000187741	324.5	324.5
ENSG00000187742	324.5	324.5
ENSG00000187747	0	0
ENSG00000187753	91	91
ENSG00000187754	91	91
ENSG00000187758	4200	4200
ENSG00000187764	454.6	454.6
ENSG00000187766	91	91
ENSG00000187772	910	910
ENSG00000187773	910	910
ENSG00000187775	1628	1368
ENSG00000187778	1628	910
ENSG00000187783	454.6	91
ENSG00000187790	1628	91
ENSG00000187791	91	91
ENSG00000187792	0	0
ENSG00000187796	454.6	454.6
ENSG00000187800	910	910
ENSG00000187801	0	0
ENSG00000187806	91	91
ENSG00000187808	91	91
ENSG00000187815	91	91
ENSG00000187821	454.6	454.6
ENSG00000187823	91	91
ENSG00000187824	324.5	324.5
ENSG00000187833	91	91
ENSG00000187837	0	0
ENSG00000187838	91	91
ENSG00000187840	1628	324.5
ENSG00000187847	91	91
ENSG00000187848	454.6	91
ENSG00000187855	91	91
ENSG00000187857	454.6	91
ENSG00000187860	454.6	454.6
ENSG00000187862	91	0
ENSG00000187866	910	910
ENSG00000187867	0	0
ENSG00000187871	324.5	324.5
ENSG00000187889	324.5	324.5
ENSG00000187902	91	91
ENSG00000187905	324.5	324.5
ENSG00000187908	454.6	454.6
ENSG00000187912	0	0
ENSG00000187918	91	91
ENSG00000187922	91	91
ENSG00000187942	91	91
ENSG00000187944	324.5	324.5
ENSG00000187950	910	910
ENSG00000187951	0	0
ENSG00000187953	0	0
ENSG00000187954	910	91
ENSG00000187955	454.6	454.6
ENSG00000187957	454.6	454.6
ENSG00000187959	91	91
ENSG00000187961	910	454.6
ENSG00000187969	0	0
ENSG00000187980	0	0
ENSG00000187984	324.5	324.5
ENSG00000187987	0	0
ENSG00000187994	91	91
ENSG00000187997	91	91
ENSG00000188000	0	0
ENSG00000188001	91	91
ENSG00000188004	91	91
ENSG00000188010	454.6	454.6
ENSG00000188011	0	0
ENSG00000188013	454.6	91
ENSG00000188015	91	91
ENSG00000188021	1628	1628
ENSG00000188026	910	324.5
ENSG00000188029	0	0
ENSG00000188032	454.6	91
ENSG00000188033	910	910
ENSG00000188037	1628	910
ENSG00000188038	454.6	0
ENSG00000188039	91	0
ENSG00000188042	454.6	91
ENSG00000188050	91	91
ENSG00000188051	91	91
ENSG00000188056	91	91
ENSG00000188060	0	0
ENSG00000188064	910	454.6
ENSG00000188076	91	91
ENSG00000188086	91	91
ENSG00000188089	454.6	454.6
ENSG00000188092	1628	1628
ENSG00000188095	91	91
ENSG00000188100	91	91
ENSG00000188107	324.5	0
ENSG00000188112	91	91
ENSG00000188120	0	0
ENSG00000188124	91	91
ENSG00000188130	454.6	454.6
ENSG00000188133	324.5	324.5
ENSG00000188152	91	91
ENSG00000188153	0	0
ENSG00000188155	91	91
ENSG00000188157	910	324.5
ENSG00000188158	0	0
ENSG00000188162	454.6	454.6
ENSG00000188163	910	454.6
ENSG00000188167	4200	0
ENSG00000188171	910	910
ENSG00000188175	454.6	454.6
ENSG00000188176	454.6	454.6
ENSG00000188177	324.5	324.5
ENSG00000188185	0	0
ENSG00000188186	910	91
ENSG00000188191	1628	910
ENSG00000188199	91	91
ENSG00000188215	1628	454.6
ENSG00000188219	1628	1628
ENSG00000188223	910	91
ENSG00000188227	0	0
ENSG00000188229	1628	1628
ENSG00000188234	910	910
ENSG00000188243	91	91
ENSG00000188257	324.5	324.5
ENSG00000188263	324.5	0
ENSG00000188266	910	324.5
ENSG00000188269	91	91
ENSG00000188277	324.5	324.5
ENSG00000188282	324.5	324.5
ENSG00000188283	91	0
ENSG00000188290	0	0
ENSG00000188293	0	0
ENSG00000188295	0	0
ENSG00000188305	0	0
ENSG00000188306	324.5	324.5
ENSG00000188312	454.6	454.6
ENSG00000188313	1628	1368
ENSG00000188315	91	91
ENSG00000188316	454.6	454.6
ENSG00000188321	0	0
ENSG00000188322	910	910
ENSG00000188324	91	91
ENSG00000188334	91	91
ENSG00000188338	1628	1368
ENSG00000188340	91	91
ENSG00000188342	1628	1628
ENSG00000188343	910	454.6
ENSG00000188352	454.6	454.6
ENSG00000188368	91	91
ENSG00000188372	454.6	454.6
ENSG00000188373	91	91
ENSG00000188375	0	0
ENSG00000188379	91	91
ENSG00000188385	454.6	454.6
ENSG00000188386	1628	1628
ENSG00000188388	0	0
ENSG00000188389	324.5	324.5
ENSG00000188393	0	0
ENSG00000188394	324.5	324.5
ENSG00000188396	910	454.6
ENSG00000188403	454.6	454.6
ENSG00000188404	91	91
ENSG00000188408	91	91
ENSG00000188419	1628	1628
ENSG00000188425	91	91
ENSG00000188428	910	454.6
ENSG00000188438	0	0
ENSG00000188452	324.5	324.5
ENSG00000188459	454.6	454.6
ENSG00000188467	910	454.6
ENSG00000188483	0	0
ENSG00000188486	1628	1628
ENSG00000188487	324.5	324.5
ENSG00000188488	91	91
ENSG00000188493	910	910
ENSG00000188501	4200	4200
ENSG00000188505	454.6	91
ENSG00000188508	91	0
ENSG00000188511	0	0
ENSG00000188512	0	0
ENSG00000188517	454.6	454.6
ENSG00000188522	324.5	324.5
ENSG00000188523	454.6	454.6
ENSG00000188525	0	0
ENSG00000188529	454.6	454.6
ENSG00000188536	324.5	324.5
ENSG00000188542	454.6	454.6
ENSG00000188549	324.5	324.5
ENSG00000188554	324.5	324.5
ENSG00000188558	0	0
ENSG00000188559	1628	454.6
ENSG00000188566	1628	1368
ENSG00000188573	91	91
ENSG00000188580	454.6	454.6
ENSG00000188581	91	91
ENSG00000188582	454.6	91
ENSG00000188585	454.6	0
ENSG00000188596	272.8	45.5
ENSG00000188599	454.6	454.6
ENSG00000188603	1628	1368
ENSG00000188610	454.6	454.6
ENSG00000188611	1628	1628
ENSG00000188613	91	91
ENSG00000188620	454.6	454.6
ENSG00000188624	0	0
ENSG00000188626	0	0
ENSG00000188636	91	91
ENSG00000188641	4200	4200
ENSG00000188643	91	91
ENSG00000188647	1628	1628
ENSG00000188649	910	910
ENSG00000188655	91	91
ENSG00000188656	91	0
ENSG00000188659	0	0
ENSG00000188660	0	0
ENSG00000188662	91	91
ENSG00000188672	324.5	324.5
ENSG00000188674	91	0
ENSG00000188676	1368	454.6
ENSG00000188677	454.6	454.6
ENSG00000188687	1628	1368
ENSG00000188690	1368	1368
ENSG00000188693	1628	910
ENSG00000188694	91	0
ENSG00000188706	1628	1628
ENSG00000188707	0	0
ENSG00000188710	324.5	324.5
ENSG00000188716	1628	454.6
ENSG00000188725	454.6	454.6
ENSG00000188729	454.6	454.6
ENSG00000188730	454.6	454.6
ENSG00000188732	454.6	454.6
ENSG00000188735	1628	910
ENSG00000188738	91	91
ENSG00000188739	1628	1628
ENSG00000188747	324.5	324.5
ENSG00000188760	454.6	454.6
ENSG00000188761	324.5	324.5
ENSG00000188763	454.6	454.6
ENSG00000188765	0	0
ENSG00000188766	91	91
ENSG00000188770	454.6	454.6
ENSG00000188771	91	91
ENSG00000188778	91	91
ENSG00000188779	910	454.6
ENSG00000188782	91	91
ENSG00000188783	454.6	454.6
ENSG00000188784	324.5	324.5
ENSG00000188785	91	91
ENSG00000188786	454.6	454.6
ENSG00000188800	91	91
ENSG00000188801	91	91
ENSG00000188803	454.6	454.6
ENSG00000188807	324.5	324.5
ENSG00000188811	454.6	454.6
ENSG00000188816	454.6	454.6
ENSG00000188817	324.5	324.5
ENSG00000188818	1628	324.5
ENSG00000188820	454.6	454.6
ENSG00000188822	454.6	454.6
ENSG00000188825	0	0
ENSG00000188827	324.5	324.5
ENSG00000188828	910	910
ENSG00000188833	1628	454.6
ENSG00000188846	1628	1628
ENSG00000188848	324.5	324.5
ENSG00000188859	454.6	454.6
ENSG00000188868	910	910
ENSG00000188869	910	910
ENSG00000188877	0	0
ENSG00000188878	454.6	454.6
ENSG00000188883	91	91
ENSG00000188886	910	910
ENSG00000188895	324.5	324.5
ENSG00000188897	0	0
ENSG00000188906	454.6	454.6
ENSG00000188909	910	910
ENSG00000188910	454.6	91
ENSG00000188916	324.5	324.5
ENSG00000188917	0	0
ENSG00000188921	324.5	324.5
ENSG00000188931	454.6	91
ENSG00000188937	454.6	454.6
ENSG00000188938	0	0
ENSG00000188958	324.5	324.5
ENSG00000188959	324.5	324.5
ENSG00000188976	1628	1628
ENSG00000188981	910	324.5
ENSG00000188984	910	454.6
ENSG00000188985	4200	4200
ENSG00000188986	1628	454.6
ENSG00000188991	324.5	324.5
ENSG00000188992	91	0
ENSG00000188993	324.5	324.5
ENSG00000188994	454.6	454.6
ENSG00000188996	91	91
ENSG00000188997	324.5	324.5
ENSG00000189001	91	91
ENSG00000189007	4200	4200
ENSG00000189013	91	91
ENSG00000189014	454.6	454.6
ENSG00000189023	91	91
ENSG00000189030	0	0
ENSG00000189037	0	0
ENSG00000189042	91	91
ENSG00000189043	910	454.6
ENSG00000189045	454.6	454.6
ENSG00000189046	454.6	454.6
ENSG00000189050	454.6	454.6
ENSG00000189051	324.5	324.5
ENSG00000189052	454.6	91
ENSG00000189056	454.6	454.6
ENSG00000189057	0	0
ENSG00000189058	4200	4200
ENSG00000189060	1368	454.6
ENSG00000189067	910	454.6
ENSG00000189068	91	0
ENSG00000189077	454.6	454.6
ENSG00000189079	910	910
ENSG00000189090	91	91
ENSG00000189091	1628	1628
ENSG00000189099	91	0
ENSG00000189108	454.6	454.6
ENSG00000189114	454.6	454.6
ENSG00000189120	454.6	91
ENSG00000189127	454.6	454.6
ENSG00000189129	324.5	324.5
ENSG00000189132	454.6	454.6
ENSG00000189134	91	91
ENSG00000189139	91	91
ENSG00000189143	454.6	91
ENSG00000189144	910	910
ENSG00000189149	0	0
ENSG00000189152	0	0
ENSG00000189157	0	0
ENSG00000189159	454.6	454.6
ENSG00000189164	0	0
ENSG00000189167	454.6	454.6
ENSG00000189169	91	91
ENSG00000189171	324.5	324.5
ENSG00000189180	910	910
ENSG00000189181	0	0
ENSG00000189182	91	91
ENSG00000189184	454.6	454.6
ENSG00000189186	1628	91
ENSG00000189190	910	910
ENSG00000189195	207.75	162.25
ENSG00000189212	0	0
ENSG00000189221	1628	454.6
ENSG00000189227	454.6	91
ENSG00000189233	454.6	454.6
ENSG00000189241	91	91
ENSG00000189252	0	0
ENSG00000189253	91	91
ENSG00000189266	454.6	454.6
ENSG00000189269	0	0
ENSG00000189280	324.5	324.5
ENSG00000189283	1628	1628
ENSG00000189292	0	0
ENSG00000189295	454.6	0
ENSG00000189298	91	91
ENSG00000189299	454.6	91
ENSG00000189306	1628	1628
ENSG00000189308	910	910
ENSG00000189319	454.6	454.6
ENSG00000189320	324.5	324.5
ENSG00000189325	91	91
ENSG00000189326	0	0
ENSG00000189332	0	0
ENSG00000189334	454.6	91
ENSG00000189337	910	454.6
ENSG00000189339	1628	1368
ENSG00000189348	91	91
ENSG00000189350	324.5	324.5
ENSG00000189357	91	91
ENSG00000189362	0	0
ENSG00000189366	0	0
ENSG00000189367	910	454.6
ENSG00000189369	1628	1628
ENSG00000189375	0	0
ENSG00000189376	454.6	454.6
ENSG00000189377	91	91
ENSG00000189401	1368	91
ENSG00000189403	1628	910
ENSG00000189409	454.6	454.6
ENSG00000189410	454.6	91
ENSG00000189419	0	0
ENSG00000189420	91	0
ENSG00000189423	0	0
ENSG00000189430	91	91
ENSG00000189431	91	0
ENSG00000189433	454.6	91
ENSG00000196071	91	91
ENSG00000196072	1628	910
ENSG00000196074	91	91
ENSG00000196081	910	910
ENSG00000196083	324.5	324.5
ENSG00000196085	324.5	324.5
ENSG00000196090	454.6	454.6
ENSG00000196091	454.6	454.6
ENSG00000196092	324.5	324.5
ENSG00000196098	454.6	454.6
ENSG00000196099	0	0
ENSG00000196101	454.6	454.6
ENSG00000196104	910	910
ENSG00000196109	910	910
ENSG00000196110	0	0
ENSG00000196115	0	0
ENSG00000196116	910	454.6
ENSG00000196118	91	91
ENSG00000196119	91	91
ENSG00000196123	454.6	454.6
ENSG00000196126	454.6	454.6
ENSG00000196131	91	91
ENSG00000196132	454.6	454.6
ENSG00000196136	324.5	324.5
ENSG00000196139	91	91
ENSG00000196141	324.5	324.5
ENSG00000196143	91	91
ENSG00000196150	91	91
ENSG00000196151	454.6	454.6
ENSG00000196152	0	0
ENSG00000196154	454.6	91
ENSG00000196155	454.6	454.6
ENSG00000196156	0	0
ENSG00000196159	910	910
ENSG00000196166	0	0
ENSG00000196167	0	0
ENSG00000196169	1628	91
ENSG00000196171	91	91
ENSG00000196172	910	910
ENSG00000196177	1628	324.5
ENSG00000196182	454.6	454.6
ENSG00000196184	91	91
ENSG00000196187	1628	1628
ENSG00000196188	324.5	324.5
ENSG00000196189	454.6	91
ENSG00000196196	91	0
ENSG00000196199	454.6	91
ENSG00000196204	0	0
ENSG00000196208	454.6	454.6
ENSG00000196209	0	0
ENSG00000196214	0	0
ENSG00000196218	910	910
ENSG00000196220	910	454.6
ENSG00000196224	0	0
ENSG00000196227	91	91
ENSG00000196228	1628	1628
ENSG00000196230	1628	1628
ENSG00000196231	91	91
ENSG00000196233	454.6	454.6
ENSG00000196235	1628	1628
ENSG00000196236	4200	4200
ENSG00000196240	91	0
ENSG00000196242	0	0
ENSG00000196243	0	0
ENSG00000196247	910	910
ENSG00000196248	91	91
ENSG00000196260	0	0
ENSG00000196262	1628	1628
ENSG00000196263	910	910
ENSG00000196266	91	91
ENSG00000196267	910	910
ENSG00000196268	910	910
ENSG00000196273	0	0
ENSG00000196275	91	0
ENSG00000196277	910	910
ENSG00000196284	1368	1368
ENSG00000196289	0	0
ENSG00000196290	4200	4200
ENSG00000196296	1628	910
ENSG00000196302	0	0
ENSG00000196305	1628	1628
ENSG00000196312	0	0
ENSG00000196313	454.6	454.6
ENSG00000196323	454.6	454.6
ENSG00000196329	91	91
ENSG00000196335	454.6	454.6
ENSG00000196338	910	910
ENSG00000196341	91	91
ENSG00000196344	4200	4200
ENSG00000196345	910	910
ENSG00000196350	910	910
ENSG00000196352	91	91
ENSG00000196353	454.6	454.6
ENSG00000196357	0	0
ENSG00000196358	454.6	454.6
ENSG00000196361	454.6	91
ENSG00000196363	1628	1628
ENSG00000196364	91	91
ENSG00000196365	4200	4200
ENSG00000196366	0	0
ENSG00000196367	1628	1628
ENSG00000196368	1628	1628
ENSG00000196371	324.5	324.5
ENSG00000196372	454.6	454.6
ENSG00000196376	1628	1628
ENSG00000196378	0	0
ENSG00000196381	0	0
ENSG00000196383	0	0
ENSG00000196387	0	0
ENSG00000196388	91	91
ENSG00000196391	0	0
ENSG00000196396	910	454.6
ENSG00000196405	454.6	454.6
ENSG00000196406	0	0
ENSG00000196407	0	0
ENSG00000196408	454.6	454.6
ENSG00000196411	910	910
ENSG00000196415	91	91
ENSG00000196417	910	910
ENSG00000196418	0	0
ENSG00000196419	1628	1628
ENSG00000196420	91	91
ENSG00000196421	0	0
ENSG00000196422	91	91
ENSG00000196427	0	0
ENSG00000196428	910	91
ENSG00000196431	454.6	91
ENSG00000196433	1628	454.6
ENSG00000196437	910	910
ENSG00000196440	91	91
ENSG00000196449	4200	4200
ENSG00000196453	324.5	324.5
ENSG00000196455	1628	1628
ENSG00000196456	91	91
ENSG00000196458	910	910
ENSG00000196459	1628	1368
ENSG00000196460	324.5	324.5
ENSG00000196465	91	91
ENSG00000196466	910	910
ENSG00000196468	910	454.6
ENSG00000196470	1628	910
ENSG00000196475	4200	4200
ENSG00000196476	454.6	454.6
ENSG00000196482	910	454.6
ENSG00000196497	1628	1628
ENSG00000196498	454.6	454.6
ENSG00000196502	1628	1628
ENSG00000196503	454.6	91
ENSG00000196504	1628	1628
ENSG00000196505	1628	1628
ENSG00000196507	91	91
ENSG00000196510	1628	1628
ENSG00000196511	1628	1628
ENSG00000196517	454.6	454.6
ENSG00000196526	454.6	454.6
ENSG00000196531	1628	1628
ENSG00000196535	910	454.6
ENSG00000196539	0	0
ENSG00000196542	454.6	454.6
ENSG00000196544	910	910
ENSG00000196547	1628	910
ENSG00000196549	910	910
ENSG00000196550	454.6	454.6
ENSG00000196553	91	91
ENSG00000196557	910	910
ENSG00000196562	4200	910
ENSG00000196565	454.6	454.6
ENSG00000196569	1368	910
ENSG00000196570	324.5	324.5
ENSG00000196576	910	910
ENSG00000196578	91	91
ENSG00000196581	324.5	324.5
ENSG00000196584	1628	454.6
ENSG00000196586	910	910
ENSG00000196588	324.5	324.5
ENSG00000196589	91	91
ENSG00000196591	1628	1628
ENSG00000196593	0	0
ENSG00000196597	910	910
ENSG00000196600	91	91
ENSG00000196604	1628	1628
ENSG00000196605	0	0
ENSG00000196611	91	91
ENSG00000196616	4200	4200
ENSG00000196620	910	910
ENSG00000196628	910	454.6
ENSG00000196632	1628	454.6
ENSG00000196636	1368	1368
ENSG00000196639	454.6	91
ENSG00000196642	910	91
ENSG00000196646	910	910
ENSG00000196652	91	91
ENSG00000196653	0	0
ENSG00000196655	1628	1368
ENSG00000196656	1628	1628
ENSG00000196659	910	910
ENSG00000196660	1628	1368
ENSG00000196663	910	454.6
ENSG00000196664	454.6	454.6
ENSG00000196666	0	0
ENSG00000196668	0	0
ENSG00000196670	910	910
ENSG00000196678	910	454.6
ENSG00000196683	910	910
ENSG00000196684	91	0
ENSG00000196689	910	910
ENSG00000196693	910	910
ENSG00000196696	910	454.6
ENSG00000196700	454.6	454.6
ENSG00000196704	0	0
ENSG00000196705	910	910
ENSG00000196711	91	91
ENSG00000196712	1368	454.6
ENSG00000196715	454.6	454.6
ENSG00000196724	91	91
ENSG00000196730	910	454.6
ENSG00000196734	0	0
ENSG00000196735	454.6	91
ENSG00000196739	454.6	454.6
ENSG00000196741	0	0
ENSG00000196743	454.6	91
ENSG00000196747	0	0
ENSG00000196748	91	91
ENSG00000196754	0	0
ENSG00000196757	910	910
ENSG00000196767	910	454.6
ENSG00000196772	0	0
ENSG00000196776	324.5	324.5
ENSG00000196778	91	91
ENSG00000196781	910	910
ENSG00000196782	324.5	324.5
ENSG00000196787	0	0
ENSG00000196792	1628	910
ENSG00000196793	91	0
ENSG00000196800	91	91
ENSG00000196805	0	0
ENSG00000196810	0	0
ENSG00000196811	324.5	324.5
ENSG00000196812	0	0
ENSG00000196814	0	0
ENSG00000196821	910	910
ENSG00000196826	910	910
ENSG00000196832	91	91
ENSG00000196834	0	0
ENSG00000196839	4200	4200
ENSG00000196843	324.5	324.5
ENSG00000196844	91	0
ENSG00000196850	1628	1628
ENSG00000196859	91	91
ENSG00000196860	91	91
ENSG00000196862	454.6	454.6
ENSG00000196865	4200	324.5
ENSG00000196866	0	0
ENSG00000196867	910	910
ENSG00000196872	91	91
ENSG00000196873	1628	1628
ENSG00000196876	910	454.6
ENSG00000196878	324.5	324.5
ENSG00000196890	91	91
ENSG00000196900	91	91
ENSG00000196911	1628	1368
ENSG00000196912	454.6	0
ENSG00000196914	910	454.6
ENSG00000196917	91	91
ENSG00000196922	910	910
ENSG00000196923	454.6	454.6
ENSG00000196924	1628	910
ENSG00000196932	910	910
ENSG00000196933	0	0
ENSG00000196935	910	454.6
ENSG00000196937	454.6	454.6
ENSG00000196943	1628	91
ENSG00000196944	91	91
ENSG00000196946	0	0
ENSG00000196950	910	454.6
ENSG00000196954	91	91
ENSG00000196961	1628	1628
ENSG00000196967	910	910
ENSG00000196968	454.6	454.6
ENSG00000196972	91	91
ENSG00000196975	454.6	91
ENSG00000196976	1628	91
ENSG00000196981	91	91
ENSG00000196990	0	0
ENSG00000196998	910	91
ENSG00000197006	1628	910
ENSG00000197008	0	0
ENSG00000197013	910	910
ENSG00000197016	910	910
ENSG00000197019	91	91
ENSG00000197020	910	910
ENSG00000197021	454.6	454.6
ENSG00000197024	91	91
ENSG00000197037	91	91
ENSG00000197043	454.6	454.6
ENSG00000197044	910	910
ENSG00000197045	1628	1368
ENSG00000197046	454.6	454.6
ENSG00000197050	910	910
ENSG00000197054	910	910
ENSG00000197056	1628	91
ENSG00000197057	454.6	0
ENSG00000197061	1628	1628
ENSG00000197062	91	0
ENSG00000197063	910	454.6
ENSG00000197070	910	454.6
ENSG00000197077	454.6	454.6
ENSG00000197079	1628	91
ENSG00000197081	910	454.6
ENSG00000197083	0	0
ENSG00000197084	0	0
ENSG00000197093	0	0
ENSG00000197102	1628	1368
ENSG00000197106	910	454.6
ENSG00000197110	324.5	324.5
ENSG00000197111	454.6	91
ENSG00000197114	1628	910
ENSG00000197119	1628	1628
ENSG00000197121	910	91
ENSG00000197122	910	454.6
ENSG00000197123	910	910
ENSG00000197124	910	910
ENSG00000197125	0	0
ENSG00000197128	91	91
ENSG00000197134	910	910
ENSG00000197136	910	910
ENSG00000197140	91	91
ENSG00000197142	1628	1628
ENSG00000197147	454.6	454.6
ENSG00000197150	1628	910
ENSG00000197153	1628	910
ENSG00000197157	1628	1628
ENSG00000197161	91	91
ENSG00000197162	0	0
ENSG00000197165	1628	1628
ENSG00000197168	324.5	324.5
ENSG00000197170	1628	1628
ENSG00000197172	91	91
ENSG00000197177	910	324.5
ENSG00000197181	1628	910
ENSG00000197183	454.6	91
ENSG00000197185	91	91
ENSG00000197191	91	91
ENSG00000197208	4200	910
ENSG00000197213	91	91
ENSG00000197217	1368	1368
ENSG00000197223	1628	910
ENSG00000197226	1628	1368
ENSG00000197233	91	91
ENSG00000197238	1628	1628
ENSG00000197241	91	91
ENSG00000197245	454.6	454.6
ENSG00000197249	454.6	454.6
ENSG00000197251	0	0
ENSG00000197253	91	91
ENSG00000197256	454.6	91
ENSG00000197261	91	91
ENSG00000197265	1368	910
ENSG00000197272	91	91
ENSG00000197273	454.6	91
ENSG00000197275	324.5	324.5
ENSG00000197279	0	0
ENSG00000197283	910	910
ENSG00000197296	0	0
ENSG00000197299	4200	4200
ENSG00000197302	0	0
ENSG00000197308	0	0
ENSG00000197309	91	91
ENSG00000197312	1628	1368
ENSG00000197321	910	910
ENSG00000197322	0	0
ENSG00000197323	910	454.6
ENSG00000197324	91	91
ENSG00000197329	910	910
ENSG00000197332	0	0
ENSG00000197343	91	91
ENSG00000197345	1628	910
ENSG00000197353	324.5	324.5
ENSG00000197355	1628	1368
ENSG00000197360	910	910
ENSG00000197361	0	0
ENSG00000197362	91	91
ENSG00000197363	0	0
ENSG00000197364	0	0
ENSG00000197372	910	910
ENSG00000197375	4200	910
ENSG00000197376	91	91
ENSG00000197380	91	91
ENSG00000197381	1628	1368
ENSG00000197385	910	910
