Geneid	Unipro	Symbol	Age	Geneid_g36
ENSG00000197497	Q9H7R5	ZNF665	910.0	ENSG00000197497
ENSG00000197498	Q9H7B2	RPF2	1628.0	ENSG00000197498
ENSG00000197503	Q96M19	LINC00477	0.0	ENSG00000197503
ENSG00000197506	Q9HAS3	SLC28A3	910.0	ENSG00000197506
ENSG00000197520	A6PVY3	FAM177B	0.0	ENSG00000197520
ENSG00000197530	Q96AX9	MIB2	454.6	ENSG00000197530
ENSG00000197532	Q8NGX8	OR6Y1	0.0	ENSG00000197532
ENSG00000197535	Q9Y4I1	MYO5A	1628.0	ENSG00000197535
ENSG00000197536	Q8N8D9	C5orf56	0.0	ENSG00000197536
ENSG00000197540	P51124	GZMM	454.6	ENSG00000197540
ENSG00000197548	O95352	ATG7	1628.0	ENSG00000197548
ENSG00000197549	Q6ZN90	PRAMEL	91.0	ENSG00000197549
ENSG00000197555	O43166	SIPA1L1	454.6	ENSG00000197555
ENSG00000197557	Q86WT1	TTC30A	910.0	ENSG00000197557
ENSG00000197558	A2VEC9	SSPO	454.6	ENSG00000197558
ENSG00000197561	P08246	ELANE	91.0	ENSG00000197561
ENSG00000197562	Q96S21	RAB40C	454.6	ENSG00000197562
ENSG00000197563	O95427	PIGN	1628.0	ENSG00000197563
ENSG00000197565	Q14031	COL4A6	910.0	ENSG00000197565
ENSG00000197566	Q9P2J8	ZNF624	910.0	ENSG00000197566
ENSG00000197568	Q9XRX5	HHLA3	0.0	ENSG00000197568
ENSG00000197576	Q00056	HOXA4	324.5	ENSG00000197576
ENSG00000197579	Q9NS56	TOPORS	91.0	ENSG00000197579
ENSG00000197580	Q9BYV7	BCO2	910.0	ENSG00000197580
ENSG00000197582	P07203	GPX1P1	91.0	ENSG00000197582
ENSG00000197584	Q9Y691	KCNMB2	454.6	ENSG00000197584
ENSG00000197586	O75354	ENTPD6	1368.0	ENSG00000197586
ENSG00000197587	Q8NFW5	DMBX1	454.6	ENSG00000197587
ENSG00000197588	Q107X0	KLKP1	0.0	ENSG00000197588
ENSG00000197591	Q8NGX0	OR11L1	91.0	ENSG00000197591
ENSG00000197594	P22413	ENPP1	1628.0	ENSG00000197594
ENSG00000197595	Q6ZP68	C13orf35	0.0	ENSG00000197595
ENSG00000197599	A6NI56	CCDC154	91.0	ENSG00000197599
ENSG00000197601	Q8WVX9	FAR1	1628.0	ENSG00000197601
ENSG00000197603	Q9H799	C5orf42	324.5	ENSG00000197603
ENSG00000197608	Q6ZN19	ZNF841	910.0	ENSG00000197608
ENSG00000197614	Q13361	MFAP5	324.5	ENSG00000197614
ENSG00000197616	P13533	MYH6	1368.0	ENSG00000197616
ENSG00000197617	Q7Z5H4	VN1R5	91.0	ENSG00000197617
ENSG00000197619	Q8N8J6	ZNF615	910.0	ENSG00000197619
ENSG00000197620	Q8TE69	CXorf40A	454.6	ENSG00000197620
ENSG00000197622	Q9NRR8	CDC42SE1	91.0	ENSG00000197622
ENSG00000197627	Q9UFV3		0.0	ENSG00000197627
ENSG00000197629	Q2M385	MPEG1	91.0	ENSG00000197629
ENSG00000197632	P05120	SERPINB2	324.5	ENSG00000197632
ENSG00000197635	P27487	DPP4	1368.0	ENSG00000197635
ENSG00000197641	Q9UIV8	SERPINB13	91.0	ENSG00000197641
ENSG00000197646	Q9BQ51	PDCD1LG2	91.0	ENSG00000197646
ENSG00000197647	Q8N7K0	ZNF433	910.0	ENSG00000197647
ENSG00000197651	Q8TC90	C12orf12	91.0	ENSG00000197651
ENSG00000197653	Q8IVF4	DNAH10	1368.0	ENSG00000197653
ENSG00000197658	Q8N4F4	SLC22A24	0.0	ENSG00000197658
ENSG00000197665	A8MXK9		0.0	ENSG00000197665
ENSG00000197683	Q6PEX3	KRTAP26-1	91.0	ENSG00000197683
ENSG00000197694	Q13813	SPTAN1	910.0	ENSG00000197694
ENSG00000197696	P08949	NMB	454.6	ENSG00000197696
ENSG00000197702	Q9NVD7	PARVA	910.0	ENSG00000197702
ENSG00000197705	Q9P2G3	KLHL14	454.6	ENSG00000197705
ENSG00000197706	A6NCV1	OR6C74	91.0	ENSG00000197706
ENSG00000197712	Q8IWE2	FAM114A1	454.6	ENSG00000197712
ENSG00000197713	Q96AT9	RPE	4200.0	ENSG00000197713
ENSG00000197714	Q14592	ZNF460	0.0	ENSG00000197714
ENSG00000197721	Q2VPA4	CR1L	91.0	ENSG00000197721
ENSG00000197724	O75151	PHF2	454.6	ENSG00000197724
ENSG00000197728	P62854	RPS26	1628.0	ENSG00000197728
ENSG00000197734	Q8N769	C14orf178	0.0	ENSG00000197734
ENSG00000197745	Q6XE38	SCGB1D4	91.0	ENSG00000197745
ENSG00000197746	P07602	PSAP	1628.0	ENSG00000197746
ENSG00000197747	P60903	S100A10	324.5	ENSG00000197747
ENSG00000197748	Q8NDM7	WDR96	454.6	ENSG00000197748
ENSG00000197753	Q8TAF8	LHFPL5	910.0	ENSG00000197753
ENSG00000197756	P61513	RPL37A	1628.0	ENSG00000197756
ENSG00000197757	P09630	HOXC6	0.0	ENSG00000197757
ENSG00000197763	Q86VQ6	TXNRD3	454.6	ENSG00000197763
ENSG00000197766	P00746	CFD	91.0	ENSG00000197766
ENSG00000197768	Q8N7X2	C9orf173	91.0	ENSG00000197768
ENSG00000197769	Q9BXW4	MAP1LC3C	454.6	ENSG00000197769
ENSG00000197771	Q9BTE3	MCMBP	454.6	ENSG00000197771
ENSG00000197774	A4GXA9	EME2	324.5	ENSG00000197774
ENSG00000197776	Q8N7A1	KLHDC1	324.5	ENSG00000197776
ENSG00000197779	P51508	ZNF81	0.0	ENSG00000197779
ENSG00000197780	Q15543	TAF13	1628.0	ENSG00000197780
ENSG00000197782	O75290	ZNF780A	910.0	ENSG00000197782
ENSG00000197785	Q9NVI7	ATAD3A	910.0	ENSG00000197785
ENSG00000197786	Q8NGF7	OR5B17	0.0	ENSG00000197786
ENSG00000197790	Q8NGK5	OR52M1	91.0	ENSG00000197790
ENSG00000197798	Q9BPY3	FAM118B	324.5	ENSG00000197798
ENSG00000197808	Q8TAF7	ZNF461	0.0	ENSG00000197808
ENSG00000197816	Q9P1Z9	C9orf174	324.5	ENSG00000197816
ENSG00000197818	Q9Y2E8	SLC9A8	4200.0	ENSG00000197818
ENSG00000197822	Q16625	OCLN	454.6	ENSG00000197822
ENSG00000197826	Q6V702	C4orf22	0.0	ENSG00000197826
ENSG00000197837	P62805	HIST4H4	1628.0	ENSG00000197837
ENSG00000197838	Q16696	CYP2A13	91.0	ENSG00000197838
ENSG00000197841	Q2M3W8	ZNF181	0.0	ENSG00000197841
ENSG00000197847	A6NK97	SLC22A20	91.0	ENSG00000197847
ENSG00000197849	Q15617	OR8G7P	91.0	ENSG00000197849
ENSG00000197852	Q9NTI7	C1orf183	324.5	ENSG00000197852
ENSG00000197857	P15621	ZNF44	910.0	ENSG00000197857
ENSG00000197858	O43292	GPAA1	91.0	ENSG00000197858
ENSG00000197859	Q86TH1	ADAMTSL2	324.5	ENSG00000197859
ENSG00000197860	Q96EQ0	SGTB	454.6	ENSG00000197860
ENSG00000197863	Q6PG37	ZNF790	910.0	ENSG00000197863
ENSG00000197870	Q04118	PRB3	0.0	ENSG00000197870
ENSG00000197872	Q9H0Q0	FAM49A	454.6	ENSG00000197872
ENSG00000197879	O00159	MYO1C	1368.0	ENSG00000197879
ENSG00000197880	Q8NDY4	MDS2	0.0	ENSG00000197880
ENSG00000197885	Q9NYS0	NKIRAS1	910.0	ENSG00000197885
ENSG00000197887	Q8NGQ3	OR1S2	91.0	ENSG00000197887
ENSG00000197888	O75795	UGT2B17	910.0	ENSG00000197888
ENSG00000197889	Q5JSS6	MEIG1	454.6	ENSG00000197889
ENSG00000197891	Q96S37	SLC22A12	91.0	ENSG00000197891
ENSG00000197892	Q9NQT8	KIF13B	910.0	ENSG00000197892
ENSG00000197893	Q86VF7	NRAP	454.6	ENSG00000197893
ENSG00000197894	P11766	ADH5	4200.0	ENSG00000197894
ENSG00000197901	Q4U2R8	SLC22A6	91.0	ENSG00000197901
ENSG00000197903	O60814	HIST1H2BK	0.0	ENSG00000197903
ENSG00000197905	Q15561	TEAD4	910.0	ENSG00000197905
ENSG00000197912	Q9UQ90	SPG7	910.0	ENSG00000197912
ENSG00000197915	Q86YZ3	HRNR	0.0	ENSG00000197915
ENSG00000197919	P01562	IFNA1	91.0	ENSG00000197919
ENSG00000197921	Q5TA89	HES5	454.6	ENSG00000197921
ENSG00000197927	Q580R0	C2orf27A	0.0	ENSG00000197927
ENSG00000197928	Q86XU0	ZNF677	0.0	ENSG00000197928
ENSG00000197930	Q96HE7	ERO1L	1628.0	ENSG00000197930
ENSG00000197933	P16415	ZNF823	910.0	ENSG00000197933
ENSG00000197935	Q5JNZ3	ZNF311	0.0	ENSG00000197935
ENSG00000197937	Q96SE7	ZNF347	910.0	ENSG00000197937
ENSG00000197938	Q8NGV7	OR5H2	91.0	ENSG00000197938
ENSG00000197943	P16885	PLCG2	910.0	ENSG00000197943
ENSG00000197948	Q86WN1	FCHSD1	324.5	ENSG00000197948
ENSG00000197951	Q9NQZ8	ZNF71	0.0	ENSG00000197951
ENSG00000197953	Q6P093	AADACL2	91.0	ENSG00000197953
ENSG00000197956	P06703	S100A6	324.5	ENSG00000197956
ENSG00000197958	P30050	RPL12	1628.0	ENSG00000197958
ENSG00000197959	Q9UQ16	DNM3	910.0	ENSG00000197959
ENSG00000197961	P58317	ZNF121	0.0	ENSG00000197961
ENSG00000197965	O95297	MPZL1	454.6	ENSG00000197965
ENSG00000197969	Q96RL7	VPS13A	1368.0	ENSG00000197969
ENSG00000197971	P02686	MBP	454.6	ENSG00000197971
ENSG00000197976	Q02040	AKAP17A	910.0	ENSG00000197976
ENSG00000197976	Q02040	AKAP17A	910.0	ENSG00000197976
ENSG00000197977	Q9NXB9	ELOVL2	454.6	ENSG00000197977
ENSG00000197978	A6NEM1	GOLGA6L9	0.0	ENSG00000197978
ENSG00000197980	Q6ZMV7		324.5	ENSG00000197980
ENSG00000197982	Q6ZSJ8	C1orf122	0.0	ENSG00000197982
ENSG00000197989	Q9BXW3	SNHG12	0.0	ENSG00000197989
ENSG00000197990	A6NF79	ZNF734	910.0	ENSG00000197990
ENSG00000197991	Q8N6Y1	PCDH20	454.6	ENSG00000197991
ENSG00000197992	Q6UXN8	CLEC9A	91.0	ENSG00000197992
ENSG00000197993	P23276	KEL	324.5	ENSG00000197993
ENSG00000198000	Q76FK4	NOL8	454.6	ENSG00000198000
ENSG00000198001	Q9NWZ3	IRAK4	910.0	ENSG00000198001
ENSG00000198003	A5D8V7	CCDC151	91.0	ENSG00000198003
ENSG00000198010	Q9P1A6	DLGAP2	454.6	ENSG00000198010
ENSG00000198015	Q9Y6G3	MRPL42	324.5	ENSG00000198015
ENSG00000198018	Q9NQZ7	ENTPD7	1368.0	ENSG00000198018
ENSG00000198019	Q92637	FCGR1B	0.0	ENSG00000198019
ENSG00000198021	Q9NS26	SPANXA1	0.0	ENSG00000198021
ENSG00000198022	A6NJ88		0.0	ENSG00000198022
ENSG00000198026	Q9H4Z2	ZNF335	324.5	ENSG00000198026
ENSG00000198028	Q96MR9	ZNF560	910.0	ENSG00000198028
ENSG00000198033	Q13748	TUBA3C	1628.0	ENSG00000198033
ENSG00000198034	P62701	RPS4X	1628.0	ENSG00000198034
ENSG00000198039	Q14593	ZNF273	910.0	ENSG00000198039
ENSG00000198040	P51523	ZNF84	910.0	ENSG00000198040
ENSG00000198042	Q9BXY0	MAK16	1628.0	ENSG00000198042
ENSG00000198046	Q5HYK9	ZNF667	91.0	ENSG00000198046
ENSG00000198049	P47901	AVPR1B	324.5	ENSG00000198049
ENSG00000198053	P78324	SIRPA	324.5	ENSG00000198053
ENSG00000198054	Q96T75	DSCR8	0.0	ENSG00000198054
ENSG00000198055	P43250	GRK6	910.0	ENSG00000198055
ENSG00000198056	P49642	PRIM1	1628.0	ENSG00000198056
ENSG00000198060	Q9NX47	MARCH5	454.6	ENSG00000198060
ENSG00000198062	Q6S545	POTEH	0.0	ENSG00000198062
ENSG00000198064	Q92617		0.0	ENSG00000198064
ENSG00000198074	O60218	AKR1B10	4200.0	ENSG00000198074
ENSG00000198075	O75897	SULT1C4	1628.0	ENSG00000198075
ENSG00000198077	P20853	CYP2A7	91.0	ENSG00000198077
ENSG00000198081	O43829	ZFP161	454.6	ENSG00000198081
ENSG00000198083	A8MXZ3	KRTAP9-9	91.0	ENSG00000198083
ENSG00000198087	Q9Y5K6	CD2AP	91.0	ENSG00000198087
ENSG00000198088	Q9H1M0	NUP62CL	454.6	ENSG00000198088
ENSG00000198089	A8K8P3	SFI1	454.6	ENSG00000198089
ENSG00000198090	Q9BYR0	KRTAP4-6	91.0	ENSG00000198090
ENSG00000198092	Q6ZWK6	TMPRSS11F	91.0	ENSG00000198092
ENSG00000198093	Q9BS31	ZNF649	0.0	ENSG00000198093
ENSG00000198099	P08319	ADH4	91.0	ENSG00000198099
ENSG00000198104	Q8NHC8	OR2T6	91.0	ENSG00000198104
ENSG00000198105	Q8NDW4	ZNF248	91.0	ENSG00000198105
ENSG00000198106	Q8IUI4	SNX29P2	0.0	ENSG00000198106
ENSG00000198108	Q70JA7	CHSY3	910.0	ENSG00000198108
ENSG00000198113	Q9NXH8	C9orf167	454.6	ENSG00000198113
ENSG00000198121	Q92633	LPAR1	454.6	ENSG00000198121
ENSG00000198125	P02144	MB	454.6	ENSG00000198125
ENSG00000198128	Q8NG85	OR2L3	91.0	ENSG00000198128
ENSG00000198129	Q8IZN7	DEFB107B	91.0	ENSG00000198129
ENSG00000198130	Q6NVY1	HIBCH	4200.0	ENSG00000198130
ENSG00000198131	Q6NX49	ZNF544	0.0	ENSG00000198131
ENSG00000198133	Q8NBD8	TMEM229B	454.6	ENSG00000198133
ENSG00000198142	Q53LP3	ANKRD57	454.6	ENSG00000198142
ENSG00000198146	Q6IQ21	ZNF770	324.5	ENSG00000198146
ENSG00000198153	O75373		910.0	ENSG00000198153
ENSG00000198155	Q49A33	ZNF876P	0.0	ENSG00000198155
ENSG00000198156	O75200		0.0	ENSG00000198156
ENSG00000198157	P82970	HMGN5	0.0	ENSG00000198157
ENSG00000198160	Q8N108	MIER1	454.6	ENSG00000198160
ENSG00000198162	O60476	MAN1A2	1628.0	ENSG00000198162
ENSG00000198168	Q8NHG7	SVIP	324.5	ENSG00000198168
ENSG00000198169	Q9BRH9	ZNF251	91.0	ENSG00000198169
ENSG00000198171	Q96HY6	DDRGK1	910.0	ENSG00000198171
ENSG00000198173	Q5HY64	FAM47C	454.6	ENSG00000198173
ENSG00000198176	Q14186	TFDP1	910.0	ENSG00000198176
ENSG00000198178	Q8WTT0	CLEC4C	0.0	ENSG00000198178
ENSG00000198182	Q96SK3	ZNF607	0.0	ENSG00000198182
ENSG00000198183	Q9NP55	BPIFA1	91.0	ENSG00000198183
ENSG00000198185	Q9HCZ1	ZNF334	910.0	ENSG00000198185
ENSG00000198189	Q8NBQ5	HSD17B11	324.5	ENSG00000198189
ENSG00000198198	Q5T011	SZT2	91.0	ENSG00000198198
ENSG00000198203	O00338	SULT1C2	1628.0	ENSG00000198203
ENSG00000198205	P98168	ZXDA	91.0	ENSG00000198205
ENSG00000198208	Q9Y6S9	RPS6KL1	324.5	ENSG00000198208
ENSG00000198211	Q13509	TUBB3	1628.0	ENSG00000198211
ENSG00000198216	Q15878	CACNA1E	910.0	ENSG00000198216
ENSG00000198218	Q2TAL8	QRICH1	91.0	ENSG00000198218
ENSG00000198221	Q9Y6Z5	C6orf124	0.0	ENSG00000198221
ENSG00000198223	P15509	CSF2RA	324.5	ENSG00000198223
ENSG00000198223	P15509	CSF2RA	324.5	ENSG00000198223
ENSG00000198231	Q86XP3	DDX42	1628.0	ENSG00000198231
ENSG00000198237	Q3SX61		0.0	ENSG00000198237
ENSG00000198242	P62750	RPL23A	4200.0	ENSG00000198242
ENSG00000198246	Q9BZD2	SLC29A3	91.0	ENSG00000198246
ENSG00000198252	Q8WUJ0	STYX	454.6	ENSG00000198252
ENSG00000198258	Q9BZL1	UBL5	0.0	ENSG00000198258
ENSG00000198265	P42694	HELZ	454.6	ENSG00000198265
ENSG00000198270	Q8NCL8	TMEM116	454.6	ENSG00000198270
ENSG00000198271	Q9BYR2	KRTAP4-5	0.0	ENSG00000198271
ENSG00000198276	Q9NWZ5	UCKL1	4200.0	ENSG00000198276
ENSG00000198283	A6NL26	OR5B21	91.0	ENSG00000198283
ENSG00000198284	Q8IVU5	NUP210P1	0.0	ENSG00000198284
ENSG00000198286	Q9BXL7	CARD11	454.6	ENSG00000198286
ENSG00000198298	Q8NCK3	ZNF485	0.0	ENSG00000198298
ENSG00000198300	Q9GZU2	ZIM2	91.0	ENSG00000198300
ENSG00000198301	Q9NVU7	SDAD1	1368.0	ENSG00000198301
ENSG00000198315	Q15776	ZNF192	91.0	ENSG00000198315
ENSG00000198324	Q8N4B1	FAM109A	910.0	ENSG00000198324
ENSG00000198326	Q9NUB4	TMEM239	0.0	ENSG00000198326
ENSG00000198331	Q96M11	HYLS1	324.5	ENSG00000198331
ENSG00000198336	P12829	MYL4	454.6	ENSG00000198336
ENSG00000198342	Q9H7R0	ZNF442	910.0	ENSG00000198342
ENSG00000198346	Q6ZN06	ZNF813	910.0	ENSG00000198346
ENSG00000198353	P09017	HOXC4	0.0	ENSG00000198353
ENSG00000198354	Q5VW00	DCAF12L2	91.0	ENSG00000198354
ENSG00000198355	Q86V86	PIM3	91.0	ENSG00000198355
ENSG00000198356	O43681	ASNA1	1628.0	ENSG00000198356
ENSG00000198358	P61582		0.0	ENSG00000198358
ENSG00000198363	Q12797	ASPH	324.5	ENSG00000198363
ENSG00000198369	Q7Z698	SPRED2	454.6	ENSG00000198369
ENSG00000198373	O00308	WWP2	910.0	ENSG00000198373
ENSG00000198380	Q06210	GFPT1	4200.0	ENSG00000198380
ENSG00000198382	Q9P2Y5	UVRAG	1628.0	ENSG00000198382
ENSG00000198390	Q8IUC0	KRTAP13-1	91.0	ENSG00000198390
ENSG00000198393	P17031	ZNF26	0.0	ENSG00000198393
ENSG00000198398	Q6UWW9	TMEM207	324.5	ENSG00000198398
ENSG00000198399	Q9NZM3	ITSN2	910.0	ENSG00000198399
ENSG00000198400	P04629	NTRK1	454.6	ENSG00000198400
ENSG00000198408	O60502	MGEA5	324.5	ENSG00000198408
ENSG00000198416	Q4V348		910.0	ENSG00000198416
ENSG00000198417	P04733	MT1F	91.0	ENSG00000198417
ENSG00000198420	Q9Y4C2	FAM115A	91.0	ENSG00000198420
ENSG00000198431	Q16881	TXNRD1	454.6	ENSG00000198431
ENSG00000198435	Q7Z6K4	NRARP	454.6	ENSG00000198435
ENSG00000198440	Q96ND8	ZNF583	910.0	ENSG00000198440
ENSG00000198443	Q9BYQ7	KRTAP4-1	91.0	ENSG00000198443
ENSG00000198445	Q96SF2	CCT8L2	91.0	ENSG00000198445
ENSG00000198452	Q8NHC6	OR14L1P	0.0	ENSG00000198452
ENSG00000198453	Q3ZCX4	ZNF568	910.0	ENSG00000198453
ENSG00000198454	Q5SQ13	C9orf141	0.0	ENSG00000198454
ENSG00000198455	P98169	ZXDB	91.0	ENSG00000198455
ENSG00000198464	Q8WV37	ZNF480	0.0	ENSG00000198464
ENSG00000198466	Q96SQ5	ZNF587	91.0	ENSG00000198466
ENSG00000198467	P07951	TPM2	91.0	ENSG00000198467
ENSG00000198468	Q8TAF5	FLVCR1-AS1	0.0	ENSG00000198468
ENSG00000198471	Q5QGT7	RTP2	91.0	ENSG00000198471
ENSG00000198478	Q9UJC5	SH3BGRL2	454.6	ENSG00000198478
ENSG00000198482	Q8N4W9	ZNF808	910.0	ENSG00000198482
ENSG00000198483	Q8N283	ANKRD35	91.0	ENSG00000198483
ENSG00000198488	Q6ZMB0	B3GNT6	91.0	ENSG00000198488
ENSG00000198492	Q9Y5A9	YTHDF2	454.6	ENSG00000198492
ENSG00000198496	O15453	NBR2	0.0	ENSG00000198496
ENSG00000198498	Q96EY4	C4orf43	454.6	ENSG00000198498
ENSG00000198502	Q30154	HLA-DRB5	454.6	ENSG00000198502
ENSG00000198513	Q8WXF7	ATL1	910.0	ENSG00000198513
ENSG00000198515	P29973	CNGA1	910.0	ENSG00000198515
ENSG00000198517	O60675	MAFK	454.6	ENSG00000198517
ENSG00000198520	Q6PIY5	C1orf228	454.6	ENSG00000198520
ENSG00000198521	P17038	ZNF43	910.0	ENSG00000198521
ENSG00000198522	Q96ME7	GPN1	454.6	ENSG00000198522
ENSG00000198523	P26678	PLN	324.5	ENSG00000198523
ENSG00000198526	Q6NV95	PABPC1P2	0.0	ENSG00000198526
ENSG00000198535	Q8NCU7	C2CD4A	91.0	ENSG00000198535
ENSG00000198538	P17035	ZNF28	910.0	ENSG00000198538
ENSG00000198542	O95965	ITGBL1	454.6	ENSG00000198542
ENSG00000198546	Q8NB15	ZNF511	454.6	ENSG00000198546
ENSG00000198551	Q7L945	ZNF627	910.0	ENSG00000198551
ENSG00000198553	Q8N5I3	KCNRG	324.5	ENSG00000198553
ENSG00000198554	O75717	WDHD1	1628.0	ENSG00000198554
ENSG00000198556	Q5FWF6	ZNF789	0.0	ENSG00000198556
ENSG00000198561	O60716	CTNND1	454.6	ENSG00000198561
ENSG00000198563	Q13838	DDX39B	1628.0	ENSG00000198563
ENSG00000198569	Q8N130	SLC34A3	0.0	ENSG00000198569
ENSG00000198570	Q7Z3Z2	RD3	454.6	ENSG00000198570
ENSG00000198573	Q9NY87	SPANXC	0.0	ENSG00000198573
ENSG00000198574	O14796	SH2D1B	324.5	ENSG00000198574
ENSG00000198576	Q7LC44	ARC	324.5	ENSG00000198576
ENSG00000198585	Q96DE0	NUDT16	91.0	ENSG00000198585
ENSG00000198586	Q9UKI8	TLK1	910.0	ENSG00000198586
ENSG00000198589	P50851	LRBA	910.0	ENSG00000198589
ENSG00000198590	Q8IVJ8	C3orf35	0.0	ENSG00000198590
ENSG00000198597	O15090	ZNF536	454.6	ENSG00000198597
ENSG00000198598	Q9ULZ9	MMP17	454.6	ENSG00000198598
ENSG00000198601	Q96R28	OR2M2	91.0	ENSG00000198601
ENSG00000198604	Q9NRL2	BAZ1A	910.0	ENSG00000198604
ENSG00000198610	P17516	AKR1C4	91.0	ENSG00000198610
ENSG00000198612	Q99627	COPS8	1628.0	ENSG00000198612
ENSG00000198618	P62937	PPIAP22	1628.0	ENSG00000198618
ENSG00000198624	A6NI79	CCDC69	324.5	ENSG00000198624
ENSG00000198625	O15151	MDM4	454.6	ENSG00000198625
ENSG00000198626	Q92736	RYR2	910.0	ENSG00000198626
ENSG00000198633	Q6PDB4	ZNF534	0.0	ENSG00000198633
ENSG00000198642	Q9P2J3	KLHL9	454.6	ENSG00000198642
ENSG00000198643	Q96BQ1	FAM3D	324.5	ENSG00000198643
ENSG00000198646	Q14686	NCOA6	454.6	ENSG00000198646
ENSG00000198648	Q9UEW8	STK39	1628.0	ENSG00000198648
ENSG00000198650	P17735	TAT	4200.0	ENSG00000198650
ENSG00000198658	Q5RGM9	FAM108A3P	1628.0	ENSG00000198658
ENSG00000198663	Q6UWU4	C6orf89	324.5	ENSG00000198663
ENSG00000198668	P62158	CALM1	1628.0	ENSG00000198668
ENSG00000198670	P08519	LPA	454.6	ENSG00000198670
ENSG00000198673	Q8N3H0	FAM19A2	454.6	ENSG00000198673
ENSG00000198674	Q8NH81	OR10G6	91.0	ENSG00000198674
ENSG00000198677	Q6PGP7	TTC37	324.5	ENSG00000198677
ENSG00000198680	Q2TAM9	TUSC1	324.5	ENSG00000198680
ENSG00000198681	P43355	MAGEA1	91.0	ENSG00000198681
ENSG00000198682	O95340	PAPSS2	4200.0	ENSG00000198682
ENSG00000198685	O15544	C3orf27	0.0	ENSG00000198685
ENSG00000198689	Q92581	SLC9A6	910.0	ENSG00000198689
ENSG00000198690	Q9Y2M0	FAN1	1628.0	ENSG00000198690
ENSG00000198691	P78363	ABCA4	4200.0	ENSG00000198691
ENSG00000198692	O14602	EIF1AY	0.0	ENSG00000198692
ENSG00000198695	P03923	MT-ND6	454.6	ENSG00000198695
ENSG00000198700	Q96P70	IPO9	1628.0	ENSG00000198700
ENSG00000198704	P59796	GPX6	91.0	ENSG00000198704
ENSG00000198707	O15078	CEP290	454.6	ENSG00000198707
ENSG00000198711	Q7Z2R9	C1orf191	0.0	ENSG00000198711
ENSG00000198712	P00403	MT-CO2	1368.0	ENSG00000198712
ENSG00000198715	Q8WWB7	C1orf85	454.6	ENSG00000198715
ENSG00000198718	Q9Y4F4	FAM179B	454.6	ENSG00000198718
ENSG00000198719	O00548	DLL1	454.6	ENSG00000198719
ENSG00000198720	Q86YJ7	ANKRD13B	1628.0	ENSG00000198720
ENSG00000198721	O75521	ECI2	910.0	ENSG00000198721
ENSG00000198722	O14795	UNC13B	910.0	ENSG00000198722
ENSG00000198723	Q8NA69	C19orf45	91.0	ENSG00000198723
ENSG00000198727	P00156	MT-CYB	1628.0	ENSG00000198727
ENSG00000198728	Q86U70	LDB1	454.6	ENSG00000198728
ENSG00000198729	Q8TAE6	PPP1R14C	454.6	ENSG00000198729
ENSG00000198730	Q6PD62	CTR9	1628.0	ENSG00000198730
ENSG00000198732	Q9H4F8	SMOC1	910.0	ENSG00000198732
ENSG00000198734	P12259	F5	91.0	ENSG00000198734
ENSG00000198736	Q9NZV6	SEPX1	454.6	ENSG00000198736
ENSG00000198738	Q5T5W8	FAM165A	0.0	ENSG00000198738
ENSG00000198739	Q86VH5	LRRTM3	454.6	ENSG00000198739
ENSG00000198740	Q9Y2D9	ZNF652	454.6	ENSG00000198740
ENSG00000198742	Q9HCE7	SMURF1	454.6	ENSG00000198742
ENSG00000198743	P53794	SLC5A3	454.6	ENSG00000198743
ENSG00000198744	P03928		91.0	ENSG00000198744
ENSG00000198746	Q96I76	GPATCH3	91.0	ENSG00000198746
ENSG00000198752	Q9Y5S2	CDC42BPB	910.0	ENSG00000198752
ENSG00000198753	Q9ULL4	PLXNB3	910.0	ENSG00000198753
ENSG00000198754	Q9BYC2	OXCT2	4200.0	ENSG00000198754
ENSG00000198755	P62906	RPL10A	1628.0	ENSG00000198755
ENSG00000198756	Q8IYK4	GLT25D2	910.0	ENSG00000198756
ENSG00000198758	Q8TE67	EPS8L3	91.0	ENSG00000198758
ENSG00000198759	Q8IUX8	EGFL6	454.6	ENSG00000198759
ENSG00000198763	P03891	MT-ND2	4200.0	ENSG00000198763
ENSG00000198765	Q15431	SYCP1	454.6	ENSG00000198765
ENSG00000198768	Q8NCL9	APCDD1L	0.0	ENSG00000198768
ENSG00000198771	Q6JBY9	RCSD1	454.6	ENSG00000198771
ENSG00000198774	O75901	RASSF9	0.0	ENSG00000198774
ENSG00000198780	Q9Y6X4	FAM169A	454.6	ENSG00000198780
ENSG00000198783	Q96NB3	ZNF830	324.5	ENSG00000198783
ENSG00000198785	Q8TCU5	GRIN3A	454.6	ENSG00000198785
ENSG00000198786	P03915	MT-ND5	4200.0	ENSG00000198786
ENSG00000198788	Q02817	MUC2	910.0	ENSG00000198788
ENSG00000198791	Q9UIV1	CNOT7	1628.0	ENSG00000198791
ENSG00000198792	Q9Y519	TMEM184B	1628.0	ENSG00000198792
ENSG00000198793	P42345	MTOR	1628.0	ENSG00000198793
ENSG00000198794	Q8TAC9	SCAMP5	454.6	ENSG00000198794
ENSG00000198795	Q96K83	ZNF521	454.6	ENSG00000198795
ENSG00000198796	Q86TB3	ALPK2	324.5	ENSG00000198796
ENSG00000198797	Q9C0B6	FAM5B	454.6	ENSG00000198797
ENSG00000198798	O15480	MAGEB3	91.0	ENSG00000198798
ENSG00000198799	O94898	LRIG2	910.0	ENSG00000198799
ENSG00000198804	P00395	MT-CO1	4200.0	ENSG00000198804
