gene_symbol	entrez_ID
RETN	56729
C19orf59	199675
TRAPPC5	126003
FCER2	2208
CLEC4G	339390
CD209	30835
CLEC4M	10332
EVI5L	115704
CTD-3193O13.9	80164
LRRC8E	80131
MAP2K7	5609
TGFBR3L	100507588
SNAPC2	6618
CTXN1	404217
TIMM44	10469
ELAVL1	1994
CCL25	6370
FBN3	84467
CERS4	79603
CD320	51293
NDUFA7	4701
RPS28	6234
KANK3	256949
ANGPTL4	51129
RAB11B	9230
MARCH2	51257
HNRNPM	4670
PRAM1	84106
ZNF414	84330
MYO1F	4542
ADAMTS10	81794
ACTL9	284382
OR2Z1	284383
ZNF558	148156
MBD3L1	85509
MUC16	94025
OR1M1	125963
OR7G2	390882
OR7G1	125962
OR7G3	390883
ZNF317	57693
OR7D2	162998
OR7D4	125958
OR7E24	26648
ZNF699	374879
ZNF559	84527
ZNF177	100529215
ZNF177	7730
ZNF266	10781
ZNF560	147741
ZNF426	79088
ZNF121	7675
ZNF561	93134
C19orf82	284385
ZNF562	54811
ZNF846	162993
FBXL12	54850
UBL5	59286
PIN1	5300
OLFM2	93145
COL5A3	50509
RDH8	50700
C19orf66	55337
ANGPTL6	83854
PPAN-P2RY11	692312
PPAN	56342
P2RY11	5032
EIF3G	8666
DNMT1	1786
S1PR2	9294
MRPL4	51073
ICAM1	3383
ICAM4	3386
ICAM5	7087
ZGLP1	100125288
FDX1L	112812
RAVER1	125950
ICAM3	3385
TYK2	7297
CDC37	11140
PDE4A	5141
KEAP1	9817
S1PR5	53637
ATG4D	84971
KRI1	65095
CDKN2D	1032
AP1M2	10053
SLC44A2	57153
ILF3	3609
QTRT1	81890
DNM2	1785
TMED1	11018
C19orf38	255809
CARM1	10498
YIPF2	78992
C19orf52	90580
SMARCA4	6597
LDLR	3949
SPC24	147841
KANK2	25959
DOCK6	57572
C19orf80	55908
TSPAN16	26526
RAB3D	9545
TMEM205	374882
CCDC159	126075
DKFZP761J1410	64748
SWSAP1	126074
EPOR	2057
RGL3	57139
CCDC151	115948
PRKCSH	5589
ELAVL3	1995
ZNF653	115950
ECSIT	51295
CNN1	1264
ELOF1	84337
ZNF627	199692
ACP5	54
ZNF823	55552
ZNF441	126068
ZNF491	126069
ZNF440	126070
ZNF439	90594
ZNF69	7620
ZNF700	90592
ZNF763	284390
ZNF433	163059
ZNF878	729747
ZNF844	284391
ZNF20	7568
ZNF625	90589
ZNF136	7695
ZNF44	51710
ZNF563	147837
ZNF442	79973
ZNF799	90576
ZNF443	10224
ZNF709	163051
ZNF564	163050
ZNF490	57474
ZNF791	163049
MAN2B1	4125
WDR83	84292
WDR83OS	51398
DHPS	1725
FBXW9	84261
TNPO2	30000
C19orf43	79002
ASNA1	439
BEST2	54831
HOOK2	29911
JUNB	3726
PRDX2	7001
RNASEH2A	10535
RTBDN	83546
MAST1	22983
DNASE2	1777
KLF1	10661
GCDH	2639
SYCE2	256126
FARSA	2193
CALR	811
RAD23A	5886
GADD45GIP1	90480
DAND5	199699
NFIX	4784
LYL1	4066
TRMT1	55621
NACC1	112939
STX10	8677
IER2	9592
CACNA1A	773
CCDC130	81576
MRI1	84245
C19orf53	28974
ZSWIM4	65249
NANOS3	342977
C19orf57	79173
CC2D1A	54862
PODNL1	79883
DCAF15	90379
RFX1	5989
RLN3	117579
IL27RA	9466
PALM3	342979
hsa-mir-1199	113230
C19orf67	646457
SAMD1	90378
PRKACA	5566
ASF1B	55723
LPHN1	22859
CD97	976
DDX39A	10212
PKN1	5585
PTGER1	5731
GIPC1	10755
DNAJB1	3337
TECR	9524
NDUFB7	4713
CLEC17A	388512
EMR3	84658
ZNF333	84449
EMR2	30817
OR7A5	26659
OR7C1	26664
OR7A10	390892
OR7A17	26333
OR7C2	26658
SLC1A6	6511
CCDC105	126402
CASP14	23581
OR1I1	126370
SYDE1	85360
ILVBL	10994
NOTCH3	4854
EPHX3	79852
BRD4	23476
AKAP8	10270
AKAP8L	26993
WIZ	58525
RASAL3	64926
PGLYRP2	114770
CYP4F22	126410
CYP4F3	4051
CYP4F12	66002
OR10H2	26538
OR10H3	26532
OR10H5	284433
OR10H1	26539
CYP4F2	8529
CYP4F11	57834
OR10H4	126541
TPM4	7171
RAB8A	4218
HSH2D	84941
CIB3	117286
FAM32A	26017
AP1M1	8907
KLF2	10365
EPS15L1	58513
CALR3	125972
C19orf44	84167
CHERP	10523
SLC35E1	79939
MED26	9441
SMIM7	79086
TMEM38A	79041
NWD1	284434
SIN3B	23309
F2RL3	9002
CPAMD8	27151
HAUS8	93323
MYO9B	4650
USE1	55850
OCEL1	79629
NR2F6	2063
USHBP1	83878
BABAM1	29086
ANKLE1	126549
ABHD8	79575
MRPL34	64981
DDA1	79016
ANO8	57719
GTPBP3	84705
PLVAP	83483
BST2	684
MVB12A	93343
TMEM221	100130519
NXNL1	115861
SLC27A1	376497
PGLS	25796
FAM129C	199786
COLGALT1	79709
UNC13A	23025
MAP1S	55201
FCHO1	23149
B3GNT3	10331
INSL3	3640
JAK3	3718
RPL18A	6142
SLC5A5	6528
CCDC124	115098
KCNN1	3780
ARRDC2	27106
IL12RB1	3594
MAST3	23031
PIK3R2	5296
IFI30	10437
MPV17L2	84769
RAB3A	5864
PDE4C	5143
KIAA1683	80726
JUND	3727
LSM4	25804
PGPEP1	54858
GDF15	9518
LRRC25	126364
SSBP4	170463
ISYNA1	51477
ELL	8178
FKBP8	23770
KXD1	79036
UBA52	7311
CRLF1	9244
C19orf60	55049
TMEM59L	25789
KLHL26	55295
CRTC1	23373
COMP	1311
UPF1	5976
CERS1	2657
COPE	11316
DDX49	54555
HOMER3	9454
SUGP2	10147
ARMC6	93436
SLC25A42	284439
TMEM161A	54929
MEF2BNB-MEF2B	4207
MEF2B	100271849
MEF2BNB	729991
RFXANK	8625
NR2C2AP	126382
NCAN	1463
HAPLN4	404037
TM6SF2	53345
SUGP1	57794
MAU2	23383
GATAD2A	54815
TSSK6	83983
NDUFA13	51079
YJEFN3	374887
CILP2	148113
PBX4	80714
LPAR2	9170
GMIP	51291
ATP13A1	57130
ZNF101	94039
ZNF14	7561
ZNF506	440515
ZNF253	56242
ZNF93	81931
ZNF682	91120
ZNF90	7643
ZNF486	90649
ZNF737	100129842
ZNF626	199777
ZNF66	7617
ZNF85	7639
ZNF430	80264
ZNF714	148206
ZNF431	170959
ZNF708	7562
ZNF738	148203
ZNF493	284443
ZNF429	353088
ZNF100	163227
ZNF43	7594
ZNF208	7757
ZNF257	113835
ZNF676	163223
ZNF729	100287226
ZNF98	148198
ZNF492	57615
ZNF99	7652
ZNF728	388523
ZNF730	100129543
ZNF724P	440519
ZNF91	7644
ZNF675	171392
ZNF681	148213
ZNF726	730087
ZNF254	9534
UQCRFS1	7386
VSTM2B	342865
POP4	10775
PLEKHF1	79156
C19orf12	83636
CCNE1	898
URI1	8725
ZNF536	9745
TSHZ3	57616
ZNF507	22847
DPY19L3	147991
PDCD5	9141
ANKRD27	84079
RGS9BP	388531
NUDT19	390916
TDRD12	91646
SLC7A9	11136
CEP89	84902
C19orf40	91442
RHPN2	85415
GPATCH1	55094
WDR88	126248
LRP3	4037
SLC7A10	56301
CEBPA	1050
CEBPG	1054
PEPD	5184
CHST8	64377
KCTD15	79047
LSM14A	26065
KIAA0355	9710
GPI	2821
PDCD2L	84306
UBA2	10054
WTIP	126374
SCGB2B2	284402
ZNF302	55900
ZNF181	339318
ZNF599	148103
ZNF30	90075
ZNF792	126375
GRAMD1A	57655
SCN1B	6324
HPN	3249
FXYD3	5349
LGI4	163175
FXYD1	5348
FXYD7	53822
FXYD5	53827
FAM187B	148109
LSR	51599
USF2	7392
HAMP	57817
MAG	4099
CD22	933
FFAR1	2864
FFAR3	2865
GPR42	2866
FFAR2	2867
KRTDAP	388533
DMKN	93099
SBSN	374897
GAPDHS	26330
TMEM147	10430
ATP4A	495
HAUS5	23354
RBM42	79171
ETV2	2116
COX6B1	1340
UPK1A	11045
ZBTB32	27033
KMT2B	9757
IGFLR1	79713
U2AF1L4	199746
PSENEN	55851
LIN37	55957
HSPB6	126393
C19orf55	148137
ARHGAP33	115703
PRODH2	58510
NPHS1	4868
KIRREL2	84063
APLP1	333
NFKBID	84807
HCST	10870
TYROBP	7305
LRFN3	79414
SDHAF1	644096
SYNE4	163183
ALKBH6	84964
CLIP3	25999
THAP8	199745
WDR62	284403
OVOL3	728361
POLR2I	5438
TBCB	1155
CAPNS1	826
COX7A1	1346
ZNF565	147929
ZNF146	7705
ZFP14	57677
ZFP82	284406
ZNF566	84924
ZNF260	339324
ZNF529	57711
ZNF382	84911
ZNF461	92283
ZNF567	163081
ZNF850	342892
CTD-2162K18.4	728485
ZNF790	388536
ZNF345	25850
ZNF829	374899
ZNF568	374900
ZNF420	147923
ZNF585A	199704
ZNF585B	92285
ZNF383	163087
HKR1	284459
ZNF527	84503
ZNF569	148266
ZNF570	148268
ZNF793	390927
ZNF540	163255
ZNF571	51276
ZFP30	22835
ZNF781	163115
ZNF607	84775
ZNF573	126231
WDR87	83889
SIPA1L3	23094
DPF1	8193
SPINT2	10653
PPP1R14A	94274
C19orf33	64073
YIF1B	90522
KCNK6	9424
CATSPERG	57828
PSMD8	5714
GGN	199720
SPRED3	399473
FAM98C	147965
RASGRP4	115727
RYR1	6261
MAP4K1	11184
EIF3K	27335
ACTN4	81
CAPN12	147968
LGALS7	3963
LGALS4	3960
ECH1	1891
HNRNPL	3191
RINL	126432
SIRT2	22933
NFKBIB	4793
CTC-360G5.1	643669
SARS2	54938
MRPS12	6183
FBXO17	115290
FBXO27	126433
PAPL	390928
PAK4	10298
NCCRP1	342897
SYCN	342898
IFNL3	282617
IFNL2	282616
IFNL1	282618
LRFN1	57622
GMFG	9535
SAMD4B	55095
PAF1	54623
MED29	55588
ZFP36	7538
PLEKHG2	64857
RPS16	6217
SUPT5H	6829
TIMM50	92609
DLL3	10683
SELV	348303
EID2B	126272
EID2	163126
LGALS13	29124
LGALS16	148003
LGALS14	56891
CLC	1178
LEUTX	342900
DYRK1B	9149
FBL	2091
PSMC4	5704
ZNF546	339327
ZNF780B	163131
ZNF780A	284323
MAP3K10	4294
TTC9B	148014
CNTD2	79935
AKT2	208
C19orf47	126526
PLD3	23646
HIPK4	147746
PRX	57716
SERTAD1	29950
SERTAD3	29946
BLVRB	645
SPTBN4	57731
SHKBP1	92799
LTBP4	8425
NUMBL	9253
ADCK4	79934
ITPKC	80271
C19orf54	284325
SNRPA	6626
MIA	8190
RAB4B	53916
EGLN2	112398
CYP2A6	1548
CYP2A7	1549
CYP2B6	1555
CYP2A13	1553
CYP2F1	1572
CYP2S1	29785
AXL	558
HNRNPUL1	11100
TGFB1	7040
CCDC97	90324
TMEM91	641649
B9D2	80776
BCKDHA	593
EXOSC5	56915
B3GNT8	374907
ATP5SL	55101
C19orf69	100170765
CEACAM21	90273
CEACAM4	1089
CEACAM7	1087
CEACAM5	1048
CEACAM6	4680
CEACAM3	1084
DMRTC2	63946
RPS19	6223
CD79A	973
ARHGEF1	9138
RABAC1	10567
ATP1A3	478
GRIK5	2901
ZNF574	64763
POU2F2	5452
DEDD2	162989
ZNF526	116115
GSK3A	2931
ERF	2077
CIC	23152
PAFAH1B3	5050
PRR19	284338
TMEM145	284339
MEGF8	1954
CNFN	84518
LIPE	3991
CXCL17	284340
CEACAM1	634
CEACAM8	1088
PSG3	5671
PSG8	440533
PSG1	5669
PSG6	5675
PSG11	5680
PSG2	5670
PSG5	5673
PSG4	5672
PSG9	5678
CD177	57126
TEX101	83639
LYPD3	27076
PHLDB3	653583
ETHE1	23474
ZNF575	284346
XRCC1	7515
PINLYP	390940
IRGQ	126298
ZNF576	79177
SRRM5	100170229
ZNF428	126299
CADM4	199731
PLAUR	5329
IRGC	56269
SMG9	56006
KCNN4	3783
LYPD5	284348
ZNF283	284349
ZNF404	342908
ZNF45	7596
ZNF221	7638
ZNF155	7711
ZNF230	7773
ZNF222	7673
ZNF223	7766
ZNF284	342909
ZNF224	7767
ZNF225	7768
ZNF234	10780
ZNF226	7769
ZNF227	7770
ZNF235	9310
ZNF233	353355
ZNF112	7771
ZNF285	26974
ZNF180	7733
IGSF23	147710
PVR	5817
CEACAM19	56971
CEACAM16	388551
BCL3	602
CBLC	23624
BCAM	4059
PVRL2	5819
TOMM40	10452
APOE	348
APOC1	341
APOC4-APOC2	100533990
APOC4	346
APOC2	344
CLPTM1	1209
RELB	5971
CLASRP	11129
ZNF296	162979
GEMIN7	79760
MARK4	57787
PPP1R37	284352
NKPD1	284353
TRAPPC6A	79090
BLOC1S3	388552
CKM	1158
KLC3	147700
ERCC2	2068
PPP1R13L	10848
CD3EAP	10849
ERCC1	2067
FOSB	2354
RTN2	6253
PPM1N	147699
VASP	7408
OPA3	80207
GPR4	2828
EML2	24139
AC006132.1	100287177
GIPR	2696
SNRPD2	6633
QPCTL	54814
FBXO46	23403
AC074212.3	388553
SIX5	147912
DMPK	1760
DMWD	1762
RSPH6A	81492
SYMPK	8189
FOXA3	3171
IRF2BP1	26145
MYPOP	339344
NANOS2	339345
NOVA2	4858
CCDC61	729440
PGLYRP1	8993
IGFL4	444882
IGFL3	388555
IGFL2	147920
IGFL1	374918
HIF3A	64344
PPP5C	5536
CCDC8	83987
PNMAL1	55228
PPP5D1	100506012
PNMAL2	57469
CALM3	808
PTGIR	5739
GNG8	94235
DACT3	147906
PRKD2	25865
STRN4	29888
FKRP	79147
SLC1A5	6510
AP2S1	1175
ARHGAP35	2909
NPAS1	4861
TMEM160	54958
ZC3H4	23211
SAE1	10055
BBC3	27113
CCDC9	26093
PRR24	255783
C5AR1	728
C5AR2	27202
DHX34	9704
MEIS3	56917
SLC8A2	6543
KPTN	11133
NAPA	8775
ZNF541	84215
GLTSCR1	29998
EHD2	30846
GLTSCR2	29997
SEPW1	6415
TPRX1	284355
CRX	1406
SULT2A1	6822
BSPH1	100131137
ELSPBP1	64100
CABP5	56344
PLA2G4C	8605
LIG1	3978
C19orf68	374920
ZNF114	163071
CARD8	22900
CCDC114	93233
EMP3	2014
TMEM143	55260
SYNGR4	23546
KDELR1	10945
GRIN2D	2906
GRWD1	83743
KCNJ14	3770
CYTH2	9266
LMTK3	114783
SULT2B1	6820
FAM83E	54854
SPACA4	171169
RPL18	6141
SPHK2	56848
DBP	1628
CA11	770
NTN5	126147
FUT2	2524
MAMSTR	284358
RASIP1	54922
IZUMO1	284359
FUT1	2523
FGF21	26291
BCAT2	587
HSD17B14	51171
PLEKHA4	57664
PPP1R15A	23645
TULP2	7288
NUCB1	4924
DHDH	27294
BAX	581
FTL	2512
GYS1	2997
RUVBL2	10856
LHB	3972
CGB	1082
CGB2	114336
CGB1	114335
CGB5	93659
CGB8	94115
CGB7	94027
NTF4	4909
KCNA7	3743
SNRNP70	6625
LIN7B	64130
C19orf73	55150
PPFIA3	8541
HRC	3270
TRPM4	54795
SLC6A16	28968
CD37	951
TEAD2	8463
DKKL1	27120
CCDC155	147872
PTH2	113091
CTD-3148I10.1	100507003
SLC17A7	57030
PIH1D1	55011
ALDH16A1	126133
FLT3LG	2323
RPL13A	23521
RPS11	6205
FCGRT	2217
RCN3	57333
NOSIP	51070
PRRG2	5639
PRR12	57479
RRAS	6237
SCAF1	58506
IRF3	3661
BCL2L12	83596
PRMT1	3276
ADM5	199800
CPT1C	126129
TSKS	60385
AP2A1	160
FUZ	80199
MED25	81857
PTOV1	53635
PNKP	11284
AKT1S1	84335
TBC1D17	79735
IL4I1	259307
NUP62	23636
ATF5	22809
SIGLEC11	114132
VRK3	51231
ZNF473	25888
IZUMO2	126123
MYH14	79784
KCNC3	3748
NR1H2	7376
NAPSA	9476
POLD1	5424
SPIB	6689
MYBPC2	4606
FAM71E1	112703
EMC10	284361
JOSD2	126119
ASPDH	554235
LRRC4B	94030
SYT3	84258
C19orf81	342918
SHANK1	50944
CLEC11A	6320
GPR32	2854
ACPT	93650
C19orf48	84798
KLK1	3816
KLK15	55554
KLK3	354
KLK2	3817
KLK4	9622
KLK5	25818
KLK6	5653
KLK7	5650
KLK8	11202
KLK9	284366
KLK10	5655
KLK11	11012
KLK12	43849
KLK13	26085
KLK14	43847
CTU1	90353
SIGLEC9	27180
SIGLEC7	27036
CD33	945
SIGLECL1	284369
IGLON5	402665
VSIG10L	147645
ETFB	2109
CLDND2	125875
NKG7	4818
LIM2	3982
CTD-2616J11.4	147646
SIGLEC10	89790
SIGLEC8	27181
CEACAM18	729767
SIGLEC12	89858
SIGLEC6	946
ZNF175	7728
SIGLEC5	8778
SIGLEC14	100049587
HAS1	3036
FPR1	2357
FPR2	2358
FPR3	2359
ZNF577	84765
ZNF649	65251
ZNF613	79898
ZNF350	59348
ZNF615	284370
ZNF614	80110
ZNF432	9668
ZNF841	284371
ZNF616	90317
ZNF836	162962
PPP2R1A	5518
ZNF766	90321
ZNF480	147657
ZNF610	162963
ZNF880	400713
ZNF528	84436
ZNF534	147658
ZNF578	147660
ZNF808	388558
ZNF701	55762
ZNF83	55769
ZNF611	81856
ZNF600	162966
ZNF28	7576
ZNF468	90333
ZNF320	162967
ZNF816	125893
ZNF321P	100529240
ERVV-1	147664
ERVV-2	100271846
ZNF160	90338
ZNF415	55786
ZNF347	84671
ZNF665	79788
ZNF677	342926
VN1R2	317701
VN1R4	317703
BIRC8	112401
ZNF845	91664
ZNF525	170958
ZNF765	91661
ZNF813	126017
ZNF331	55422
CTB-167G5.5	284379
DPRX	503834
NLRP12	91662
MYADM	91663
PRKCG	5582
CACNG7	59284
CACNG8	59283
CACNG6	59285
VSTM1	284415
TARM1	441864
OSCAR	126014
NDUFA3	4696
TFPT	29844
PRPF31	26121
CNOT3	4849
LENG1	79165
TMC4	147798
MBOAT7	79143
TSEN34	79042
RPS9	6203
LILRB3	11025
LILRA6	79168
LILRB5	10990
LILRB2	10288
LILRA5	353514
LILRA4	23547
LAIR1	3903
TTYH1	57348
LENG8	114823
CDC42EP5	148170
LAIR2	3904
KIR3DX1	90011
LILRA2	11027
LILRB1	10859
LILRA1	11024
LILRB4	11006
KIR3DL1	3811
KIR3DL3	115653
KIR2DL4	3805
KIR2DL3	3804
KIR2DL1	3802
KIR3DL2	3812
FCAR	2204
NCR1	9437
NLRP7	199713
NLRP2	55655
GP6	51206
RDH13	112724
EPS8L1	54869
PPP1R12C	54776
TNNT1	7138
TNNI3	7137
DNAAF3	352909
SYT5	6861
PTPRH	5794
TMEM86B	255043
PPP6R1	22870
HSPBP1	23640
BRSK1	84446
TMEM150B	284417
SUV420H2	84787
COX6B2	125965
FAM71E2	284418
IL11	3589
TMEM190	147744
TMEM238	388564
RPL28	6158
UBE2S	27338
SHISA7	729956
ISOC2	79763
ZNF628	89887
NAT14	57106
SSC5D	284297
SBK2	646643
SBK3	100130827
ZNF579	163033
FIZ1	84922
ZNF524	147807
ZNF865	100507290
ZNF784	147808
ZNF580	51157
ZNF581	51545
CCDC106	29903
U2AF2	11338
EPN1	29924
NLRP9	338321
RFPL4A	342931
RFPL4AL1	729974
NLRP11	204801
NLRP4	147945
NLRP13	126204
NLRP8	126205
NLRP5	126206
ZNF787	126208
ZNF444	55311
GALP	85569
ZSCAN5B	342933
ZSCAN5C	649137
ZSCAN5A	79149
AC006116.20	100506374
ZNF582	147948
ZNF583	147949
ZNF667	63934
ZNF471	57573
ZFP28	140612
ZNF470	388566
ZNF71	58491
SMIM17	147670
ZNF835	90485
ZIM2	23619
PEG3	5178
USP29	57663
ZIM3	114026
DUXA	503835
ZNF264	9422
AURKC	6795
ZNF805	390980
ZNF460	10794
ZNF543	125919
ZNF304	57343
ZNF547	284306
TRAPPC2P1	10597
ZNF548	147694
ZNF17	7565
ZNF749	388567
VN1R1	57191
ZNF772	400720
ZNF419	79744
ZNF773	374928
ZNF549	256051
ZNF550	162972
ZNF416	55659
ZIK1	284307
ZNF530	348327
ZNF134	7693
ZNF211	10520
ZSCAN4	201516
ZNF551	90233
ZNF154	7710
ZNF671	79891
ZNF776	284309
ZNF586	54807
ZNF552	79818
ZNF587B	100293516
ZNF814	730051
ZNF587	84914
ZNF417	147687
ZNF418	147686
ZNF256	10172
C19orf18	147685
ZNF606	80095
CTD-2368P22.1	100128398
ZSCAN1	284312
ZNF135	7694
ZSCAN18	65982
ZNF329	79673
ZNF274	10782
ZNF544	27300
ZSCAN22	342945
A1BG	1
ZNF497	162968
ZNF837	116412
RPS5	6193
AC012313.1	646862
ZNF584	201514
ZNF132	7691
ZNF324B	388569
ZNF324	25799
ZNF446	55663
SLC27A5	10998
ZBTB45	84878
TRIM28	10155
CHMP2A	27243
UBE2M	9040
MZF1	7593
SRY	6736
RPS4Y1	6192
ZFY	7544
TGIF2LY	90655
PCDH11Y	83259
TSPY2	64591
AMELY	266
TBL1Y	90665
TSPY4	728395
TSPY8	728403
TSPY3	728137
TSPY1	7258
AC006156.1	100289150
TSPY10	100289087
USP9Y	8287
DDX3Y	8653
UTY	7404
TMSB4Y	9087
VCY	9084
VCY1B	353513
NLGN4Y	22829
CDY2B	203611
CDY2A	9426
HSFY1	86614
HSFY2	159119
KDM5D	8284
EIF1AY	9086
CYorf17	100533178
RBMY1B	378948
RBMY1A1	5940
RBMY1E	378950
RBMY1D	378949
PRY2	442862
RBMY1F	159163
RBMY1J	378951
PRY	9081
BPY2	9083
DAZ1	1617
DAZ2	57055
CDY1B	253175
BPY2B	442867
DAZ3	57054
DAZ4	57135
BPY2C	442868
CDY1	9085
POTEH	23784
OR11H1	81061
CCT8L2	150160
XKR3	150165
GAB4	128954
IL17RA	23765
CECR6	27439
AC006946.15	100996342
CECR5	27440
CECR1	51816
CECR2	27443
SLC25A18	83733
ATP6V1E1	529
BCL2L13	23786
BID	637
MICAL3	57553
PEX26	55670
TUBA8	51807
USP18	11274
AC008132.1	642643
AC008132.13	102725072
DGCR6	8214
PRODH	5625
DGCR2	9993
DGCR14	8220
TSSK2	23617
GSC2	2928
SLC25A1	6576
CLTCL1	8218
HIRA	7290
C22orf39	128977
MRPL40	64976
UFD1L	7353
CDC45	8318
CLDN5	7122
SEPT5	5413
GP1BB	2812
TBX1	6899
GNB1L	54584
C22orf29	79680
TXNRD2	10587
COMT	1312
ARVCF	421
TANGO2	128989
DGCR8	54487
TRMT2A	27037
RANBP1	5902
ZDHHC8	29801
AC006547.14	388849
RTN4R	65078
DGCR6L	85359
FAM230A	101927859
USP41	373856
ZNF74	7625
SCARF2	91179
KLHL22	84861
MED15	51586
PI4KA	5297
SERPIND1	3053
SNAP29	9342
CRKL	1399
AIFM3	150209
LZTR1	8216
THAP7	80764
P2RX6	9127
SLC7A4	6545
AC002472.13	400891
GGT2	728441
HIC2	23119
RIMBP3C	150221
UBE2L3	7332
YDJC	150223
CCDC116	164592
SDF2L1	23753
PPIL2	23759
YPEL1	29799
MAPK1	5594
PPM1F	9647
TOP3B	8940
VPREB1	7441
ZNF280A	129025
PRAME	23532
LL22NC03-63E9.3	648691
GGTLC2	91227
IGLL5	100423062
RTDR1	27156
GNAZ	2781
RAB36	9609
BCR	613
IGLL1	3543
C22orf43	51233
RGL4	266747
ZNF70	7621
VPREB3	29802
C22orf15	150248
CHCHD10	400916
MMP11	4320
SMARCB1	6598
DERL3	91319
SLC2A11	66035
MIF	4282
AP000350.4	284889
GSTT2B	653689
DDTL	100037417
DDT	1652
GSTT2	2953
CABIN1	23523
SUSD2	56241
GGT5	2687
SPECC1L	23384
ADORA2A	135
UPB1	51733
GUCD1	83606
SNRPD3	6634
GGT1	2678
FAM211B	388886
PIWIL3	440822
SGSM1	129049
TMEM211	255349
KIAA1671	85379
CRYBB3	1417
CRYBB2	1415
LRP5L	91355
ADRBK2	157
MYO18B	84700
SEZ6L	23544
ASPHD2	57168
HPS4	89781
SRRD	402055
TFIP11	24144
TPST2	8459
CRYBB1	1414
CRYBA4	1413
MN1	4330
PITPNB	23760
TTC28	23331
CHEK2	11200
HSCB	150274
CCDC117	150275
XBP1	7494
ZNRF3	84133
C22orf31	25770
KREMEN1	83999
EMID1	129080
RHBDD3	25807
EWSR1	2130
GAS2L1	10634
RASL10A	10633
AP1B1	162
RFPL1	5988
NEFH	4744
THOC5	8563
NIPSNAP1	8508
NF2	4771
CABP7	164633
ZMAT5	55954
UQCR10	29796
ASCC2	84164
MTMR3	8897
HORMAD2	150280
LIF	3976
OSM	5008
GATSL3	652968
TBC1D10A	83874
SF3A1	10291
CCDC157	550631
RNF215	200312
SEC14L2	23541
MTFP1	51537
SEC14L3	266629
SEC14L4	284904
SEC14L6	730005
GAL3ST1	9514
PES1	23481
TCN2	6948
SLC35E4	339665
DUSP18	150290
OSBP2	23762
MORC2	22880
SMTN	6525
SELM	140606
INPP5J	27124
PLA2G3	50487
RNF185	91445
LIMK2	3985
PIK3IP1	113791
PATZ1	23598
DRG1	4733
EIF4ENIF1	56478
SFI1	9814
PISD	23761
PRR14L	253143
DEPDC5	9681
C22orf24	25775
YWHAH	7533
SLC5A1	6523
C22orf42	150297
RFPL2	10739
SLC5A4	6527
RFPL3	10738
RFPL3S	10737
RTCB	51493
BPIFC	254240
FBXO7	25793
SYN3	8224
TIMP3	7078
LARGE	9215
ISX	91464
HMGXB4	10042
TOM1	10043
HMOX1	3162
MCM5	4174
RASD2	23551
MB	4151
APOL6	80830
APOL5	80831
RBFOX2	23543
APOL3	80833
APOL4	80832
APOL2	23780
APOL1	8542
MYH9	4627
TXN2	25828
FOXRED2	80020
EIF3D	8664
CACNG2	10369
IFT27	11020
PVALB	5816
NCF4	4689
CSF2RB	1439
TEX33	339669
TST	7263
MPST	4357
KCTD17	79734
TMPRSS6	164656
IL2RB	3560
C1QTNF6	114904
RAC2	5880
CYTH4	27128
ELFN2	114794
MFNG	4242
CARD10	29775
CDC42EP1	11135
LGALS2	3957
GGA1	26088
SH3BP1	23616
PDXP	57026
LGALS1	3956
TRIOBP	11078
H1F0	3005
GCAT	23464
GALR3	8484
ANKRD54	129138
EIF3L	51386
MICALL1	85377
C22orf23	84645
POLR2F	5435
SOX10	6663
PICK1	9463
SLC16A8	23539
BAIAP2L2	80115
PLA2G6	8398
MAFF	23764
TMEM184B	25829
CSNK1E	1454
KCNJ4	3761
KDELR3	11015
DDX17	10521
DMC1	11144
FAM227A	646851
CBY1	25776
TOMM22	56993
JOSD1	9929
GTPBP1	9567
SUN2	25777
DNAL4	10126
NPTXR	23467
CBX6	23466
APOBEC3A	200315
APOBEC3B	9582
APOBEC3C	27350
APOBEC3D	140564
APOBEC3F	200316
APOBEC3G	60489
APOBEC3H	164668
CBX7	23492
PDGFB	5155
RPL3	6122
SYNGR1	9145
TAB1	10454
MGAT3	4248
MIEF1	54471
ATF4	468
RPS19BP1	91582
CACNA1I	8911
ENTHD1	150350
GRAP2	9402
FAM83F	113828
TNRC6B	23112
ADSL	158
SGSM3	27352
MKL1	57591
MCHR1	2847
SLC25A17	10478
ST13	6767
XPNPEP3	63929
DNAJB7	150353
RBX1	9978
EP300	2033
L3MBTL2	83746
CHADL	150356
RANGAP1	5905
ZC3H7B	23264
TEF	7008
TOB2	10766
PHF5A	84844
ACO2	50
POLR3H	171568
CSDC2	27254
PMM1	5372
DESI1	27351
XRCC6	2547
NHP2L1	4809
C22orf46	79640
MEI1	150365
CCDC134	79879
SREBF2	6721
SHISA8	440829
TNFRSF13C	115650
CENPM	79019
SEPT3	55964
WBP2NL	164684
NAGA	4668
FAM109B	150368
SMDT1	91689
NDUFA6	4700
CYP2D6	1565
TCF20	6942
NFAM1	150372
RRP7A	27341
SERHL2	253190
POLDIP3	84271
CYB5R3	1727
ATP5L2	267020
A4GALT	53947
ARFGAP3	26286
PACSIN2	11252
TTLL1	25809
BIK	638
MCAT	27349
TSPO	706
TTLL12	23170
SCUBE1	80274
MPPED1	758
EFCAB6	64800
SULT4A1	25830
