genesymbol,ensg_id,Length
TUBBP8,ENSG00000259300,1232
RP11-643A5.1,ENSG00000259301,290
RP11-182J1.11,ENSG00000259302,33
IGHV2OR16-5,ENSG00000259303,358
CTD-2014N11.3,ENSG00000259304,1144
ZHX1-C8orf76,ENSG00000259305,1528
RP11-108K3.2,ENSG00000259306,776
PLCB2-AS1,ENSG00000259307,568
RP11-382A20.1,ENSG00000259308,404
RP11-19J5.2,ENSG00000259309,547
RP11-522B15.5,ENSG00000259312,552
CTD-3065B20.3,ENSG00000259314,807
RP11-752G15.9,ENSG00000259315,2096
CTD-2116N17.1,ENSG00000259316,2732
RP11-561C5.7,ENSG00000259317,368
RP11-454L9.2,ENSG00000259318,294
RP11-293M10.6,ENSG00000259319,4059
RP11-183E24.2,ENSG00000259320,410
RP11-468E2.5,ENSG00000259321,747
RP11-762H8.1,ENSG00000259322,449
OR11K1P,ENSG00000259324,904
RP11-102L12.2,ENSG00000259326,2129
CTD-2184D3.6,ENSG00000259327,874
INAFM2,ENSG00000259330,594
RP11-57P19.1,ENSG00000259331,648
ST20-MTHFS,ENSG00000259332,869
RP11-630H24.4,ENSG00000259333,237
LINC00596,ENSG00000259334,937
HNRNPMP1,ENSG00000259335,1768
RP11-323I15.5,ENSG00000259336,1342
IGHV1OR15-2,ENSG00000259337,353
CTD-2651B20.2,ENSG00000259338,397
TGIF1P1,ENSG00000259339,802
CTD-2027G2.1,ENSG00000259340,137
RP11-20G13.1,ENSG00000259341,395
RP11-519G16.5,ENSG00000259342,729
TMC3-AS1,ENSG00000259343,1349
RP11-624L4.1,ENSG00000259345,3242
RP11-349G13.2,ENSG00000259346,390
RP11-798K3.2,ENSG00000259347,1015
RP11-4G2.1,ENSG00000259348,561
RP11-15E18.1,ENSG00000259349,718
RP11-63A23.2,ENSG00000259350,470
RP11-111E14.1,ENSG00000259351,1072
RP11-109D20.2,ENSG00000259352,426
RP11-30K9.5,ENSG00000259353,450
RP11-519G16.3,ENSG00000259354,3886
RP11-90E5.1,ENSG00000259356,1781
RP11-316M1.12,ENSG00000259357,778
RP11-456J20.1,ENSG00000259358,2459
RP11-327J17.2,ENSG00000259359,751
RP11-142J21.1,ENSG00000259360,581
LINC00927,ENSG00000259361,3664
RP11-307C19.1,ENSG00000259362,3814
CTD-2054N24.2,ENSG00000259363,1291
RP11-64K12.9,ENSG00000259364,584
RP11-424I19.1,ENSG00000259365,556
CTD-2647L4.4,ENSG00000259366,552
RP11-815J21.4,ENSG00000259367,660
RP11-64K12.4,ENSG00000259368,482
RP11-291H24.1,ENSG00000259369,129
RP11-1069G10.1,ENSG00000259370,8535
RP11-468E2.6,ENSG00000259371,850
CTD-2240J17.1,ENSG00000259372,893
RP11-736N17.4,ENSG00000259374,2285
RP11-815J21.2,ENSG00000259375,953
RP11-505E24.3,ENSG00000259376,491
CTD-2308G16.1,ENSG00000259377,581
DCAF13P3,ENSG00000259378,1334
RP11-925D8.5,ENSG00000259379,1802
RP11-346D14.1,ENSG00000259380,2982
RP11-192M23.1,ENSG00000259381,1222
RP11-403B2.6,ENSG00000259383,748
GH1,ENSG00000259384,1196
RP11-605F22.1,ENSG00000259385,695
CTD-2647E9.1,ENSG00000259388,1852
H3F3AP1,ENSG00000259389,334
RP11-27M9.1,ENSG00000259390,552
RP11-758N13.3,ENSG00000259392,344
RP11-313H3.1,ENSG00000259393,763
RP11-244F12.1,ENSG00000259394,952
RP11-475A13.2,ENSG00000259395,2428
RP11-16O9.2,ENSG00000259396,476
RP11-323I15.2,ENSG00000259397,730
RP11-430B1.1,ENSG00000259398,381
TGIF2-C20orf24,ENSG00000259399,918
RP11-30K9.4,ENSG00000259402,526
RP11-315L6.1,ENSG00000259403,454
EFTUD1P1,ENSG00000259404,1798
ISCA1P4,ENSG00000259405,134
RP11-158M2.3,ENSG00000259407,964
RP11-3D4.3,ENSG00000259408,964
RP11-521C20.3,ENSG00000259409,461
RP11-34F13.3,ENSG00000259410,401
HNRNPA1P45,ENSG00000259411,1078
RP11-5O23.1,ENSG00000259413,583
HERC2P7,ENSG00000259414,726
RP11-7M10.2,ENSG00000259415,429
RP11-158M2.5,ENSG00000259416,855
LINC01314,ENSG00000259417,6890
RP11-109D20.1,ENSG00000259418,542
HNRNPCP3,ENSG00000259419,875
RP11-307C19.2,ENSG00000259420,1224
CTA-150C2.20,ENSG00000259421,258
RP11-593F23.1,ENSG00000259422,2354
RP11-265N7.2,ENSG00000259423,1226
RP11-35O15.1,ENSG00000259424,334
RP11-566K19.5,ENSG00000259425,1623
RP11-253M7.1,ENSG00000259426,2265
DPPA5P2,ENSG00000259427,299
HMGB3P26,ENSG00000259428,582
UBE2Q2P2,ENSG00000259429,1855
CERS3-AS1,ENSG00000259430,661
THTPA,ENSG00000259431,2894
RP11-37C7.2,ENSG00000259432,567
CTD-2651B20.4,ENSG00000259433,2426
RP11-720L8.1,ENSG00000259434,463
OR4N3P,ENSG00000259435,818
CTC-378H22.2,ENSG00000259436,1955
RP11-798K3.4,ENSG00000259437,423
CTD-2650P22.1,ENSG00000259438,865
RP11-89K21.1,ENSG00000259439,3872
NPM1P43,ENSG00000259440,786
MRPL15P1,ENSG00000259441,878
RP11-752G15.8,ENSG00000259442,1091
RP11-403B2.5,ENSG00000259443,1074
RP11-736N17.8,ENSG00000259444,386
RP11-276M12.1,ENSG00000259445,526
RP11-489D6.2,ENSG00000259446,561
RP11-462P6.1,ENSG00000259447,1112
RP11-16E12.1,ENSG00000259448,1901
NIFKP8,ENSG00000259449,874
RP11-265N7.1,ENSG00000259450,1961
RP11-138H8.4,ENSG00000259452,474
RP11-815J21.1,ENSG00000259453,746
WBP1LP5,ENSG00000259454,414
ADNP-AS1,ENSG00000259456,927
RP11-279F6.2,ENSG00000259457,890
MGC15885,ENSG00000259458,2425
RP11-321G12.1,ENSG00000259459,2230
RP11-128A17.1,ENSG00000259460,464
ANP32BP3,ENSG00000259461,706
CPEB1-AS1,ENSG00000259462,5014
RP11-540O11.7,ENSG00000259463,414
SNRPCP18,ENSG00000259464,439
AHCYP7,ENSG00000259465,1308
NPM1P47,ENSG00000259466,856
NDUFAF4P1,ENSG00000259467,519
RP11-1084A12.2,ENSG00000259468,387
RP11-227D13.4,ENSG00000259469,540
KRT8P9,ENSG00000259470,1449
LINC01169,ENSG00000259471,833
RP11-96C21.1,ENSG00000259473,239
RP11-650L12.1,ENSG00000259474,325
RP11-654A16.3,ENSG00000259475,588
RP11-50C13.2,ENSG00000259476,1757
RP11-86K22.1,ENSG00000259477,931
RP11-753A21.1,ENSG00000259478,1963
SORD2P,ENSG00000259479,2301
RP11-39M21.1,ENSG00000259481,476
RORA-AS2,ENSG00000259482,664
RP11-930O11.2,ENSG00000259483,517
CTD-2147F2.1,ENSG00000259485,989
RP11-154J22.1,ENSG00000259488,4710
KRT18P47,ENSG00000259489,977
IGHV3OR15-7,ENSG00000259490,359
RP11-621H8.2,ENSG00000259493,1049
MRPL46,ENSG00000259494,6432
RP11-210M15.2,ENSG00000259495,7251
RP11-19J5.1,ENSG00000259496,731
RP11-244F12.3,ENSG00000259498,3354
RP11-616K22.2,ENSG00000259499,655
KRT8P24,ENSG00000259500,1559
RP11-643G16.3,ENSG00000259502,619
RP11-543G18.1,ENSG00000259503,527
RP11-352D13.5,ENSG00000259504,883
RP11-74D7.1,ENSG00000259505,1203
RP11-719C20.1,ENSG00000259507,573
RP11-661D19.3,ENSG00000259508,1006
RP11-627D16.2,ENSG00000259509,433
UBE2Q2L,ENSG00000259511,499
HNRNPA1P5,ENSG00000259512,966
CYCSP38,ENSG00000259513,322
RP11-685G9.2,ENSG00000259514,758
RP11-365N19.2,ENSG00000259515,828
ANP32AP1,ENSG00000259516,1074
RP11-324D17.1,ENSG00000259517,540
LINC01583,ENSG00000259518,2568
RP11-519G16.2,ENSG00000259519,292
CTD-2651B20.3,ENSG00000259520,1455
RP11-540O11.4,ENSG00000259521,712
RP11-468E2.2,ENSG00000259522,4351
RP11-680F8.3,ENSG00000259523,1451
GCSHP2,ENSG00000259525,527
LINC00052,ENSG00000259527,1966
RP11-272D12.2,ENSG00000259528,531
RP11-468E2.4,ENSG00000259529,4798
RP11-259A24.1,ENSG00000259530,925
RP11-295H24.3,ENSG00000259531,1562
RP11-138H8.2,ENSG00000259532,472
RP11-630H24.3,ENSG00000259533,201
RP11-522B15.7,ENSG00000259534,542
RPL21P12,ENSG00000259535,515
RP11-111A22.1,ENSG00000259536,2321
UBE2Q2P11,ENSG00000259538,205
CTD-2651B20.1,ENSG00000259539,595
RP11-526I2.1,ENSG00000259540,632
RP11-778O17.4,ENSG00000259541,2600
RP11-522B15.4,ENSG00000259542,812
CTD-2034I4.1,ENSG00000259543,564
RP11-158M2.2,ENSG00000259544,569
RP11-325E5.4,ENSG00000259545,598
RP11-351M8.2,ENSG00000259546,683
CYCSP2,ENSG00000259547,301
RP11-38G5.2,ENSG00000259548,539
HNRNPA1P74,ENSG00000259550,835
RP11-182J1.10,ENSG00000259551,546
AC140725.4,ENSG00000259553,909
RP11-408J6.1,ENSG00000259554,555
RP11-335K5.2,ENSG00000259555,1980
RP11-56B16.2,ENSG00000259556,1041
HMGN1P26,ENSG00000259557,303
MESTP2,ENSG00000259558,889
RP11-648K4.2,ENSG00000259560,448
RP11-300G22.2,ENSG00000259561,449
RP11-762H8.2,ENSG00000259562,695
CTD-2329K10.1,ENSG00000259563,498
RP11-16B9.1,ENSG00000259564,399
KRT8P23,ENSG00000259565,1207
RP11-97O12.3,ENSG00000259569,276
RP11-671M22.4,ENSG00000259570,389
BLID,ENSG00000259571,862
LINC01491,ENSG00000259572,966
NMNAT1P5,ENSG00000259573,841
RP11-39M21.2,ENSG00000259575,481
RP11-430B1.2,ENSG00000259577,2096
RP11-66B24.5,ENSG00000259579,643
RP11-37C7.1,ENSG00000259580,318
TYRO3P,ENSG00000259581,2705
RP11-461F11.3,ENSG00000259582,1780
RP11-66B24.4,ENSG00000259583,6792
RP11-521C20.2,ENSG00000259584,864
RBM17P4,ENSG00000259585,1192
RP11-66B24.3,ENSG00000259586,164
RP11-463I20.2,ENSG00000259587,477
RP11-552E10.1,ENSG00000259588,472
RP11-317G6.1,ENSG00000259589,580
RP11-20G13.3,ENSG00000259590,323
RP11-554D20.1,ENSG00000259591,982
PRELID1P4,ENSG00000259592,512
RP11-640I2.1,ENSG00000259593,246
CTD-2034I4.2,ENSG00000259594,1087
RP11-516C1.1,ENSG00000259595,625
RP11-275I4.1,ENSG00000259598,553
RP11-925D8.3,ENSG00000259600,1481
RP11-568G20.2,ENSG00000259601,1985
RP11-138E16.1,ENSG00000259602,666
CTD-2012M11.3,ENSG00000259603,383
RP11-66B24.1,ENSG00000259604,1183
AC074212.5,ENSG00000259605,2600
CTD-2647L4.5,ENSG00000259607,585
RP11-23A22.1,ENSG00000259608,255
RP11-342A23.1,ENSG00000259609,996
RP11-499F3.1,ENSG00000259610,476
LINC01582,ENSG00000259611,930
EEF1A1P22,ENSG00000259612,1380
RP11-522B15.6,ENSG00000259614,843
RP11-429B14.3,ENSG00000259615,459
RP11-507B12.2,ENSG00000259616,1985
RP11-540O11.6,ENSG00000259617,500
RP11-562A8.5,ENSG00000259618,297
RP11-390M11.1,ENSG00000259619,2289
RP11-133L19.1,ENSG00000259620,499
RP11-654A16.1,ENSG00000259621,263
RP11-597K23.1,ENSG00000259622,396
RP11-156E6.1,ENSG00000259623,2930
RP11-138H8.3,ENSG00000259624,440
RP11-925D8.2,ENSG00000259626,328
RP11-244F12.2,ENSG00000259627,691
RP11-467H10.2,ENSG00000259628,617
CTD-2262B20.1,ENSG00000259630,406
RP11-557C18.4,ENSG00000259631,326
RP11-56B16.1,ENSG00000259632,1800
UBE2Q2P8,ENSG00000259633,102
AC100830.3,ENSG00000259635,1609
RP11-133L19.2,ENSG00000259636,351
DNM1P38,ENSG00000259637,433
RP11-184D12.1,ENSG00000259639,1294
PCAT29,ENSG00000259641,2830
ST20-AS1,ENSG00000259642,4223
RP11-680F8.4,ENSG00000259644,1346
RP11-253M7.6,ENSG00000259645,694
AC140725.7,ENSG00000259646,51
RP11-143J24.1,ENSG00000259647,485
RP11-643G16.4,ENSG00000259648,1698
RP11-351M8.1,ENSG00000259649,744
RP11-272D12.1,ENSG00000259650,371
CTD-2330J20.1,ENSG00000259651,289
RP11-797A18.3,ENSG00000259652,264
RP11-245C17.2,ENSG00000259654,487
CTD-2054N24.1,ENSG00000259655,739
RP11-325E5.1,ENSG00000259656,743
PIGHP1,ENSG00000259657,565
RP11-89K11.1,ENSG00000259658,711
RP11-151N17.1,ENSG00000259659,653
DNM1P47,ENSG00000259660,15281
AC068831.15,ENSG00000259661,795
CTD-2314G24.2,ENSG00000259663,7152
CTD-2147F2.2,ENSG00000259664,1726
RP11-323I15.3,ENSG00000259665,370
LINGO1-AS1,ENSG00000259666,2720
RP11-707P17.2,ENSG00000259668,1263
RP11-643A5.2,ENSG00000259669,1295
RP11-485O10.2,ENSG00000259670,406
RP11-925D8.6,ENSG00000259671,1102
RP11-69G7.1,ENSG00000259672,658
IQCH-AS1,ENSG00000259673,6732
RP11-356M20.1,ENSG00000259674,802
RP11-507B12.1,ENSG00000259675,434
RP11-343B18.2,ENSG00000259676,571
RP11-493E3.1,ENSG00000259677,746
RP11-707P17.1,ENSG00000259678,560
RP11-812E19.9,ENSG00000259680,349
RP11-96O20.2,ENSG00000259681,431
RP11-702L15.4,ENSG00000259682,391
RP11-182J1.14,ENSG00000259683,970
RP11-120K9.2,ENSG00000259684,606
CTD-2315E11.1,ENSG00000259685,355
HNRNPA1P71,ENSG00000259686,950
LINC01220,ENSG00000259687,718
RP11-139F4.2,ENSG00000259688,224
CTD-3118D7.1,ENSG00000259690,3355
FKBP1AP2,ENSG00000259691,283
RP11-499F3.2,ENSG00000259692,767
RP13-262C2.3,ENSG00000259694,546
RP11-14C10.2,ENSG00000259695,664
RP11-126F18.2,ENSG00000259696,939
RP11-299H22.1,ENSG00000259697,2369
KIAA0125P2,ENSG00000259698,410
HMGB1P8,ENSG00000259699,949
RP11-485O10.3,ENSG00000259700,1209
RP11-108K3.3,ENSG00000259701,363
RP11-236L14.1,ENSG00000259702,571
LINC00593,ENSG00000259703,1828
CTD-3094K11.1,ENSG00000259704,402
RP11-227D13.1,ENSG00000259705,1943
HSP90B2P,ENSG00000259706,2384
RP11-752G15.4,ENSG00000259707,636
RP11-762H8.3,ENSG00000259708,685
CTD-2184D3.7,ENSG00000259709,1538
NUTF2P6,ENSG00000259710,385
CTD-3032H12.2,ENSG00000259711,359
CTD-2184D3.5,ENSG00000259712,635
RP11-429B14.1,ENSG00000259713,501
CTD-3110H11.1,ENSG00000259715,612
LINC00677,ENSG00000259717,584
RP11-930O11.1,ENSG00000259719,846
RP11-348B17.1,ENSG00000259720,658
RP11-758N13.1,ENSG00000259721,1738
RP11-94P14.1,ENSG00000259722,245
RP5-823G15.5,ENSG00000259723,542
LINC01581,ENSG00000259724,3267
CTD-3032H12.1,ENSG00000259725,778
CSPG4P11,ENSG00000259726,4910
RP11-1069G10.2,ENSG00000259727,1225
LINC00933,ENSG00000259728,3000
CTD-2007H18.1,ENSG00000259730,325
RP11-326N17.1,ENSG00000259731,823
RP11-59H7.3,ENSG00000259732,633
RP11-182L7.1,ENSG00000259734,499
RP11-356M20.3,ENSG00000259735,497
CRTC3-AS1,ENSG00000259736,957
RP11-475A13.1,ENSG00000259737,3666
ZNF444P1,ENSG00000259738,298
RP11-142J21.2,ENSG00000259740,396
CTD-2014N11.1,ENSG00000259742,509
RP11-315O8.1,ENSG00000259743,800
RP11-138H8.6,ENSG00000259744,755
HSPE1P3,ENSG00000259746,309
RP11-275I4.2,ENSG00000259747,815
CTD-2022H16.2,ENSG00000259749,754
RP11-356M20.2,ENSG00000259750,784
RP11-83J16.3,ENSG00000259751,1259
FKSG62,ENSG00000259752,375
RP11-290H9.2,ENSG00000259753,2785
RP11-208K4.1,ENSG00000259754,581
RP11-505E24.2,ENSG00000259755,720
RP11-625H11.2,ENSG00000259756,577
RP11-129I19.2,ENSG00000259757,688
RP11-324D17.2,ENSG00000259759,451
RP11-20G13.2,ENSG00000259760,198
RP11-138H10.2,ENSG00000259761,509
RP11-158M2.4,ENSG00000259762,494
RP11-327J17.1,ENSG00000259763,447
PCSK6-AS1,ENSG00000259764,639
RP11-90B9.2,ENSG00000259767,454
RP5-991G20.1,ENSG00000259768,4842
RP11-1360M22.2,ENSG00000259769,1699
RP11-81A1.3,ENSG00000259770,1081
RP11-429D19.1,ENSG00000259771,448
RP11-16E12.2,ENSG00000259772,1563
RP11-507J18.2,ENSG00000259773,304
RP11-182J1.13,ENSG00000259774,1212
RP11-45P15.4,ENSG00000259775,694
RP11-544D21.2,ENSG00000259776,3011
RP11-231E4.2,ENSG00000259779,2339
RP11-304L19.12,ENSG00000259780,1225
RP11-673C5.1,ENSG00000259781,646
CTD-2270L9.2,ENSG00000259782,837
RP11-1006G14.2,ENSG00000259783,594
RP11-20I23.3,ENSG00000259784,596
CTD-2118P12.1,ENSG00000259786,2816
RP11-359K18.3,ENSG00000259788,1082
RP11-1078H9.6,ENSG00000259789,2626
ANP32BP1,ENSG00000259790,1297
RP11-14K3.7,ENSG00000259791,554
RP11-114H24.6,ENSG00000259792,483
RP11-400N9.1,ENSG00000259793,2285
RP11-96D1.3,ENSG00000259797,428
RP11-23E19.2,ENSG00000259798,483
RP11-554A11.9,ENSG00000259799,778
RP11-19N8.6,ENSG00000259800,208
CTD-2256P15.2,ENSG00000259802,901
SLC22A31,ENSG00000259803,2610
CTD-2012K14.7,ENSG00000259804,899
RP11-382A20.5,ENSG00000259805,754
RP11-426C22.4,ENSG00000259807,2099
AC002519.8,ENSG00000259810,2792
RP5-1142A6.5,ENSG00000259813,213
RP11-300A12.2,ENSG00000259814,1537
RP11-565N2.2,ENSG00000259815,285
RP11-53L24.1,ENSG00000259817,392
RP5-1024G6.7,ENSG00000259818,3591
RP11-568A19.1,ENSG00000259819,405
AC083843.1,ENSG00000259820,6253
RP11-169E6.4,ENSG00000259821,744
RP11-1292F20.1,ENSG00000259822,250
LYPD8,ENSG00000259823,2237
RP11-467D6.1,ENSG00000259826,2234
RP11-343H19.2,ENSG00000259827,551
RP11-63E9.1,ENSG00000259828,3996
LINC00567,ENSG00000259831,3409
CYP4A26P,ENSG00000259832,196
RP11-23E19.1,ENSG00000259833,666
RP11-284N8.3,ENSG00000259834,3481
RP11-80F22.5,ENSG00000259836,976
RP11-672L10.1,ENSG00000259837,861
TCEB1P2,ENSG00000259838,332
RP11-491F9.6,ENSG00000259839,309
LA16c-380A1.1,ENSG00000259840,446
LINC01566,ENSG00000259841,2961
IGHV3OR16-16,ENSG00000259842,343
RP11-429P3.3,ENSG00000259843,498
GNPATP,ENSG00000259844,1980
HERC2P10,ENSG00000259845,2393
RP11-467L24.1,ENSG00000259846,548
RP11-95H3.1,ENSG00000259847,890
AC097374.2,ENSG00000259848,7136
VENTXP1,ENSG00000259849,2716
IGHV1OR16-2,ENSG00000259852,349
RP11-211G23.1,ENSG00000259854,2424
RP11-574O16.1,ENSG00000259855,585
RAB43P1,ENSG00000259856,589
RP11-439I14.2,ENSG00000259859,456
CTC-471C19.2,ENSG00000259861,442
RP11-143E21.6,ENSG00000259862,763
SH3RF3-AS1,ENSG00000259863,1604
RP11-370P15.1,ENSG00000259864,183
RP11-488L18.10,ENSG00000259865,1246
RP11-177N22.2,ENSG00000259866,1174
RP11-525K10.3,ENSG00000259867,2990
RP11-1012E15.2,ENSG00000259868,1516
AL022344.7,ENSG00000259869,968
RP11-753A21.2,ENSG00000259870,2098
CTA-363E6.1,ENSG00000259871,1363
RP11-481E4.1,ENSG00000259873,554
RP11-170L3.2,ENSG00000259874,238
CTD-3037G24.4,ENSG00000259876,563
RP11-46C24.7,ENSG00000259877,2443
RP11-1O10.1,ENSG00000259878,564
RP11-830F9.5,ENSG00000259881,3057
RP11-293B20.2,ENSG00000259882,1422
EHD4-AS1,ENSG00000259883,771
RP11-1100L3.8,ENSG00000259884,915
RP11-923I11.5,ENSG00000259887,427
CTD-2540M10.1,ENSG00000259888,293
RP11-315F22.1,ENSG00000259889,583
DNM1P50,ENSG00000259890,508
CTA-204B4.2,ENSG00000259891,2231
RP11-1H8.4,ENSG00000259892,951
RP11-715J22.2,ENSG00000259895,3264
RP11-244B22.3,ENSG00000259897,832
CYP4F33P,ENSG00000259898,256
CTD-3037G24.3,ENSG00000259899,698
RP11-343C2.7,ENSG00000259900,747
RP11-602M11.3,ENSG00000259904,1063
PWRN1,ENSG00000259905,4833
RP11-932O9.4,ENSG00000259906,1198
RP6-91H8.2,ENSG00000259907,651
RP11-1006G14.3,ENSG00000259909,382
RP11-616M22.2,ENSG00000259910,476
CTC-527H23.2,ENSG00000259912,306
RP11-298D21.2,ENSG00000259914,702
RP11-410E4.1,ENSG00000259915,2204
RP11-407P15.2,ENSG00000259916,1044
HNRNPLP2,ENSG00000259917,1570
NDUFA5P11,ENSG00000259918,343
RP11-2E11.5,ENSG00000259920,2902
AC022819.3,ENSG00000259921,3910
RP11-322D14.1,ENSG00000259922,1030
RP11-249C24.11,ENSG00000259923,244
RP11-16E23.4,ENSG00000259924,964
CTA-363E6.2,ENSG00000259925,2278
RP11-44F14.5,ENSG00000259926,706
RP11-218M11.1,ENSG00000259928,1520
CTA-481E9.4,ENSG00000259929,740
CTD-2323K18.2,ENSG00000259931,271
CTD-2651B20.7,ENSG00000259932,623
RP11-304L19.1,ENSG00000259933,691
RP11-989E6.1,ENSG00000259934,217
RP11-519C12.1,ENSG00000259935,540
RP11-438D14.2,ENSG00000259937,1025
RP11-77H9.5,ENSG00000259939,409
CTD-3203P2.1,ENSG00000259940,1686
RP11-48G14.2,ENSG00000259941,2465
RP1-39G22.7,ENSG00000259943,1541
CDRT7,ENSG00000259944,767
CTD-2012K14.3,ENSG00000259945,336
RP11-490G2.2,ENSG00000259946,1810
XX-DJ76P10__A.2,ENSG00000259947,484
RP11-326A19.5,ENSG00000259948,678
RP11-170L3.4,ENSG00000259950,442
AC009133.15,ENSG00000259952,547
RP11-4O1.2,ENSG00000259953,4836
IL21R-AS1,ENSG00000259954,2615
CTD-2547G23.2,ENSG00000259955,510
RBM15B,ENSG00000259956,6641
RP11-491F9.8,ENSG00000259957,1851
RP11-121C2.2,ENSG00000259959,4218
RP4-597A16.2,ENSG00000259961,477
RP11-44F14.4,ENSG00000259962,395
RP11-185J20.2,ENSG00000259963,175
THSD4-AS1,ENSG00000259964,3015
RP11-652G5.1,ENSG00000259966,1158
RP11-2E17.2,ENSG00000259967,556
RP11-428C6.2,ENSG00000259968,1075
RP11-999E24.3,ENSG00000259969,981
AC099668.5,ENSG00000259970,423
RP11-44L9.3,ENSG00000259971,479
AC009120.6,ENSG00000259972,3297
LINC00261,ENSG00000259974,5552
RP11-553L6.5,ENSG00000259976,1679
AL121578.2,ENSG00000259977,710
MRPS21P8,ENSG00000259978,235
VN1R68P,ENSG00000259979,719
AF096876.1,ENSG00000259981,444
CDC37P1,ENSG00000259982,959
RP11-169E6.3,ENSG00000259983,409
RP11-335G20.7,ENSG00000259984,459
RP11-549B18.1,ENSG00000259985,1169
RP11-382A20.4,ENSG00000259986,943
CTD-2522B17.4,ENSG00000259987,751
CTD-2555A7.1,ENSG00000259989,472
RP11-598D12.1,ENSG00000259990,351
RP11-77K12.8,ENSG00000259992,798
RP11-261B23.1,ENSG00000259993,2548
RP11-305E6.4,ENSG00000259994,3241
CTD-2336H13.2,ENSG00000259995,466
RARRES2P8,ENSG00000259996,367
IGHV1OR16-4,ENSG00000259997,205
RP11-753D20.4,ENSG00000259998,2352
RP11-252K23.1,ENSG00000259999,427
RP3-467N11.1,ENSG00000260000,1517
TGFBR3L,ENSG00000260001,1516
RP11-279O17.2,ENSG00000260003,600
RP11-351A20.2,ENSG00000260004,472
AC027601.1,ENSG00000260005,4506
RP11-315D16.2,ENSG00000260007,718
RP11-732A21.2,ENSG00000260008,1957
RP11-65J21.1,ENSG00000260009,518
ZNF720P1,ENSG00000260010,1939
RP13-20L14.1,ENSG00000260011,360
RP11-329J18.4,ENSG00000260012,760
LSM3P5,ENSG00000260014,306
RP11-510M2.5,ENSG00000260015,409
RP11-1035H13.2,ENSG00000260017,361
RP11-505K9.1,ENSG00000260018,521
RP11-218F4.1,ENSG00000260019,1340
RP11-480I12.10,ENSG00000260021,592
LA16c-306A4.1,ENSG00000260022,530
MRPS21P7,ENSG00000260024,238
RP11-490M8.1,ENSG00000260025,366
CTD-2015G9.1,ENSG00000260026,506
HOXB7,ENSG00000260027,1528
RP11-401P9.1,ENSG00000260029,1146
RP11-686F15.2,ENSG00000260030,429
RPL10P14,ENSG00000260031,298
LINC00657,ENSG00000260032,5339
CTC-527H23.1,ENSG00000260033,469
LCMT1-AS2,ENSG00000260034,7990
CTD-2651B20.6,ENSG00000260035,308
RP11-178D12.2,ENSG00000260036,723
CTD-2524L6.3,ENSG00000260037,896
RP11-407G23.4,ENSG00000260038,358
RP11-355E10.1,ENSG00000260041,834
CTD-2034I21.1,ENSG00000260042,981
RP11-454K7.3,ENSG00000260046,1625
BCAP31P2,ENSG00000260047,358
IGHV1OR16-3,ENSG00000260048,205
RP3-404K8.2,ENSG00000260049,341
LA16c-390E6.4,ENSG00000260051,570
CTC-527H23.3,ENSG00000260052,539
ABCB10P4,ENSG00000260053,2184
LINC01571,ENSG00000260057,955
RP11-279O17.3,ENSG00000260058,481
RP11-231E19.1,ENSG00000260059,2764
RP11-388M20.1,ENSG00000260060,833
GOLGA2P11,ENSG00000260062,5272
RP5-968P14.2,ENSG00000260063,2000
RP11-18F14.4,ENSG00000260064,829
CTD-2587M23.1,ENSG00000260066,3024
RP11-98C8.1,ENSG00000260067,163
RP11-439I14.3,ENSG00000260068,242
RP11-182J23.1,ENSG00000260070,705
RP11-418I22.2,ENSG00000260071,796
CTD-2313J23.1,ENSG00000260072,6510
RP11-488I20.9,ENSG00000260073,2975
NSFP1,ENSG00000260075,1471
RP11-254F7.2,ENSG00000260077,1572
RP11-44F14.1,ENSG00000260078,4322
RP11-66N11.8,ENSG00000260081,787
RP11-2C24.5,ENSG00000260082,600
MIR762HG,ENSG00000260083,1815
RP11-615I2.1,ENSG00000260084,547
RP11-42I10.1,ENSG00000260086,1921
PCMTD1P2,ENSG00000260087,355
RP11-92G12.3,ENSG00000260088,736
ADAM3B,ENSG00000260089,840
RP11-292D4.3,ENSG00000260090,3654
RP11-33B1.4,ENSG00000260091,901
RP11-77K12.7,ENSG00000260092,2125
RP11-1E4.1,ENSG00000260093,3770
LINC00564,ENSG00000260094,1119
RP11-715J22.3,ENSG00000260095,397
DNM1P33,ENSG00000260096,270
SPDYE6,ENSG00000260097,1691
RP11-220I1.5,ENSG00000260100,964
RP11-568N6.1,ENSG00000260101,1907
LINC01070,ENSG00000260102,2829
RP11-10O17.1,ENSG00000260103,3385
RP11-817O13.1,ENSG00000260104,176
AOC4P,ENSG00000260105,3169
AC005606.15,ENSG00000260107,504
RP11-140H17.1,ENSG00000260108,2421
RP11-883G10.1,ENSG00000260109,534
RP11-529K1.4,ENSG00000260111,590
CTC-543D15.1,ENSG00000260112,1192
RP11-146F11.2,ENSG00000260113,203
CTD-2574D22.4,ENSG00000260114,2272
CTC-420A11.2,ENSG00000260115,714
RP6-201G10.2,ENSG00000260118,1432
RP11-177B4.2,ENSG00000260120,1741
RP5-1142A6.9,ENSG00000260121,1845
RP11-923I11.3,ENSG00000260122,896
RP11-326A19.4,ENSG00000260123,597
AGBL1-AS1,ENSG00000260125,2440
RP11-14N9.2,ENSG00000260126,674
ULK4P2,ENSG00000260128,1563
LINC00556,ENSG00000260131,412
