ID	Symbol	Entrez_Gene_ID	Geneid	hgnc_symbol	entrezgene_id	biotype
ILMN_1810055	ITFG3	83986	ENSG00000167930	FAM234A	83986	protein_coding
ILMN_1760314	CCDC8	83987	ENSG00000169515	CCDC8	83987	protein_coding
ILMN_2343097	NCALD	83988	ENSG00000104490	NCALD	83988	protein_coding
ILMN_2266184	NCALD	83988	ENSG00000104490	NCALD	83988	protein_coding
ILMN_1788538	NCALD	83988	ENSG00000104490	NCALD	83988	protein_coding
ILMN_3241099	FAM172A	83989	ENSG00000113391	FAM172A	83989	protein_coding
ILMN_1654542	C5orf21	83989	ENSG00000113391	FAM172A	83989	protein_coding
ILMN_1760757	BRIP1	83990	ENSG00000136492	BRIP1	83990	protein_coding
ILMN_1759920	CTTNBP2	83992	ENSG00000077063	CTTNBP2	83992	protein_coding
ILMN_2169383	REG4	83998	ENSG00000134193	REG4	83998	protein_coding
ILMN_1700994	KREMEN1	83999	ENSG00000183762	KREMEN1	83999	protein_coding
ILMN_1772697	KREMEN1	83999	ENSG00000183762	KREMEN1	83999	protein_coding
ILMN_1671154	TMPRSS13	84000	ENSG00000137747	TMPRSS13	84000	protein_coding
ILMN_1702609	B3GNT5	84002	ENSG00000176597	B3GNT5	84002	protein_coding
ILMN_1749667	OBSCN	84033	ENSG00000154358	OBSCN	84033	protein_coding
ILMN_1697268	EMILIN2	84034	ENSG00000132205	EMILIN2	84034	protein_coding
ILMN_1786895	KATNAL1	84056	ENSG00000102781	KATNAL1	84056	protein_coding
ILMN_1663234	KATNAL1	84056	ENSG00000102781	KATNAL1	84056	protein_coding
ILMN_1722533	KATNAL1	84056	ENSG00000102781	KATNAL1	84056	protein_coding
ILMN_2148796	MND1	84057	ENSG00000121211	MND1	84057	protein_coding
ILMN_1671906	MND1	84057	ENSG00000121211	MND1	84057	protein_coding
ILMN_1658289	WDR54	84058	ENSG00000005448	WDR54	84058	protein_coding
ILMN_1690621	GPR98	84059	ENSG00000164199	ADGRV1	84059	protein_coding
ILMN_2407564	GPR98	84059	ENSG00000164199	ADGRV1	84059	protein_coding
ILMN_3243749	C7orf64	84060	ENSG00000127993	RBM48	84060	protein_coding
ILMN_1742276	DKFZP564O0523	84060	ENSG00000127993	RBM48	84060	protein_coding
ILMN_1721349	MAGT1	84061	ENSG00000102158	MAGT1	84061	protein_coding
ILMN_2408240	DTNBP1	84062	ENSG00000047579	DTNBP1	84062	protein_coding
ILMN_1682960	DTNBP1	84062	ENSG00000047579	DTNBP1	84062	protein_coding
ILMN_1783806	DTNBP1	84062	ENSG00000047579	DTNBP1	84062	protein_coding
ILMN_1760728	KIRREL2	84063	ENSG00000126259	KIRREL2	84063	protein_coding
ILMN_2299440	KIRREL2	84063	ENSG00000126259	KIRREL2	84063	protein_coding
ILMN_2382245	KIRREL2	84063	ENSG00000126259	KIRREL2	84063	protein_coding
ILMN_1702265	HDHD2	84064	ENSG00000167220	HDHD2	84064	protein_coding
ILMN_1793632	TMEM222	84065	ENSG00000186501	TMEM222	84065	protein_coding
ILMN_1722788	C1orf49	84066	ENSG00000240021	TEX35	84066	protein_coding
ILMN_1713402	FAM160A2	84067	ENSG00000051009	FAM160A2	84067	protein_coding
ILMN_1712912	SLC10A7	84068	ENSG00000120519	SLC10A7	84068	protein_coding
ILMN_1732489	SLC10A7	84068	ENSG00000120519	SLC10A7	84068	protein_coding
ILMN_1677240	SLC10A7	84068	ENSG00000120519	SLC10A7	84068	protein_coding
ILMN_2251020	SLC10A7	84068	ENSG00000120519	SLC10A7	84068	protein_coding
ILMN_1711422	PLEKHN1	84069	ENSG00000187583	PLEKHN1	84069	protein_coding
ILMN_1709367	FAM186B	84070	ENSG00000135436	FAM186B	84070	protein_coding
ILMN_2213008	ARMC2	84071	ENSG00000118690	ARMC2	84071	protein_coding
ILMN_1779256	ARMC2	84071	ENSG00000118690	ARMC2	84071	protein_coding
ILMN_1769849	HORMAD1	84072	ENSG00000143452	HORMAD1	84072	protein_coding
ILMN_2215025	HORMAD1	84072	ENSG00000143452	HORMAD1	84072	protein_coding
ILMN_1668649	MYCBPAP	84073	ENSG00000136449	MYCBPAP	84073	protein_coding
ILMN_1695016	QRICH2	84074	ENSG00000129646	QRICH2	84074	protein_coding
ILMN_1756721	FSCB	84075	ENSG00000189139	FSCB	84075	protein_coding
ILMN_2048683	FSCB	84075	ENSG00000189139	FSCB	84075	protein_coding
ILMN_1713533	TKTL2	84076	ENSG00000151005	TKTL2	84076	protein_coding
ILMN_1684188	C3orf20	84077	ENSG00000131379	C3orf20	84077	protein_coding
ILMN_2044293	KBTBD7	84078	ENSG00000120696	KBTBD7	84078	protein_coding
ILMN_1794063	ANKRD27	84079	ENSG00000105186	ANKRD27	84079	protein_coding
ILMN_1787324	C16orf48	84080	ENSG00000124074	ENKD1	84080	protein_coding
ILMN_1702541	CCDC55	84081	ENSG00000126653	NSRP1	84081	protein_coding
ILMN_2150161	ZRANB3	84083	ENSG00000121988	ZRANB3	84083	protein_coding
ILMN_1809857	ZRANB3	84083	ENSG00000121988	ZRANB3	84083	protein_coding
ILMN_2132828	RAB6C	84084	ENSG00000222014	RAB6C	84084	protein_coding
ILMN_2168992	FBXO30	84085	ENSG00000118496	FBXO30	84085	protein_coding
ILMN_1700232	FBXO30	84085	ENSG00000118496	FBXO30	84085	protein_coding
ILMN_2307266	ARL6	84100	ENSG00000113966	ARL6	84100	protein_coding
ILMN_1703325	ARL6	84100	ENSG00000113966	ARL6	84100	protein_coding
ILMN_1771822	ARL6	84100	ENSG00000113966	ARL6	84100	protein_coding
ILMN_1750488	ARL6	84100	ENSG00000113966	ARL6	84100	protein_coding
ILMN_1807212	USP44	84101	ENSG00000136014	USP44	84101	protein_coding
ILMN_2364819	USP44	84101	ENSG00000136014	USP44	84101	protein_coding
ILMN_1747197	SLC41A2	84102	ENSG00000136052	SLC41A2	84102	protein_coding
ILMN_1805730	C4orf17	84103	ENSG00000138813	C4orf17	84103	protein_coding
ILMN_3307832	PCBD2	84105	ENSG00000132570	PCBD2	84105	protein_coding
ILMN_1651364	PCBD2	84105	ENSG00000132570	PCBD2	84105	protein_coding
ILMN_1711493	PRAM1	84106	ENSG00000133246	PRAM1	84106	protein_coding
ILMN_2120624	ZIC4	84107	ENSG00000174963	ZIC4	84107	protein_coding
ILMN_1656574	PCGF6	84108	ENSG00000156374	PCGF6	84108	protein_coding
ILMN_1810181	PCGF6	84108	ENSG00000156374	PCGF6	84108	protein_coding
ILMN_2401701	PCGF6	84108	ENSG00000156374	PCGF6	84108	protein_coding
ILMN_3241626	QRFPR	84109	ENSG00000186867	QRFPR	84109	protein_coding
ILMN_2221336	GPR103	84109	ENSG00000186867	QRFPR	84109	protein_coding
ILMN_2115949	ZNF394	84124	ENSG00000160908	ZNF394	84124	protein_coding
ILMN_1655955	LRRIQ1	84125	ENSG00000133640	LRRIQ1	84125	protein_coding
ILMN_1653896	ATRIP	84126	ENSG00000164053	ATRIP	84126	protein_coding
ILMN_2370464	ATRIP	84126	ENSG00000164053	ATRIP	84126	protein_coding
ILMN_1801869	WDR75	84128	ENSG00000115368	WDR75	84128	protein_coding
ILMN_1761058	ACAD11	84129	ENSG00000240303	ACAD11	84129	protein_coding
ILMN_3265365	CEP78	84131	ENSG00000148019	CEP78	84131	protein_coding
ILMN_3185161	CEP78	84131	ENSG00000148019	CEP78	84131	protein_coding
ILMN_2115696	USP42	84132	ENSG00000106346	USP42	84132	protein_coding
ILMN_1752575	USP42	84132	ENSG00000106346	USP42	84132	protein_coding
ILMN_2065606	TOMM40L	84134	ENSG00000158882	TOMM40L	84134	protein_coding
ILMN_1735908	UTP15	84135	ENSG00000164338	UTP15	84135	protein_coding
ILMN_1692049	SLC7A6OS	84138	ENSG00000103061	SLC7A6OS	84138	protein_coding
ILMN_2120072	FLJ13305	84140	ENSG00000170264	FAM161A	84140	protein_coding
ILMN_3238106	FAM161A	84140	ENSG00000170264	FAM161A	84140	protein_coding
ILMN_3271098	FAM176A	84141	ENSG00000115363	EVA1A	84141	protein_coding
ILMN_1702973	TMEM166	84141	ENSG00000115363	EVA1A	84141	protein_coding
ILMN_3194638	FAM176A	84141	ENSG00000115363	EVA1A	84141	protein_coding
ILMN_3237177	FAM175A	84142	ENSG00000163322	ABRAXAS1	84142	protein_coding
ILMN_1748290	FLJ13614	84142	ENSG00000163322	ABRAXAS1	84142	protein_coding
ILMN_1671048	ZNF644	84146	ENSG00000122482	ZNF644	84146	protein_coding
ILMN_1730118	ZNF644	84146	ENSG00000122482	ZNF644	84146	protein_coding
ILMN_1657665	ZNF644	84146	ENSG00000122482	ZNF644	84146	protein_coding
ILMN_1804679	MYST1	84148	ENSG00000103510	KAT8	84148	protein_coding
ILMN_1759012	PPP1R1B	84152	ENSG00000131771	PPP1R1B	84152	protein_coding
ILMN_1690096	PPP1R1B	84152	ENSG00000131771	PPP1R1B	84152	protein_coding
ILMN_2304495	PPP1R1B	84152	ENSG00000131771	PPP1R1B	84152	protein_coding
ILMN_3251565	RNASEH2C	84153	ENSG00000172922	RNASEH2C	84153	protein_coding
ILMN_1765518	RNASEH2C	84153	ENSG00000172922	RNASEH2C	84153	protein_coding
ILMN_1664167	RPF2	84154	ENSG00000197498	RPF2	84154	protein_coding
ILMN_1721626	ARID5B	84159	ENSG00000150347	ARID5B	84159	protein_coding
ILMN_1679919	ASCC2	84164	ENSG00000100325	ASCC2	84164	protein_coding
ILMN_1716704	NLRC5	84166	ENSG00000140853	NLRC5	84166	protein_coding
ILMN_1801572	C19orf44	84167	ENSG00000105072	C19orf44	84167	protein_coding
ILMN_1780894	ANTXR1	84168	ENSG00000169604	ANTXR1	84168	protein_coding
ILMN_1670379	ANTXR1	84168	ENSG00000169604	ANTXR1	84168	protein_coding
ILMN_2387995	ANTXR1	84168	ENSG00000169604	ANTXR1	84168	protein_coding
ILMN_1811877	ANTXR1	84168	ENSG00000169604	ANTXR1	84168	protein_coding
ILMN_2179083	LOXL4	84171	ENSG00000138131	LOXL4	84171	protein_coding
ILMN_2067101	POLR1B	84172	ENSG00000125630	POLR1B	84172	protein_coding
ILMN_3190834	ELMOD3	84173	ENSG00000115459	ELMOD3	84173	protein_coding
ILMN_1668065	RBED1	84173	ENSG00000115459	ELMOD3	84173	protein_coding
ILMN_1673357	SLA2	84174	ENSG00000101082	SLA2	84174	protein_coding
ILMN_2409720	SLA2	84174	ENSG00000101082	SLA2	84174	protein_coding
ILMN_1681310	MFSD7	84179	ENSG00000169026	SLC49A3	84179	protein_coding
ILMN_2209163	CHD6	84181	ENSG00000124177	CHD6	84181	protein_coding
ILMN_1781816	CHD6	84181	ENSG00000124177	CHD6	84181	protein_coding
ILMN_1698038	FAM188B	84182	ENSG00000106125	MINDY4	84182	protein_coding
ILMN_1744980	ZCCHC7	84186	ENSG00000147905	ZCCHC7	84186	protein_coding
ILMN_2208373	TMEM164	84187	ENSG00000157600	TMEM164	84187	protein_coding
ILMN_2143250	FAR1	84188	ENSG00000197601	FAR1	84188	protein_coding
ILMN_1813197	SLITRK6	84189	ENSG00000184564	SLITRK6	84189	protein_coding
ILMN_1745497	C12orf26	84190	ENSG00000127720	METTL25	84190	protein_coding
ILMN_1761981	FAM96A	84191	ENSG00000166797	CIAO2A	84191	protein_coding
ILMN_2367428	FAM96A	84191	ENSG00000166797	CIAO2A	84191	protein_coding
ILMN_1679577	SETD3	84193	ENSG00000183576	SETD3	84193	protein_coding
ILMN_1724504	SETD3	84193	ENSG00000183576	SETD3	84193	protein_coding
ILMN_1756328	SETD3	84193	ENSG00000183576	SETD3	84193	protein_coding
ILMN_1777726	USP48	84196	ENSG00000090686	USP48	84196	protein_coding
ILMN_1738572	USP48	84196	ENSG00000090686	USP48	84196	protein_coding
ILMN_2285141	USP48	84196	ENSG00000090686	USP48	84196	protein_coding
ILMN_1756873	USP48	84196	ENSG00000090686	USP48	84196	protein_coding
ILMN_3249594	SGK196	84197	ENSG00000185900	POMK	84197	protein_coding
ILMN_1806305	FLJ23356	84197	ENSG00000185900	POMK	84197	protein_coding
ILMN_1669460	TXNDC2	84203	ENSG00000168454	TXNDC2	84203	protein_coding
ILMN_1658989	MEX3B	84206	ENSG00000183496	MEX3B	84206	protein_coding
ILMN_2215824	ANKRD20A1	84210	ENSG00000260691	ANKRD20A1	84210	protein_coding
ILMN_1663490	ZNF541	84215	ENSG00000118156	ZNF541	84215	protein_coding
ILMN_1809894	TMEM117	84216	ENSG00000139173	TMEM117	84216	protein_coding
ILMN_1655545	ZMYND12	84217	ENSG00000066185	ZMYND12	84217	protein_coding
ILMN_2173651	TBC1D3	84218	ENSG00000275954	TBC1D3F	84218	protein_coding
ILMN_1761442	WDR24	84219	ENSG00000127580	WDR24	84219	protein_coding
ILMN_2295318	RGPD5	84220	ENSG00000015568	RGPD5	84220	protein_coding
ILMN_2246256	RGPD5	84220	ENSG00000015568	RGPD5	84220	protein_coding
ILMN_2320574	RGPD5	84220	ENSG00000015568	RGPD5	84220	protein_coding
ILMN_1716838	C21orf56	84221	ENSG00000160284	SPATC1L	84221	protein_coding
ILMN_1802377	IQCG	84223	ENSG00000114473	IQCG	84223	protein_coding
ILMN_1707244	NBPF3	84224	ENSG00000142794	NBPF3	84224	protein_coding
ILMN_2265995	NBPF3	84224	ENSG00000142794	NBPF3	84224	protein_coding
ILMN_1778136	ZMYND15	84225	ENSG00000141497	ZMYND15	84225	protein_coding
ILMN_1780840	C2orf16	84226	ENSG00000221843	C2orf16	84226	protein_coding
ILMN_1712067	CCDC135	84229	ENSG00000159625	DRC7	84229	protein_coding
ILMN_1792152	CCDC135	84229	ENSG00000159625	DRC7	84229	protein_coding
ILMN_2094396	LRRC8C	84230	ENSG00000171488	LRRC8C	84230	protein_coding
ILMN_1654408	TRAF7	84231	ENSG00000131653	TRAF7	84231	protein_coding
ILMN_2405991	TRAF7	84231	ENSG00000131653	TRAF7	84231	protein_coding
ILMN_1713985	MAF1	84232	ENSG00000179632	MAF1	84232	protein_coding
ILMN_2217809	TMEM126A	84233	ENSG00000171202	TMEM126A	84233	protein_coding
ILMN_2209766	RHBDD1	84236	ENSG00000144468	RHBDD1	84236	protein_coding
ILMN_1681543	RHBDD1	84236	ENSG00000144468	RHBDD1	84236	protein_coding
ILMN_1651303	ATP13A4	84239	ENSG00000127249	ATP13A4	84239	protein_coding
ILMN_1723007	ZCCHC9	84240	ENSG00000131732	ZCCHC9	84240	protein_coding
ILMN_1668270	ZDHHC18	84243	ENSG00000204160	ZDHHC18	84243	protein_coding
ILMN_2296284	MRI1	84245	ENSG00000037757	MRI1	84245	protein_coding
ILMN_2410965	MRI1	84245	ENSG00000037757	MRI1	84245	protein_coding
ILMN_1732089	MRI1	84245	ENSG00000037757	MRI1	84245	protein_coding
ILMN_1806828	MRI1	84245	ENSG00000037757	MRI1	84245	protein_coding
ILMN_1707631	MED10	84246	ENSG00000133398	MED10	84246	protein_coding
ILMN_1691425	LDOC1L	84247	ENSG00000188636	RTL6	84247	protein_coding
ILMN_1683786	FYTTD1	84248	ENSG00000122068	FYTTD1	84248	protein_coding
ILMN_1670439	FYTTD1	84248	ENSG00000122068	FYTTD1	84248	protein_coding
ILMN_2389935	FYTTD1	84248	ENSG00000122068	FYTTD1	84248	protein_coding
ILMN_1662963	PSD2	84249	ENSG00000146005	PSD2	84249	protein_coding
ILMN_1805985	ANKRD32	84250	ENSG00000133302	SLF1	84250	protein_coding
ILMN_2214278	ANKRD32	84250	ENSG00000133302	SLF1	84250	protein_coding
ILMN_1664362	SGIP1	84251	ENSG00000118473	SGIP1	84251	protein_coding
ILMN_1779347	GARNL3	84253	ENSG00000136895	GARNL3	84253	protein_coding
ILMN_2382705	CAMKK1	84254	ENSG00000004660	CAMKK1	84254	protein_coding
ILMN_1715372	CAMKK1	84254	ENSG00000004660	CAMKK1	84254	protein_coding
ILMN_1686535	SLC37A3	84255	ENSG00000157800	SLC37A3	84255	protein_coding
ILMN_2307598	SLC37A3	84255	ENSG00000157800	SLC37A3	84255	protein_coding
ILMN_1779979	SLC37A3	84255	ENSG00000157800	SLC37A3	84255	protein_coding
ILMN_1690035	FLYWCH1	84256	ENSG00000059122	FLYWCH1	84256	protein_coding
ILMN_1656792	FLYWCH1	84256	ENSG00000059122	FLYWCH1	84256	protein_coding
ILMN_1724774	SYT3	84258	ENSG00000213023	SYT3	84258	protein_coding
ILMN_1726839	DCUN1D5	84259	ENSG00000137692	DCUN1D5	84259	protein_coding
ILMN_2124352	DCUN1D5	84259	ENSG00000137692	DCUN1D5	84259	protein_coding
ILMN_1665058	TCHP	84260	ENSG00000139437	TCHP	84260	protein_coding
ILMN_1750661	FBXW9	84261	ENSG00000132004	FBXW9	84261	protein_coding
ILMN_1802627	PSMG3	84262	ENSG00000157778	PSMG3	84262	protein_coding
ILMN_1787843	HSDL2	84263	ENSG00000119471	HSDL2	84263	protein_coding
ILMN_2298860	HAGHL	84264	ENSG00000103253	HAGHL	84264	protein_coding
ILMN_1793201	HAGHL	84264	ENSG00000103253	HAGHL	84264	protein_coding
ILMN_1706262	HAGHL	84264	ENSG00000103253	HAGHL	84264	protein_coding
ILMN_1760667	POLR3GL	84265	ENSG00000121851	POLR3GL	84265	protein_coding
ILMN_1761764	ALKBH7	84266	ENSG00000125652	ALKBH7	84266	protein_coding
ILMN_1777318	C9orf64	84267	ENSG00000165118	C9orf64	84267	protein_coding
ILMN_2323774	RPAIN	84268	ENSG00000129197	RPAIN	84268	protein_coding
ILMN_1770339	RPAIN	84268	ENSG00000129197	RPAIN	84268	protein_coding
ILMN_1797530	CHCHD5	84269	ENSG00000125611	CHCHD5	84269	protein_coding
ILMN_1659189	C9orf89	84270	ENSG00000165233	CARD19	84270	protein_coding
ILMN_1688000	POLDIP3	84271	ENSG00000100227	POLDIP3	84271	protein_coding
ILMN_1685845	POLDIP3	84271	ENSG00000100227	POLDIP3	84271	protein_coding
ILMN_2145760	YIPF4	84272	ENSG00000119820	YIPF4	84272	protein_coding
ILMN_1782444	YIPF4	84272	ENSG00000119820	YIPF4	84272	protein_coding
ILMN_1665066	C4orf14	84273	ENSG00000084092	NOA1	84273	protein_coding
ILMN_1770936	COQ5	84274	ENSG00000110871	COQ5	84274	protein_coding
ILMN_1685974	SLC25A33	84275	ENSG00000171612	SLC25A33	84275	protein_coding
ILMN_1807211	NICN1	84276	ENSG00000145029	NICN1	84276	protein_coding
ILMN_3246801	DNAJC30	84277	ENSG00000176410	DNAJC30	84277	protein_coding
ILMN_1771824	DNAJC30	84277	ENSG00000176410	DNAJC30	84277	protein_coding
ILMN_3235410	HIATL2	84278	ENSG00000196312	MFSD14C	84278	transcribed_unprocessed_pseudogene
ILMN_2229940	C2orf7	84279	ENSG00000135617	PRADC1	84279	protein_coding
ILMN_1809344	BTBD10	84280	ENSG00000148925	BTBD10	84280	protein_coding
ILMN_1787526	MGC13057	84281	ENSG00000187699	C2orf88	84281	protein_coding
ILMN_2279484	C2orf88	84281	ENSG00000187699	C2orf88	84281	protein_coding
ILMN_1738883	RNF135	84282	ENSG00000181481	RNF135	84282	protein_coding
ILMN_2407529	RNF135	84282	ENSG00000181481	RNF135	84282	protein_coding
ILMN_1700660	RNF135	84282	ENSG00000181481	RNF135	84282	protein_coding
ILMN_2090802	TMEM79	84283	ENSG00000163472	TMEM79	84283	protein_coding
ILMN_1657446	C1orf57	84284	ENSG00000135778	NTPCR	84284	protein_coding
ILMN_1717834	EIF1AD	84285	ENSG00000175376	EIF1AD	84285	protein_coding
ILMN_1654629	TMEM175	84286	ENSG00000127419	TMEM175	84286	protein_coding
ILMN_1763568	ZDHHC16	84287	ENSG00000171307	ZDHHC16	84287	protein_coding
ILMN_1664946	ZDHHC16	84287	ENSG00000171307	ZDHHC16	84287	protein_coding
ILMN_2362457	ZDHHC16	84287	ENSG00000171307	ZDHHC16	84287	protein_coding
ILMN_1694068	EFCAB2	84288	ENSG00000203666	EFCAB2	84288	protein_coding
ILMN_2404374	ING5	84289	ENSG00000168395	ING5	84289	protein_coding
ILMN_2292748	ING5	84289	ENSG00000168395	ING5	84289	protein_coding
ILMN_1699809	CAPNS2	84290	ENSG00000256812	CAPNS2	84290	protein_coding
ILMN_1719763	MORG1	84292	ENSG00000123154	WDR83	84292	protein_coding
ILMN_2118472	C10orf58	84293	ENSG00000122378	PRXL2A	84293	protein_coding
ILMN_1754538	C10orf58	84293	ENSG00000122378	PRXL2A	84293	protein_coding
ILMN_1774860	UTP23	84294	ENSG00000147679	UTP23	84294	protein_coding
ILMN_2043828	UTP23	84294	ENSG00000147679	UTP23	84294	protein_coding
ILMN_2325194	PHF6	84295	ENSG00000156531	PHF6	84295	protein_coding
ILMN_1714749	PHF6	84295	ENSG00000156531	PHF6	84295	protein_coding
ILMN_1766110	PHF6	84295	ENSG00000156531	PHF6	84295	protein_coding
ILMN_1807501	GINS4	84296	ENSG00000147536	GINS4	84296	protein_coding
ILMN_3240177	LLPH	84298	ENSG00000139233	LLPH	84298	protein_coding
ILMN_2122176	C12orf31	84298	ENSG00000139233	LLPH	84298	protein_coding
ILMN_1727078	C17orf37	84299	ENSG00000141741	MIEN1	84299	protein_coding
ILMN_1790461	C6orf125	84300	ENSG00000137288	UQCC2	84300	protein_coding
ILMN_1775861	DDI2	84301	ENSG00000197312	DDI2	84301	protein_coding
ILMN_2043007	DDI2	84301	ENSG00000197312	DDI2	84301	protein_coding
ILMN_1809323	C9orf125	84302	ENSG00000165152	PGAP4	84302	protein_coding
ILMN_1785161	CHCHD6	84303	ENSG00000159685	CHCHD6	84303	protein_coding
ILMN_1743582	NUDT22	84304	ENSG00000149761	NUDT22	84304	protein_coding
ILMN_1751431	WIBG	84305	ENSG00000170473	PYM1	84305	protein_coding
ILMN_1706149	PDCD2L	84306	ENSG00000126249	PDCD2L	84306	protein_coding
ILMN_1685467	ZNF397	84307	ENSG00000186812	ZNF397	84307	protein_coding
ILMN_1735415	NUDT16L1	84309	ENSG00000168101	NUDT16L1	84309	protein_coding
ILMN_1718336	C7orf50	84310	ENSG00000146540	C7orf50	84310	protein_coding
ILMN_1808301	MRPL45	84311	ENSG00000278845	MRPL45	84311	protein_coding
ILMN_1748650	MRPL45	84311	ENSG00000278845	MRPL45	84311	protein_coding
ILMN_2225511	BRMS1L	84312	ENSG00000100916	BRMS1L	84312	protein_coding
ILMN_1775943	BRMS1L	84312	ENSG00000100916	BRMS1L	84312	protein_coding
ILMN_2149566	VPS25	84313	ENSG00000131475	VPS25	84313	protein_coding
ILMN_2413331	TMEM107	84314	ENSG00000179029	TMEM107	84314	protein_coding
ILMN_2413330	TMEM107	84314	ENSG00000179029	TMEM107	84314	protein_coding
ILMN_1696151	MON1A	84315	ENSG00000164077	MON1A	84315	protein_coding
ILMN_1691131	LSMD1	84316	ENSG00000183011	NAA38	84316	protein_coding
ILMN_1730347	CCDC115	84317	ENSG00000136710	CCDC115	84317	protein_coding
ILMN_2101375	CCDC77	84318	ENSG00000120647	CCDC77	84318	protein_coding
ILMN_2215545	C3orf26	84319	ENSG00000184220	CMSS1	84319	protein_coding
ILMN_1705753	C3orf26	84319	ENSG00000184220	CMSS1	84319	protein_coding
ILMN_1684271	ACBD6	84320	ENSG00000230124	ACBD6	84320	protein_coding
ILMN_2298936	THOC3	84321	ENSG00000051596	THOC3	84321	protein_coding
ILMN_2415926	THOC3	84321	ENSG00000051596	THOC3	84321	protein_coding
ILMN_1680967	CIP29	84324	ENSG00000205323	SARNP	84324	protein_coding
ILMN_1774990	C16orf13	84326	ENSG00000130731	METTL26	84326	protein_coding
ILMN_2369826	C16orf13	84326	ENSG00000130731	METTL26	84326	protein_coding
ILMN_1683215	ZBED3	84327	ENSG00000132846	ZBED3	84327	protein_coding
ILMN_1661627	LZIC	84328	ENSG00000162441	LZIC	84328	protein_coding
ILMN_2365248	HVCN1	84329	ENSG00000122986	HVCN1	84329	protein_coding
ILMN_1815168	HVCN1	84329	ENSG00000122986	HVCN1	84329	protein_coding
ILMN_1771093	ZNF414	84330	ENSG00000133250	ZNF414	84330	protein_coding
ILMN_1730523	FAM195A	84331	ENSG00000172366	MCRIP2	84331	protein_coding
ILMN_1760513	DYDC2	84332	ENSG00000133665	DYDC2	84332	protein_coding
ILMN_1788059	PCGF5	84333	ENSG00000180628	PCGF5	84333	protein_coding
ILMN_2078724	C14orf153	84334	ENSG00000256053	COA8	84334	protein_coding
ILMN_1726906	AKT1S1	84335	ENSG00000204673	AKT1S1	84335	protein_coding
ILMN_1667716	TMEM101	84336	ENSG00000091947	TMEM101	84336	protein_coding
ILMN_1723185	ELOF1	84337	ENSG00000130165	ELOF1	84337	protein_coding
ILMN_1686668	GFM2	84340	ENSG00000164347	GFM2	84340	protein_coding
ILMN_2378696	GFM2	84340	ENSG00000164347	GFM2	84340	protein_coding
ILMN_1725246	COG8	84342	ENSG00000213380	COG8	84342	protein_coding
ILMN_1762224	HPS3	84343	ENSG00000163755	HPS3	84343	protein_coding
ILMN_1769250	ARFGAP2	84364	ENSG00000149182	ARFGAP2	84364	protein_coding
ILMN_1786189	MKI67IP	84365	ENSG00000155438	NIFK	84365	protein_coding
ILMN_3248384	PRAC	84366	ENSG00000159182	PRAC1	84366	protein_coding
ILMN_1801832	PRAC	84366	ENSG00000159182	PRAC1	84366	protein_coding
ILMN_1741464	HOOK3	84376	ENSG00000168172	HOOK3	84376	protein_coding
ILMN_2062001	HOOK3	84376	ENSG00000168172	HOOK3	84376	protein_coding
ILMN_1676822	C2orf40	84417	ENSG00000119147	ECRG4	84417	protein_coding
ILMN_1761566	C5orf32	84418	ENSG00000120306	CYSTM1	84418	protein_coding
ILMN_1805410	C15orf48	84419	ENSG00000166920	C15orf48	84419	protein_coding
ILMN_1654696	C15orf48	84419	ENSG00000166920	C15orf48	84419	protein_coding
ILMN_2389064	C15orf48	84419	ENSG00000166920	C15orf48	84419	protein_coding
ILMN_1716259	PROK1	84432	ENSG00000143125	PROK1	84432	protein_coding
ILMN_1721978	CARD11	84433	ENSG00000198286	CARD11	84433	protein_coding
ILMN_1733541	GPR123	84435	ENSG00000197177	ADGRA1	84435	protein_coding
ILMN_2100834	ZNF528	84436	ENSG00000167555	ZNF528	84436	protein_coding
ILMN_1801124	KIAA1826	84437	ENSG00000170903	MSANTD4	84437	protein_coding
ILMN_1657972	HHIPL1	84439	ENSG00000182218	HHIPL1	84439	protein_coding
ILMN_1681467	RAB11FIP4	84440	ENSG00000131242	RAB11FIP4	84440	protein_coding
ILMN_1765729	MAML2	84441	ENSG00000184384	MAML2	84441	protein_coding
ILMN_1693559	DOT1L	84444	ENSG00000104885	DOT1L	84444	protein_coding
ILMN_1763524	LZTS2	84445	ENSG00000107816	LZTS2	84445	protein_coding
ILMN_2185845	BRSK1	84446	ENSG00000160469	BRSK1	84446	protein_coding
ILMN_2339691	SYVN1	84447	ENSG00000162298	SYVN1	84447	protein_coding
ILMN_1803143	SYVN1	84447	ENSG00000162298	SYVN1	84447	protein_coding
ILMN_1758825	ABLIM2	84448	ENSG00000163995	ABLIM2	84448	protein_coding
ILMN_2209299	ZNF333	84449	ENSG00000160961	ZNF333	84449	protein_coding
ILMN_1759017	ZNF333	84449	ENSG00000160961	ZNF333	84449	protein_coding
ILMN_1730824	ZNF512	84450	ENSG00000243943	ZNF512	84450	protein_coding
ILMN_1719876	KIAA1804	84451	ENSG00000143674	MAP3K21	84451	protein_coding
ILMN_2174380	KIAA1804	84451	ENSG00000143674	MAP3K21	84451	protein_coding
ILMN_2232036	EFCAB7	84455	ENSG00000203965	EFCAB7	84455	protein_coding
ILMN_1698673	EFCAB7	84455	ENSG00000203965	EFCAB7	84455	protein_coding
ILMN_2400448	L3MBTL3	84456	ENSG00000198945	L3MBTL3	84456	protein_coding
